Date	Open_GDAXI	High_GDAXI	Low_GDAXI	Close_GDAXI	Volume_GDAXI	AdjClose_GDAXI	Return_GDAXI
2010-11-19	6841.370117	6854.089844	6794.430176	6843.549805	42738800	6843.549805	0.00167443765241
2010-11-22	6892.02002	6901.930176	6805.970215	6822.049805	29098500	6822.049805	-0.00314164441154
2010-11-23	6791.75	6827.830078	6705.0	6705.0	35161100	6705.0	-0.017157571162
2010-11-24	6740.609863	6833.700195	6701.97998	6823.799805	37293500	6823.799805	0.0177180917226
2010-11-25	6834.680176	6885.810059	6823.189941	6879.660156	26295500	6879.660156	0.00818610636248
2010-11-26	6842.390137	6871.709961	6778.600098	6848.97998	31534500	6848.97998	-0.00445954819051
2010-11-29	6867.77002	6907.609863	6697.970215	6697.970215	38812100	6697.970215	-0.0220485043672
2010-11-30	6732.589844	6763.52002	6655.939941	6688.490234	40637400	6688.490234	-0.00141535132222
2010-12-01	6748.359863	6868.810059	6736.689941	6866.629883	39402600	6866.629883	0.0266337607992
2010-12-02	6895.77002	6958.689941	6840.649902	6957.609863	42149200	6957.609863	0.0132495826264
2010-12-03	6947.310059	6977.910156	6914.5	6947.720215	33961600	6947.720215	-0.00142141456545
2010-12-06	6970.240234	6971.950195	6926.569824	6954.379883	26083600	6954.379883	0.000958540038158
2010-12-07	6987.879883	7042.669922	6962.100098	7001.910156	33585700	7001.910156	0.00683458105534
2010-12-08	6976.189941	7013.529785	6956.669922	6975.870117	31056900	6975.870117	-0.00371899073536
2010-12-09	7017.990234	7021.310059	6947.899902	6964.160156	45373100	6964.160156	-0.00167863804853
2010-12-10	6987.689941	7018.109863	6973.319824	7006.169922	29143200	7006.169922	0.00603228028347
2010-12-13	7027.580078	7044.870117	7017.600098	7029.390137	23170800	7029.390137	0.00331425233166
2010-12-14	7024.790039	7032.649902	7011.140137	7027.399902	23583600	7027.399902	-0.000283130536393
2010-12-15	7007.490234	7029.740234	6964.129883	7016.370117	31593300	7016.370117	-0.00156953996554
2010-12-16	7012.990234	7033.029785	6991.689941	7024.399902	25254100	7024.399902	0.00114443577891
2010-12-17	7042.830078	7043.149902	6980.180176	6982.450195	76014900	6982.450195	-0.00597199868818
2010-12-20	7000.379883	7068.560059	6992.669922	7018.600098	25113400	7018.600098	0.00517725182285
2010-12-21	7045.25	7087.839844	7042.97998	7077.990234	22804500	7077.990234	0.00846182075781
2010-12-22	7079.220215	7084.100098	7067.709961	7067.919922	18508800	7067.919922	-0.00142276432533
2010-12-23	7083.080078	7083.080078	7042.580078	7057.689941	14089000	7057.689941	-0.00144738213122
2010-12-27	7055.319824	7056.339844	6943.049805	6970.72998	15536800	6970.72998	-0.0123213065078
2010-12-28	6984.850098	6990.810059	6957.649902	6972.100098	11623400	6972.100098	0.000196553015815
2010-12-29	6989.540039	7008.310059	6981.790039	6995.470215	12671600	6995.470215	0.00335194800297
2010-12-30	6996.560059	7008.120117	6897.220215	6914.189941	14052700	6914.189941	-0.0116189865015
2010-12-31	6914.189941	6914.189941	6914.189941	6914.189941	0	6914.189941	0.0
2011-01-03	6973.390137	7026.620117	6969.830078	6989.740234	20366700	6989.740234	0.0109268466219
2011-01-04	6979.680176	7025.859863	6952.02002	6975.350098	28821900	6975.350098	-0.00205875118649
2011-01-05	6966.080078	6967.240234	6842.899902	6939.819824	42598700	6939.819824	-0.00509369042425
2011-01-06	6949.47998	7047.589844	6949.069824	6981.390137	30272800	6981.390137	0.00599011416064
2011-01-07	6991.549805	7010.890137	6939.879883	6947.839844	29836200	6947.839844	-0.00480567513656
2011-01-10	6920.359863	6941.390137	6835.740234	6857.060059	28413200	6857.060059	-0.0130659006307
2011-01-11	6879.390137	6951.189941	6860.52002	6941.569824	36660200	6941.569824	0.012324489544
2011-01-12	6958.839844	7070.399902	6958.5	7068.779785	38486700	7068.779785	0.018325820272
2011-01-13	7075.540039	7084.069824	7036.089844	7075.109863	44048700	7075.109863	0.000895497977378
2011-01-14	7055.419922	7083.02002	7015.350098	7075.700195	42432900	7075.700195	8.34378562922e-05
2011-01-17	7072.75	7087.430176	7055.830078	7078.060059	24861600	7078.060059	0.00033351667467
2011-01-18	7100.47998	7156.25	7099.120117	7143.450195	37225200	7143.450195	0.00923842627145
2011-01-19	7163.370117	7165.0	7077.22998	7082.759766	36740100	7082.759766	-0.00849595466382
2011-01-20	7074.890137	7084.240234	7008.620117	7024.27002	48538600	7024.27002	-0.00825804459453
2011-01-21	7047.700195	7122.890137	7023.689941	7062.419922	64352000	7062.419922	0.00543115539286
2011-01-24	7080.779785	7089.620117	7000.410156	7067.77002	49538600	7067.77002	0.000757544589403
2011-01-25	7096.839844	7102.080078	7043.640137	7059.009766	51252800	7059.009766	-0.00123946506115
2011-01-26	7092.890137	7160.859863	7087.25	7127.350098	38158300	7127.350098	0.00968129160682
2011-01-27	7120.640137	7180.149902	7114.350098	7155.580078	38526300	7155.580078	0.00396079603385
2011-01-28	7155.470215	7177.22998	7102.799805	7102.799805	34172300	7102.799805	-0.00737609983044
2011-01-31	7094.560059	7107.370117	7033.089844	7077.47998	31186300	7077.47998	-0.00356476680959
2011-02-01	7133.339844	7190.75	7105.310059	7184.27002	38952900	7184.27002	0.0150887095833
2011-02-02	7202.620117	7222.129883	7160.359863	7183.669922	40675400	7183.669922	-8.35294328205e-05
2011-02-03	7175.75	7198.97998	7144.080078	7193.680176	34878500	7193.680176	0.00139347354607
