Date	Open_GDAXI	High_GDAXI	Low_GDAXI	Close_GDAXI	Volume_GDAXI	AdjClose_GDAXI	Return_GDAXI
2010-01-04	5975.52002	6048.299805	5974.430176	6048.299805	24260800	6048.299805	
2010-01-05	6043.939941	6058.02002	6015.669922	6031.859863	27329600	6031.859863	-0.00271810963908
2010-01-06	6032.390137	6047.569824	5997.089844	6034.330078	24605300	6034.330078	0.000409527916116
2010-01-07	6016.799805	6037.569824	5961.25	6019.359863	30059600	6019.359863	-0.00248084125437
2010-01-08	6028.620117	6053.040039	5972.240234	6037.609863	31735200	6037.609863	0.00303188385732
2010-01-11	6057.930176	6094.259766	6031.140137	6040.5	27162500	6040.5	0.000478688929159
2010-01-12	6039.390137	6055.560059	5924.720215	5943.0	35242500	5943.0	-0.0161410479265
2010-01-13	5937.169922	5974.439941	5925.240234	5963.140137	30161300	5963.140137	0.00338888389702
2010-01-14	5999.080078	6009.910156	5951.689941	5988.879883	33479000	5988.879883	0.00431647511355
2010-01-15	5996.560059	6025.359863	5866.839844	5875.970215	46886700	5875.970215	-0.0188532196681
2010-01-18	5897.629883	5922.930176	5877.649902	5918.549805	20918000	5918.549805	0.00724639309629
2010-01-19	5905.330078	5988.799805	5849.669922	5976.47998	29504500	5976.47998	0.0097879002304
2010-01-20	5963.709961	5972.77002	5832.089844	5851.529785	32339400	5851.529785	-0.0209069879625
2010-01-21	5878.240234	5908.850098	5742.450195	5746.970215	39063300	5746.970215	-0.0178687580585
2010-01-22	5735.680176	5740.870117	5639.490234	5695.319824	47739600	5695.319824	-0.00898741233514
2010-01-25	5662.850098	5693.859863	5624.580078	5631.370117	33562000	5631.370117	-0.0112284663507
2010-01-26	5593.939941	5675.959961	5574.459961	5668.930176	42243000	5668.930176	0.00666979051627
2010-01-27	5643.52002	5673.72998	5589.009766	5643.200195	38209400	5643.200195	-0.00453877190249
2010-01-28	5687.100098	5718.810059	5540.330078	5540.330078	44525700	5540.330078	-0.0182290390993
2010-01-29	5566.029785	5657.870117	5556.189941	5608.790039	41892900	5608.790039	0.012356657462
2010-02-01	5587.5	5674.209961	5567.720215	5654.47998	30622000	5654.47998	0.00814613146192
2010-02-02	5664.25	5723.200195	5624.609863	5709.660156	31530300	5709.660156	0.00975866502228
2010-02-03	5715.160156	5733.709961	5656.899902	5672.089844	35285100	5672.089844	-0.00658013103644
2010-02-04	5671.169922	5696.939941	5522.569824	5533.240234	43787300	5533.240234	-0.0244794447582
2010-02-05	5515.689941	5527.0	5433.02002	5434.339844	56173500	5434.339844	-0.0178738651888
2010-02-08	5476.470215	5505.060059	5434.399902	5484.850098	34475500	5484.850098	0.0092946439586
2010-02-09	5485.310059	5537.970215	5461.509766	5498.259766	34406000	5498.259766	0.00244485587763
2010-02-10	5533.709961	5592.27002	5505.370117	5536.370117	33831200	5536.370117	0.00693134784858
2010-02-11	5562.830078	5580.77002	5454.069824	5503.930176	32636900	5503.930176	-0.00585942419211
2010-02-12	5550.450195	5565.430176	5460.049805	5500.390137	30096300	5500.390137	-0.000643183849867
2010-02-15	5525.740234	5547.140137	5502.490234	5511.100098	14732800	5511.100098	0.00194712751882
2010-02-16	5573.069824	5592.120117	5498.069824	5592.120117	27671800	5592.120117	0.0147012425032
2010-02-17	5640.169922	5682.359863	5634.97998	5648.339844	32105200	5648.339844	0.0100533833007
2010-02-18	5645.629883	5691.600098	5626.080078	5680.410156	34666100	5680.410156	0.00567782974923
2010-02-19	5627.259766	5729.580078	5626.569824	5722.049805	37978900	5722.049805	0.00733039478778
2010-02-22	5741.0	5743.890137	5683.609863	5688.439941	23709800	5688.439941	-0.00587374544881
2010-02-23	5715.629883	5732.140137	5584.470215	5604.069824	33399600	5604.069824	-0.0148318551088
2010-02-24	5622.310059	5639.709961	5572.25	5615.509766	30482300	5615.509766	0.00204136321625
2010-02-25	5562.700195	5655.75	5518.27002	5532.330078	38160100	5532.330078	-0.0148124910233
2010-02-26	5588.990234	5605.100098	5530.189941	5598.459961	32942100	5598.459961	0.0119533509512
2010-03-01	5652.850098	5717.720215	5641.180176	5713.509766	28803000	5713.509766	0.0205502595002
2010-03-02	5728.279785	5780.140137	5709.740234	5776.560059	28856200	5776.560059	0.0110352997688
2010-03-03	5759.220215	5828.799805	5750.299805	5817.879883	29965900	5817.879883	0.00715301556254
2010-03-04	5773.859863	5823.109863	5767.649902	5795.319824	27443200	5795.319824	-0.00387771137488
2010-03-05	5816.189941	5880.25	5808.359863	5877.359863	31100200	5877.359863	0.0141562573752
2010-03-08	5891.740234	5894.189941	5865.439941	5875.910156	25009000	5875.910156	-0.00024665956038
2010-03-09	5872.569824	5900.160156	5838.169922	5885.890137	24946200	5885.890137	0.00169845704496
2010-03-10	5882.759766	5951.930176	5874.75	5936.720215	27233400	5936.720215	0.00863592028001
2010-03-11	5913.169922	5954.549805	5906.839844	5928.629883	26188100	5928.629883	-0.00136276120602
2010-03-12	5944.569824	5989.879883	5934.149902	5945.109863	32115200	5945.109863	0.00277972825513
2010-03-15	5933.629883	5953.189941	5898.220215	5903.560059	22773300	5903.560059	-0.00698890431926
2010-03-16	5935.189941	5991.109863	5930.339844	5970.990234	26636800	5970.990234	0.0114219512169
2010-03-17	5999.310059	6035.950195	5991.209961	6024.279785	33973300	6024.279785	0.00892474261582
2010-03-18	6005.290039	6039.390137	5995.680176	6012.310059	29637800	6012.310059	-0.00198691402577
2010-03-19	6031.72998	6041.950195	5956.649902	5982.430176	90135600	5982.430176	-0.00496978411073
2010-03-22	5960.850098	5987.5	5910.850098	5987.5	28205900	5987.5	0.000847452264523
2010-03-23	5987.089844	6030.939941	5981.350098	6017.27002	29921800	6017.27002	0.00497202839248
2010-03-24	6038.0	6044.640137	5964.759766	6039.0	33523800	6039.0	0.00361126888569
2010-03-25	6043.839844	6139.5	6038.049805	6132.950195	36091500	6132.950195	0.015557243749
2010-03-26	6125.870117	6135.950195	6105.669922	6120.049805	34200900	6120.049805	-0.00210345585564
2010-03-29	6150.169922	6172.850098	6128.209961	6156.850098	25749600	6156.850098	0.00601307083644
2010-03-30	6187.640137	6203.5	6135.509766	6142.450195	31262900	6142.450195	-0.00233884255273
2010-03-31	6139.399902	6162.180176	6108.22998	6153.549805	34364600	6153.549805	0.00180703296692
2010-04-01	6189.379883	6238.569824	6186.589844	6235.560059	29546500	6235.560059	0.013327308074
2010-04-05	6235.560059	6235.560059	6235.560059	6235.560059	0	6235.560059	0.0
2010-04-06	6250.009766	6265.319824	6214.180176	6252.209961	29445700	6252.209961	0.00267015341725
2010-04-07	6248.370117	6256.399902	6208.52002	6222.410156	28689600	6222.410156	-0.00476628347191
2010-04-08	6199.939941	6207.140137	6138.02002	6171.830078	30684300	6171.830078	-0.00812869559092
2010-04-09	6226.259766	6254.490234	6216.600098	6249.700195	30543800	6249.700195	0.0126170221824
2010-04-12	6283.810059	6285.029785	6223.779785	6250.689941	24311600	6250.689941	0.000158366956673
2010-04-13	6236.279785	6251.459961	6199.709961	6230.830078	28970000	6230.830078	-0.00317722734409
2010-04-14	6269.47998	6305.149902	6249.919922	6278.399902	33812600	6278.399902	0.00763458855474
2010-04-15	6286.629883	6310.759766	6249.740234	6291.450195	31402600	6291.450195	0.00207860174626
2010-04-16	6264.649902	6305.399902	6162.839844	6180.899902	80519400	6180.899902	-0.0175715120638
2010-04-19	6158.600098	6190.859863	6140.379883	6162.439941	38311800	6162.439941	-0.0029866138091
2010-04-20	6193.5	6267.540039	6172.569824	6264.22998	42345100	6264.22998	0.0165178143681
2010-04-21	6280.540039	6281.379883	6229.180176	6230.379883	46312400	6230.379883	-0.00540371236498
2010-04-22	6229.22998	6286.359863	6141.069824	6168.720215	61398300	6168.720215	-0.00989661451756
2010-04-23	6192.620117	6287.540039	6170.390137	6259.529785	42665300	6259.529785	0.0147209740165
2010-04-26	6317.129883	6341.52002	6299.580078	6332.100098	35338000	6332.100098	0.0115935725993
2010-04-27	6332.399902	6333.0	6159.509766	6159.509766	56206000	6159.509766	-0.0272564124586
2010-04-28	6141.009766	6159.02002	6024.009766	6084.339844	77665900	6084.339844	-0.0122038806424
2010-04-29	6110.560059	6159.410156	6073.370117	6144.910156	64846600	6144.910156	0.0099551165045
2010-04-30	6155.569824	6205.720215	6085.620117	6135.700195	68821500	6135.700195	-0.00149879506229
2010-05-03	6122.759766	6190.069824	6089.930176	6166.919922	30275500	6166.919922	0.00508820933354
2010-05-04	6176.240234	6197.0	5995.430176	6006.859863	62448200	6006.859863	-0.0259546193277
2010-05-05	6021.060059	6031.089844	5929.350098	5958.450195	73549600	5958.450195	-0.00805906398752
2010-05-06	5919.939941	6009.47998	5884.390137	5908.259766	79638100	5908.259766	-0.00842340329405
2010-05-07	5790.669922	5905.350098	5655.180176	5715.089844	89479600	5715.089844	-0.032694893192
2010-05-10	5814.410156	6017.910156	5805.97998	6017.910156	81524900	6017.910156	0.0529860982532
2010-05-11	5922.029785	6042.109863	5918.140137	6037.709961	46839700	6037.709961	0.00329014632767
2010-05-12	6026.060059	6217.240234	6006.310059	6183.490234	53109300	6183.490234	0.0241449612422
2010-05-13	6240.669922	6276.799805	6196.890137	6251.970215	34774900	6251.970215	0.0110746485251
2010-05-14	6226.490234	6233.709961	6014.779785	6056.709961	50055800	6056.709961	-0.0312317953037
2010-05-17	6029.910156	6151.540039	6026.319824	6066.919922	40514200	6066.919922	0.00168572724561
2010-05-18	6144.080078	6181.259766	6113.870117	6155.930176	34243400	6155.930176	0.0146714074266
2010-05-19	6091.850098	6124.810059	5972.169922	5988.669922	51424000	5988.669922	-0.0271705898569
2010-05-20	6023.109863	6043.839844	5780.72998	5867.879883	57232900	5867.879883	-0.0201697606603
2010-05-21	5835.220215	5872.649902	5689.180176	5829.25	122848200	5829.25	-0.00658327773749
2010-05-24	5858.450195	5872.069824	5733.569824	5805.680176	24457800	5805.680176	-0.00404337161727
2010-05-25	5659.589844	5690.25	5607.680176	5670.040039	48243900	5670.040039	-0.0233633498381
2010-05-26	5735.459961	5828.370117	5721.02002	5758.02002	46121000	5758.02002	0.0155166419275
2010-05-27	5802.640137	5952.209961	5802.359863	5937.140137	56115700	5937.140137	0.0311079357796
2010-05-28	5962.839844	5980.779785	5927.310059	5946.180176	30768600	5946.180176	0.00152262516825
2010-05-31	5933.580078	5993.939941	5931.200195	5964.330078	12898800	5964.330078	0.00305236327571
2010-06-01	5943.939941	6012.040039	5833.609863	5981.27002	32624200	5981.27002	0.00284020867029
2010-06-02	5923.47998	5992.209961	5869.350098	5981.200195	27324700	5981.200195	-1.1673942117e-05
2010-06-03	6075.680176	6101.830078	6046.379883	6054.629883	27857500	6054.629883	0.0122767480783
2010-06-04	6081.470215	6114.580078	5912.899902	5938.879883	36808500	5938.879883	-0.0191176012798
2010-06-07	5876.47998	5954.470215	5851.930176	5904.950195	32367400	5904.950195	-0.00571314602559
2010-06-08	5916.859863	5922.950195	5798.759766	5868.549805	47791900	5868.549805	-0.00616438560834
2010-06-09	5895.939941	5993.930176	5832.970215	5984.75	33300400	5984.75	0.0198004956695
2010-06-10	5959.109863	6089.430176	5925.060059	6056.589844	36840800	6056.589844	0.012003817035
2010-06-11	6082.899902	6084.700195	5983.27002	6047.830078	35919300	6047.830078	-0.00144631983106
2010-06-14	6113.459961	6137.25	6093.379883	6125.0	28207400	6125.0	0.0127599355479
2010-06-15	6089.319824	6194.25	6089.319824	6175.049805	29784300	6175.049805	0.00817139673469
2010-06-16	6203.009766	6207.299805	6143.180176	6190.910156	32408100	6190.910156	0.00256845717862
2010-06-17	6181.77002	6241.359863	6164.990234	6223.540039	31423100	6223.540039	0.00527061161894
2010-06-18	6223.879883	6256.549805	6189.709961	6216.97998	106356600	6216.97998	-0.00105407195244
2010-06-21	6320.410156	6330.810059	6263.410156	6292.970215	26997700	6292.970215	0.0122230142681
2010-06-22	6254.859863	6295.580078	6216.390137	6269.040039	25040800	6269.040039	-0.00380268381741
2010-06-23	6219.200195	6271.850098	6178.839844	6204.52002	26377700	6204.52002	-0.0102918498843
2010-06-24	6232.379883	6235.47998	6097.009766	6115.47998	30445200	6115.47998	-0.0143508345066
2010-06-25	6116.22998	6149.870117	6039.560059	6070.600098	28816200	6070.600098	-0.00733873418714
2010-06-28	6097.370117	6168.990234	6059.830078	6157.220215	22344600	6157.220215	0.0142687898398
2010-06-29	6061.680176	6068.819824	5935.350098	5952.029785	33993600	5952.029785	-0.0333251731845
2010-06-30	5972.259766	6001.029785	5938.200195	5965.52002	29491100	5965.52002	0.0022664931943
2010-07-01	5885.609863	5953.839844	5827.25	5857.430176	37447100	5857.430176	-0.0181190983582
2010-07-02	5885.220215	5941.220215	5833.120117	5834.149902	27871200	5834.149902	-0.00397448596065
2010-07-05	5853.75	5861.049805	5809.370117	5816.200195	15694000	5816.200195	-0.00307666194759
2010-07-06	5847.470215	5995.640137	5842.069824	5940.97998	28958800	5940.97998	0.0214538325395
2010-07-07	5896.180176	5997.819824	5848.660156	5992.859863	31101600	5992.859863	0.00873254634331
2010-07-08	6025.859863	6057.52002	6006.680176	6035.660156	30229900	6035.660156	0.00714188116833
2010-07-09	6070.470215	6078.560059	6039.310059	6065.240234	21628200	6065.240234	0.00490088527774
2010-07-12	6079.950195	6119.700195	6061.839844	6077.189941	18200900	6077.189941	0.00197019516771
2010-07-13	6078.339844	6200.819824	6076.140137	6191.129883	31375300	6191.129883	0.0187487873682
2010-07-14	6215.22998	6226.540039	6161.129883	6209.759766	26012000	6209.759766	0.00300912488545
2010-07-15	6187.779785	6248.069824	6127.359863	6149.359863	29997400	6149.359863	-0.00972660864124
2010-07-16	6165.509766	6205.439941	6018.640137	6040.27002	45476800	6040.27002	-0.017740032366
2010-07-19	6034.870117	6083.120117	5993.549805	6009.109863	22770200	6009.109863	-0.00515873576791
2010-07-20	6039.160156	6052.509766	5906.040039	5967.490234	25462800	5967.490234	-0.00692608887986
2010-07-21	6011.720215	6060.490234	5976.919922	5990.379883	22813700	5990.379883	0.00383572458478
2010-07-22	5971.089844	6148.129883	5961.859863	6142.149902	30219900	6142.149902	0.025335625113
2010-07-23	6125.259766	6190.240234	6112.5	6166.339844	25071000	6166.339844	0.00393835096602
2010-07-26	6201.02002	6201.140137	6131.910156	6194.209961	19436700	6194.209961	0.00451971796967
2010-07-27	6211.100098	6253.640137	6189.959961	6207.310059	40151400	6207.310059	0.00211489408375
2010-07-28	6238.709961	6249.160156	6147.569824	6178.939941	28763900	6178.939941	-0.00457043674802
2010-07-29	6202.779785	6243.419922	6124.450195	6134.700195	32422600	6134.700195	-0.00715976306979
2010-07-30	6123.410156	6184.540039	6059.189941	6147.970215	30874800	6147.970215	0.00216310815169
2010-08-02	6187.640137	6304.259766	6182.680176	6292.129883	30825200	6292.129883	0.0234483354601
2010-08-03	6279.950195	6310.319824	6265.609863	6307.910156	28444300	6307.910156	0.00250793821702
2010-08-04	6287.649902	6361.669922	6264.279785	6331.330078	29295200	6331.330078	0.00371278623519
2010-08-05	6332.819824	6382.560059	6321.379883	6333.580078	33586300	6333.580078	0.00035537556442
2010-08-06	6361.089844	6386.970215	6244.689941	6259.629883	36121700	6259.629883	-0.0116758916899
2010-08-09	6326.620117	6356.410156	6318.120117	6351.600098	21595500	6351.600098	0.0146925963226
2010-08-10	6315.870117	6333.25	6247.620117	6286.25	24146100	6286.25	-0.0102887614131
2010-08-11	6234.600098	6236.569824	6143.580078	6154.069824	30207000	6154.069824	-0.0210268723007
2010-08-12	6141.899902	6173.419922	6097.720215	6135.169922	30582400	6135.169922	-0.00307112245076
2010-08-13	6163.109863	6168.709961	6068.819824	6110.410156	27177100	6110.410156	-0.00403570990124
2010-08-16	6132.779785	6156.569824	6062.290039	6110.569824	20988900	6110.569824	2.61304881217e-05
2010-08-17	6125.319824	6215.350098	6123.790039	6206.399902	26084800	6206.399902	0.0156826745721
2010-08-18	6183.120117	6216.549805	6155.509766	6186.310059	22856200	6186.310059	-0.00323695593536
2010-08-19	6216.330078	6229.459961	6070.830078	6075.129883	30652900	6075.129883	-0.0179719695488
2010-08-20	6079.910156	6097.350098	5999.629883	6005.160156	33860400	6005.160156	-0.0115174042938
2010-08-23	6017.189941	6055.22998	5995.370117	6010.910156	19657100	6010.910156	0.000957509849967
2010-08-24	5962.870117	5975.830078	5869.299805	5935.439941	26305300	5935.439941	-0.0125555386857
2010-08-25	5925.47998	5954.959961	5837.899902	5899.5	29686600	5899.5	-0.00605514357103
2010-08-26	5937.27002	5948.910156	5896.52002	5912.580078	23078700	5912.580078	0.00221715026697
2010-08-27	5899.990234	5957.319824	5845.490234	5951.169922	26027900	5951.169922	0.00652673511241
2010-08-30	5973.47998	5978.189941	5889.839844	5912.410156	13770700	5912.410156	-0.0065129657711
2010-08-31	5846.029785	5925.810059	5833.509766	5925.220215	28331400	5925.220215	0.00216663909675
2010-09-01	5936.939941	6087.939941	5876.430176	6083.899902	34019300	6083.899902	0.0267803864232
2010-09-02	6071.560059	6104.089844	6052.549805	6083.850098	27498300	6083.850098	-8.18619648624e-06
2010-09-03	6091.660156	6178.009766	6088.259766	6134.620117	28219900	6134.620117	0.00834504765604
2010-09-06	6156.290039	6164.930176	6140.97998	6155.040039	17930500	6155.040039	0.0033286367551
2010-09-07	6136.919922	6138.930176	6083.200195	6117.890137	20940300	6117.890137	-0.00603568811326
2010-09-08	6099.330078	6180.379883	6062.649902	6164.439941	27335100	6164.439941	0.00760880024937
2010-09-09	6141.839844	6233.069824	6133.990234	6221.52002	28191500	6221.52002	0.00925957257209
2010-09-10	6186.220215	6224.649902	6182.560059	6214.77002	29874500	6214.77002	-0.00108494386875
2010-09-13	6258.509766	6290.870117	6231.52002	6261.680176	28716900	6261.680176	0.00754817247445
2010-09-14	6261.779785	6287.779785	6231.379883	6275.410156	31979400	6275.410156	0.00219269902232
2010-09-15	6282.52002	6288.200195	6227.200195	6261.870117	27933900	6261.870117	-0.00215763410891
2010-09-16	6255.140137	6281.100098	6233.970215	6249.649902	29403500	6249.649902	-0.00195152802145
2010-09-17	6297.930176	6321.200195	6185.740234	6209.759766	83782200	6209.759766	-0.00638277929572
2010-09-20	6231.279785	6301.629883	6219.850098	6294.580078	28489200	6294.580078	0.0136591937847
2010-09-21	6281.069824	6339.970215	6275.97998	6275.97998	36518100	6275.97998	-0.00295493865667
2010-09-22	6286.330078	6297.399902	6192.430176	6208.330078	38750300	6208.330078	-0.0107791774696
2010-09-23	6252.310059	6263.740234	6129.439941	6184.709961	32363100	6184.709961	-0.00380458459896
2010-09-24	6173.890137	6310.279785	6146.419922	6298.299805	36674600	6298.299805	0.0183662362045
2010-09-27	6307.870117	6324.089844	6272.169922	6278.890137	28926800	6278.890137	-0.00308173135623
2010-09-28	6258.200195	6311.919922	6197.959961	6276.089844	34090000	6276.089844	-0.000445985347553
2010-09-29	6296.279785	6326.339844	6223.140137	6246.919922	34768700	6246.919922	-0.00464778591847
2010-09-30	6214.02002	6339.359863	6204.689941	6229.02002	38524700	6229.02002	-0.00286539642312
2010-10-01	6244.060059	6293.089844	6187.220215	6211.339844	40205100	6211.339844	-0.00283835594415
2010-10-04	6205.0	6210.25	6128.540039	6134.209961	28583000	6134.209961	-0.0124175918461
2010-10-05	6132.120117	6233.450195	6115.870117	6215.830078	33121300	6215.830078	0.0133057260053
2010-10-06	6248.810059	6289.560059	6242.52002	6270.72998	35882100	6270.72998	0.00883227200729
2010-10-07	6278.609863	6321.790039	6233.140137	6276.25	30503800	6276.25	0.000880283478575
2010-10-08	6269.47998	6295.089844	6239.430176	6291.669922	30996700	6291.669922	0.00245686867158
2010-10-11	6308.430176	6325.310059	6289.359863	6309.509766	20361900	6309.509766	0.00283547042696
2010-10-12	6257.029785	6316.77002	6228.390137	6304.569824	29308300	6304.569824	-0.000782935946406
2010-10-13	6339.759766	6456.27002	6335.220215	6434.52002	39405000	6434.52002	0.0206120638882
2010-10-14	6446.319824	6485.709961	6445.319824	6455.27002	31846200	6455.27002	0.00322479375859
2010-10-15	6478.0	6512.779785	6438.779785	6492.299805	48250000	6492.299805	0.00573636499872
2010-10-18	6465.830078	6533.830078	6462.589844	6516.629883	25772600	6516.629883	0.00374752841532
2010-10-19	6508.359863	6544.790039	6472.180176	6490.689941	29970200	6490.689941	-0.00398057622816
2010-10-20	6470.299805	6527.850098	6461.47998	6524.549805	26325000	6524.549805	0.00521668178696
2010-10-21	6514.990234	6621.839844	6504.660156	6611.009766	30509500	6611.009766	0.013251483027
2010-10-22	6594.899902	6623.939941	6586.399902	6605.839844	24196400	6605.839844	-0.000782016996343
2010-10-25	6645.450195	6668.540039	6625.830078	6639.209961	23578000	6639.209961	0.00505160854457
2010-10-26	6634.240234	6645.700195	6580.279785	6613.799805	31144200	6613.799805	-0.00382728610019
2010-10-27	6591.240234	6629.129883	6553.25	6568.0	37387200	6568.0	-0.00692488529293
2010-10-28	6600.279785	6644.609863	6576.02002	6595.279785	34311700	6595.279785	0.0041534386419
2010-10-29	6585.970215	6630.97998	6569.25	6601.370117	33007700	6601.370117	0.000923438003927
2010-11-01	6637.089844	6670.899902	6586.009766	6604.859863	25403100	6604.859863	0.000528639651792
2010-11-02	6600.410156	6668.930176	6597.459961	6654.310059	24046400	6654.310059	0.00748694098372
2010-11-03	6666.069824	6682.910156	6604.75	6617.799805	27328100	6617.799805	-0.0054867076641
2010-11-04	6677.779785	6757.290039	6676.419922	6734.689941	39901300	6734.689941	0.017662990638
2010-11-05	6743.560059	6775.169922	6712.470215	6754.200195	35627200	6754.200195	0.00289697880243
2010-11-08	6746.439941	6759.410156	6728.350098	6750.5	25373400	6750.5	-0.000547836145387
2010-11-09	6742.049805	6810.859863	6736.629883	6787.810059	32465800	6787.810059	0.00552700674024
2010-11-10	6759.589844	6783.689941	6684.220215	6719.839844	41237200	6719.839844	-0.0100135705639
2010-11-11	6747.799805	6750.390137	6700.470215	6723.410156	34122100	6723.410156	0.000531309091122
2010-11-12	6650.919922	6758.589844	6617.970215	6734.609863	37468500	6734.609863	0.00166577774375
2010-11-15	6705.129883	6812.959961	6679.689941	6790.169922	34458600	6790.169922	0.00824992985937
2010-11-16	6751.129883	6772.009766	6663.149902	6663.240234	33355900	6663.240234	-0.0186931534053
2010-11-17	6658.990234	6705.189941	6653.569824	6700.069824	24864000	6700.069824	0.00552727932757
2010-11-18	6765.700195	6835.540039	6754.399902	6832.109863	29329200	6832.109863	0.0197072631284
