Date	Open_TATASTEEL.NS	High_TATASTEEL.NS	Low_TATASTEEL.NS	Close_TATASTEEL.NS	Volume_TATASTEEL.NS	AdjClose_TATASTEEL.NS	Return_TATASTEEL.NS
2010-03-05	620.0	627.5	616.0	618.1	4629600	534.6532	0.000890527961211
2010-03-08	623.65	628.0	616.75	621.75	4379700	537.8105	0.00590532330116
2010-03-09	620.0	622.35	611.0	614.7	3760400	531.7123	-0.0113389381576
2010-03-10	616.05	619.7	602.5	612.2	3534700	529.5498	-0.00406704904137
2010-03-11	612.0	615.0	602.4	608.3	3344000	526.1763	-0.00637050566349
2010-03-12	610.0	613.9	603.65	607.55	4003400	525.5276	-0.00123285674402
2010-03-15	605.2	616.9	604.15	610.05	3397800	527.69	0.00411472204314
2010-03-16	610.9	631.0	608.25	627.2	4462500	542.5247	0.0281125281889
2010-03-17	536.0	643.5	536.0	632.1	5722400	546.7632	0.00781254752088
2010-03-18	635.0	641.65	630.1	639.2	4070400	552.9047	0.0112324677301
2010-03-19	640.5	645.5	636.35	644.25	3444500	557.2729	0.00790045734826
2010-03-22	636.15	643.7	626.65	629.05	3846600	544.1249	-0.0235934674017
2010-03-23	632.0	640.25	628.6	637.95	3779800	551.8234	0.0141484060002
2010-03-25	637.0	640.9	624.55	638.2	4284200	552.0397	0.000391973229116
2010-03-26	640.0	650.0	636.3	644.1	3672800	557.1431	0.00924462497896
2010-03-29	639.8	650.85	636.4	643.55	2553900	556.6674	-0.000853820140642
2010-03-30	645.0	650.0	632.1	634.75	3017300	549.0554	-0.013674233483
2010-03-31	635.0	639.6	626.1	632.05	3943700	546.7199	-0.00425366911973
2010-04-01	636.0	654.0	635.2	652.2	4256000	564.1496	0.0318804931008
2010-04-05	655.2	679.8	655.2	678.5	6019700	586.8989	0.0403249421785
2010-04-06	681.5	694.9	673.0	687.6	5850800	594.7704	0.0134120203667
2010-04-07	690.0	692.8	677.5	685.65	3908500	593.0837	-0.00283588423365
2010-04-08	680.0	739.0	668.2	671.25	3890600	580.6277	-0.0210020946453
2010-04-09	674.0	686.0	671.2	676.2	3158000	584.9095	0.0073744328767
2010-04-12	678.0	688.4	670.5	684.25	4104600	591.8727	0.0119047476575
2010-04-13	682.45	693.5	675.55	691.95	5211600	598.5331	0.0112530954714
2010-04-15	695.9	701.3	678.1	686.1	5249700	593.4729	-0.0084543361094
2010-04-16	684.0	698.3	676.0	695.7	4318100	601.7769	0.0139922143033
2010-04-19	682.7	688.0	662.45	669.8	6370300	579.3735	-0.0372287470656
2010-04-20	673.0	685.0	665.5	670.85	4387400	580.2817	0.00156755529896
2010-04-21	673.1	679.8	665.7	668.85	3137400	578.5517	-0.00298131062896
2010-04-22	665.1	673.45	649.7	655.3	6551400	566.8311	-0.0202585179509
2010-04-23	656.0	662.7	643.05	648.35	6395000	560.8193	-0.0106059812173
2010-04-26	650.0	664.7	650.0	656.85	4236600	568.1718	0.0131102834728
2010-04-27	655.1	657.7	646.35	647.5	3649400	560.0841	-0.0142346029845
2010-04-28	644.0	644.0	622.35	624.35	5097500	540.0595	-0.0357528449745
2010-04-29	628.0	640.6	626.3	632.65	5230100	547.239	0.0132939055789
2010-04-30	640.5	644.0	615.0	618.85	7474300	535.302	-0.021813138318
2010-05-03	610.0	617.85	604.0	607.05	5477200	525.0951	-0.0190675543899
2010-05-04	607.0	629.85	572.15	577.85	8712100	499.8372	-0.048101572458
2010-05-05	570.0	577.4	555.7	573.1	11731400	495.7285	-0.00822007645689
2010-05-06	573.0	579.9	561.2	575.9	8053500	498.1505	0.00488573886714
2010-05-07	560.0	569.0	552.45	558.35	7095900	482.9698	-0.0304741237839
2010-05-10	598.9	606.0	564.0	601.45	7652000	520.2511	0.0771917830059
2010-05-11	605.0	608.8	579.0	582.05	9110700	503.4702	-0.0322553859088
2010-05-12	582.0	588.0	572.0	584.45	6387900	505.5462	0.00412338207902
2010-05-13	585.0	593.65	571.55	575.1	5536400	497.4585	-0.0159979444015
2010-05-14	574.0	574.0	545.5	547.95	8098700	473.9739	-0.0472091641815
2010-05-17	532.55	540.8	523.0	536.35	10980200	463.9399	-0.021169942058
2010-05-18	538.8	541.3	527.5	530.3	9404300	458.7067	-0.0112799093158
2010-05-19	525.0	529.5	510.35	512.5	10840300	443.3098	-0.0335658929769
2010-05-20	515.0	522.0	504.0	508.15	8859300	439.5471	-0.0084877437855
2010-05-21	497.5	513.0	487.3	509.25	12330400	440.4986	0.00216472819409
2010-05-24	516.0	524.0	495.1	501.05	6739600	433.4056	-0.0161022078163
2010-05-25	495.0	495.0	474.25	476.65	10992400	412.2997	-0.048697801782
2010-05-26	478.0	498.15	477.1	484.45	12786700	419.0467	0.0163643097485
2010-05-27	483.0	497.4	473.55	492.35	18578800	425.8802	0.0163072516739
2010-05-28	500.0	508.5	490.05	496.85	14624200	429.7727	0.00913989427074
2010-05-31	496.85	502.85	486.25	500.7	9130400	433.1029	0.00774874718659
2010-06-01	500.0	507.8	477.0	480.0	11520700	415.1975	-0.0413421383232
2010-06-02	485.0	486.9	476.4	484.3	9941500	418.917	0.00895838727353
2010-06-03	490.1	494.7	483.25	485.8	9458400	420.2144	0.00309703354125
2010-06-04	484.5	490.0	478.55	485.25	8232700	419.7387	-0.00113204116756
2010-06-07	471.0	471.0	457.5	462.15	8345400	399.7573	-0.0476043786289
2010-06-08	464.25	466.9	449.1	451.4	9002300	390.4586	-0.0232608635289
2010-06-09	453.0	466.3	450.55	463.05	11085700	400.5358	0.0258086260618
2010-06-10	468.8	473.35	457.7	471.45	7726100	407.8018	0.0181407005316
2010-06-11	475.0	478.4	470.65	473.6	6951100	409.6615	0.00456030355923
2010-06-14	476.1	486.4	475.55	484.2	5379800	418.8305	0.0223818933437
2010-06-15	484.2	493.75	480.65	491.9	6009000	425.4909	0.0159023757821
2010-06-16	495.1	498.0	483.8	485.55	6699600	419.9982	-0.0129090892426
2010-06-17	486.0	486.95	476.45	480.95	7688300	416.0192	-0.00947385012602
2010-06-18	482.6	486.4	471.2	473.75	6006500	409.7913	-0.0149702225282
2010-06-21	480.1	506.45	480.1	504.8	10355700	436.6493	0.0655406788773
2010-06-22	508.0	508.0	492.3	494.05	7213900	427.3507	-0.021295350754
2010-06-23	491.0	501.8	489.45	497.6	8072600	430.4214	0.00718543341569
2010-06-24	498.0	506.5	495.0	498.4	8992900	431.1134	0.00160772675336
2010-06-25	498.0	501.9	488.3	490.05	5992400	423.8907	-0.0167535966175
2010-06-28	490.3	501.65	490.3	500.1	4142000	432.5839	0.0205081168329
2010-06-29	499.8	500.0	480.0	481.6	6807500	416.5815	-0.0369925926508
2010-06-30	470.1	487.45	470.1	485.65	5948600	420.0847	0.00840939888113
2010-07-01	483.7	486.0	472.25	475.0	4968800	410.8725	-0.0219293870974
2010-07-02	475.1	481.0	471.15	474.95	5373600	410.8293	-0.000105142106128
2010-07-05	476.0	476.1	470.0	471.75	2536000	408.0613	-0.0067375915009
2010-07-06	473.0	481.95	468.1	480.4	5299200	415.5435	0.0183359706005
2010-07-07	484.0	484.0	473.5	474.9	7573500	410.786	-0.0114488615512
2010-07-08	484.0	488.9	478.1	484.75	5308300	419.3062	0.0207412131864
2010-07-09	488.75	497.9	486.5	495.95	6379700	428.9942	0.0231048336514
2010-07-12	495.0	506.0	491.5	497.75	7715900	437.6101	0.020083954515
2010-07-13	495.2	512.35	495.0	508.8	7772000	447.325	0.0221998989511
2010-07-14	515.0	519.5	504.0	505.9	6797900	444.7754	-0.00569965908456
2010-07-15	507.0	517.0	506.1	512.75	7499600	450.7977	0.0135400923702
2010-07-16	514.0	518.0	507.0	508.75	4081100	447.281	-0.00780106020949
2010-07-19	502.0	514.2	502.0	511.3	4053900	449.5229	0.00501228534188
2010-07-20	515.0	519.4	505.25	509.35	5124400	447.8085	-0.00381382127585
2010-07-21	518.0	532.35	511.15	530.85	11085200	466.7108	0.0422106771086
2010-07-22	530.0	542.4	522.25	540.85	10655300	475.5026	0.0188377899119
2010-07-23	541.0	548.9	533.5	535.65	6695800	470.9309	-0.00961445846984
2010-07-26	536.2	540.95	460.0	532.4	4554500	468.0736	-0.00606734448727
2010-07-27	540.0	542.0	526.2	529.85	5288000	465.8316	-0.00478984501583
2010-07-28	530.1	539.4	529.25	532.6	4876600	468.2493	0.00519007297916
2010-07-29	531.0	536.5	527.4	533.1	4028800	468.6889	0.000938816139181
2010-07-30	530.0	543.8	530.0	537.0	5611900	472.1177	0.00731572691395
2010-08-02	450.0	548.8	450.0	547.25	3862400	481.1293	0.01908761311
2010-08-03	550.0	551.25	543.2	547.0	4208800	480.9095	-0.000456841851037
2010-08-04	547.0	549.9	537.1	540.55	2497800	475.2388	-0.0117916156782
2010-08-05	544.45	547.0	537.05	538.25	2789000	473.2167	-0.00425491352979
2010-08-06	537.9	544.65	529.5	531.5	3267700	467.2823	-0.0125405548874
2010-08-09	534.0	542.0	531.15	540.1	2521600	474.8432	0.0161805829153
2010-08-10	541.0	553.3	533.65	536.35	7274600	471.5463	-0.00694313407036
2010-08-11	538.0	547.8	518.65	520.25	8385100	457.3915	-0.0300178370608
2010-08-12	518.0	531.0	507.5	519.95	12127300	457.1278	-0.000576530171636
2010-08-13	540.0	540.0	523.8	527.2	7841900	463.5018	0.0139435842668
2010-08-16	528.15	536.85	515.0	517.8	7548800	455.2375	-0.017830135719
2010-08-17	518.8	523.8	511.2	513.6	7239700	451.545	-0.00811115077295
2010-08-18	515.0	522.95	514.35	521.85	5582700	458.7982	0.0160630723405
2010-08-19	521.85	529.45	518.4	522.3	4673100	459.1938	0.000862252728978
2010-08-20	520.0	522.9	517.05	518.9	4428300	456.2047	-0.00650945200044
2010-08-23	520.0	526.8	519.65	521.55	4469900	458.5345	0.0051069180129
2010-08-24	521.55	525.9	510.4	513.75	4371800	451.6769	-0.0149554722709
