Date	Open_RELIANCE.NS	High_RELIANCE.NS	Low_RELIANCE.NS	Close_RELIANCE.NS	Volume_RELIANCE.NS	AdjClose_RELIANCE.NS	Return_RELIANCE.NS
2010-03-12	1015.0	1033.0	1014.0	1021.6	5105000	953.1159	0.00506658573683
2010-03-15	1022.0	1031.95	1013.1	1028.05	4144600	959.1336	0.00631371273945
2010-03-16	1032.0	1071.8	1029.0	1067.95	7771500	996.3588	0.0388112771777
2010-03-17	1074.8	1082.5	1065.8	1069.7	4937200	997.9914	0.00163856634779
2010-03-18	1074.0	1081.6	1064.1	1076.95	3495500	1004.7554	0.00677761351451
2010-03-19	1078.8	1096.5	1070.15	1092.05	4511700	1018.8433	0.0140212234739
2010-03-22	1062.0	1099.0	1062.0	1073.95	4678700	1001.9565	-0.0165744820622
2010-03-23	1077.95	1093.95	1076.95	1091.4	4572900	1018.2368	0.0162485097906
2010-03-24	1091.35	1091.35	1091.35	1091.35	0	1018.1901	-4.58635947944e-05
2010-03-25	1096.0	1097.0	1077.4	1091.45	5250000	1018.2834	9.16331832337e-05
2010-03-26	1097.0	1111.0	1095.15	1100.45	4131700	1026.6801	0.00824593624918
2010-03-29	1103.7	1109.95	1091.0	1093.3	4628700	1020.0095	-0.00649725264958
2010-03-30	1096.0	1105.7	1083.0	1088.15	4329000	1015.2047	-0.00471054436258
2010-03-31	1092.9	1095.0	1071.3	1074.25	4948300	1002.2365	-0.0127739755342
2010-04-01	1078.0	1098.5	1077.0	1092.05	2861800	1018.8433	0.0165697417725
2010-04-02	1089.8	1089.8	1089.8	1089.8	0	1016.7441	-0.00206037572215
2010-04-05	1096.5	1129.65	1096.5	1125.9	4551700	1050.4241	0.0331253458958
2010-04-06	1128.0	1133.0	1120.2	1123.2	2853100	1047.905	-0.00239817422315
2010-04-07	1125.0	1149.7	1123.1	1129.7	4621600	1053.9693	0.00578707039283
2010-04-08	1133.0	1136.5	1101.5	1106.55	3365500	1032.3713	-0.0204920579755
2010-04-09	1108.2	1131.0	1108.2	1124.7	3846200	1049.3045	0.0164022382257
2010-04-12	1145.0	1145.0	1122.65	1127.35	2902900	1051.7768	0.00235613208559
2010-04-13	1128.0	1134.0	1111.3	1120.9	3193600	1045.7593	-0.00572127090082
2010-04-14	1120.45	1120.45	1120.45	1120.45	0	1045.3394	-0.00040152643156
2010-04-15	1125.0	1134.9	1087.05	1090.7	5551500	1017.5837	-0.026551854833
2010-04-16	1086.1	1095.0	1071.15	1084.25	4158700	1011.5661	-0.00591361673738
2010-04-19	1079.8	1079.8	1051.0	1061.8	3746200	990.6211	-0.0207055179093
2010-04-20	1069.85	1079.75	1054.35	1063.2	3828400	991.9272	0.0013184657585
2010-04-21	1070.0	1073.7	1048.15	1054.1	4385900	983.4372	-0.00855909586913
2010-04-22	1050.5	1093.9	1050.05	1075.75	5851300	1003.6359	0.0205388813846
2010-04-23	1080.0	1096.0	1080.0	1088.2	5311100	1015.2513	0.0115733205638
2010-04-26	1080.0	1097.8	1063.5	1071.25	3806400	999.4376	-0.0155761435617
2010-04-27	1063.0	1068.0	1055.0	1061.25	3193300	990.1079	-0.00933494997587
2010-04-28	1053.95	1053.95	1012.0	1017.25	9168500	949.0575	-0.0414605317259
2010-04-29	1024.0	1039.9	1019.15	1035.05	5359600	965.6643	0.0174982021637
2010-04-30	1040.0	1047.2	1030.0	1033.6	3616400	964.3115	-0.0014009009135
2010-05-03	1026.0	1032.6	1018.1	1023.75	2865300	955.1218	-0.00952980442523
2010-05-04	1024.2	1039.0	1013.5	1021.15	3965600	952.6961	-0.00253967609157
2010-05-05	1010.0	1023.55	1003.3	1020.65	3423300	952.2296	-0.000489662968076
2010-05-06	1019.8	1023.3	1004.0	1007.85	5454700	940.2877	-0.0125409880138
2010-05-07	976.0	1060.0	976.0	1032.8	16472500	963.5652	0.0247557210415
2010-05-10	1051.0	1082.0	1040.0	1079.4	8697700	1013.9133	0.0522518870545
2010-05-11	1089.0	1089.0	1063.35	1067.8	6017500	1003.017	-0.0107467768694
2010-05-12	1076.05	1089.45	1064.05	1082.95	3496000	1017.2478	0.0141879948196
2010-05-13	1062.0	1093.4	1062.0	1071.8	2731000	1006.7744	-0.0102958197599
2010-05-14	1067.7	1071.0	1035.0	1043.65	4151400	980.3322	-0.0262642752935
2010-05-17	1034.7	1034.7	1009.0	1016.55	4711500	954.8763	-0.0259666060138
2010-05-18	1020.0	1033.45	1007.8	1020.6	3530500	958.6806	0.00398407626202
2010-05-19	1017.0	1017.75	995.1	998.65	5965400	938.0623	-0.0215069544539
2010-05-20	1001.0	1013.0	993.75	999.95	4246400	939.2834	0.00130172590882
2010-05-21	989.9	999.85	976.1	995.55	4381300	935.1504	-0.00440016293272
2010-05-24	1018.0	1048.95	1016.45	1022.65	5652000	960.6063	0.0272211828172
2010-05-25	1025.0	1025.0	982.75	985.65	5770700	925.851	-0.0361805871979
2010-05-26	994.9	1010.0	991.0	1008.05	3137600	946.892	0.0227261189975
2010-05-27	1011.0	1027.7	1001.6	1022.25	6264300	960.2305	0.0140866117783
2010-05-28	1029.95	1039.0	1014.5	1036.65	4008200	973.7569	0.0140866177444
2010-05-31	1030.15	1048.5	1028.75	1045.6	3782700	982.1638	0.00863346899005
2010-06-01	1043.3	1045.0	1004.1	1010.55	4449600	949.2403	-0.0335213942929
2010-06-02	1015.0	1021.0	1003.35	1011.05	4509500	949.71	0.000494816749773
2010-06-03	1019.9	1038.0	1019.9	1030.8	3910300	968.2618	0.0195341735898
2010-06-04	1031.0	1036.0	1022.45	1031.2	3220200	968.6375	0.000388014894319
2010-06-07	1015.0	1015.0	1000.0	1007.75	3086600	946.6102	-0.0227404988966
2010-06-08	1009.7	1012.7	995.1	996.4	3480500	935.9488	-0.0112627140506
2010-06-09	1000.2	1015.0	1000.0	1007.05	3484100	945.9527	0.0106885120212
2010-06-10	1010.0	1017.45	1007.15	1015.35	3191600	953.7491	0.00824184972462
2010-06-11	1025.0	1050.85	1021.0	1046.4	5327600	982.9154	0.0305806841653
2010-06-14	1054.9	1070.0	1049.1	1063.5	3632800	998.9779	0.0163416912585
2010-06-15	1065.2	1069.9	1050.1	1066.1	4341400	1001.4201	0.00244469872657
2010-06-16	1070.0	1072.65	1055.1	1057.95	2704800	993.7645	-0.00764474369947
2010-06-17	1063.3	1077.0	1058.3	1071.4	4811100	1006.3986	0.0127133742451
2010-06-18	1080.2	1089.8	1050.55	1054.35	8749600	990.383	-0.0159137741249
2010-06-21	1061.0	1071.7	1061.0	1065.65	2695600	1000.9975	0.0107175708791
2010-06-22	1063.0	1074.8	1056.95	1063.8	2950700	999.2597	-0.0017360682719
2010-06-23	1059.7	1067.5	1054.0	1058.7	2665000	994.469	-0.00479424918267
2010-06-24	1059.0	1065.8	1047.3	1052.05	4298500	988.2226	-0.00628114099082
2010-06-25	1050.0	1068.0	1043.0	1062.95	4646000	998.4612	0.0103606211799
2010-06-28	1074.0	1092.0	1065.15	1090.15	7194100	1024.0111	0.0255892767791
2010-06-29	1091.0	1091.0	1064.2	1067.45	3249000	1002.6882	-0.0208229188141
2010-06-30	1060.0	1093.95	1057.5	1089.85	6088900	1023.7292	0.0209845892272
2010-07-01	1084.0	1086.35	1066.5	1076.25	3042600	1010.9543	-0.0124787883358
2010-07-02	1076.0	1083.95	1065.3	1068.95	2502700	1004.0972	-0.00678279918291
2010-07-05	1070.0	1073.15	1062.7	1068.3	1462800	1003.4867	-0.000608008866074
2010-07-06	1065.5	1081.9	1065.5	1073.9	2115500	1008.7469	0.00524192298712
2010-07-07	1074.0	1074.8	1051.0	1053.55	3140400	989.6316	-0.0189495501795
2010-07-08	1060.0	1069.55	1055.25	1057.1	2737900	992.9661	0.00336943565666
2010-07-09	1063.95	1066.0	1053.55	1057.65	2965800	993.4828	0.000520360161339
2010-07-12	1060.0	1067.95	1052.05	1056.25	2871800	992.1677	-0.00132372699356
2010-07-13	1057.25	1077.75	1057.25	1074.3	3438600	1009.1227	0.0170888449604
2010-07-14	1080.0	1094.45	1067.25	1070.45	3650500	1005.5062	-0.00358380601289
2010-07-15	1071.95	1080.9	1068.1	1073.45	3172100	1008.3242	0.00280256849734
2010-07-16	1071.05	1074.0	1060.0	1062.95	2006800	998.4612	-0.00978157620337
2010-07-19	1058.1	1065.9	1053.8	1056.05	2242000	991.9799	-0.0064912887952
2010-07-20	1057.0	1065.9	1049.1	1052.95	1564600	989.0679	-0.00293554335123
2010-07-21	1058.9	1063.0	1055.65	1058.4	2245700	994.1873	0.00517598437883
2010-07-22	1058.4	1060.85	1047.6	1059.0	3629800	994.7509	0.000566895191681
2010-07-23	1063.95	1070.9	1056.8	1060.45	3152100	996.1129	0.00136918699948
2010-07-26	1063.5	1067.4	1050.25	1053.1	2083200	989.2088	-0.00693104165201
2010-07-27	1058.85	1061.15	1051.1	1053.5	2773400	989.5846	0.000379899572264
2010-07-28	1063.0	1073.65	1018.0	1021.25	12098200	959.2912	-0.0306122387111
2010-07-29	1028.5	1028.5	1008.0	1010.15	10579100	948.8646	-0.0108690666609
2010-07-30	1014.95	1020.35	1007.25	1009.65	4398400	948.395	-0.000494907281819
2010-08-02	1016.0	1021.8	1011.4	1014.55	2897700	952.9976	0.00485304119064
2010-08-03	1019.15	1030.9	1014.0	1027.75	4595400	965.3968	0.0130107358088
2010-08-04	1028.0	1031.0	1012.55	1016.05	4187200	954.4066	-0.0113841272314
