Date	Open_FCHI	High_FCHI	Low_FCHI	Close_FCHI	Volume_FCHI	AdjClose_FCHI	Return_FCHI
2010-01-04	3952.209961	4013.969971	3950.610107	4013.969971	113396000	4013.969971	
2010-01-05	4012.429932	4028.340088	3993.330078	4012.909912	129518600	4012.909912	-0.000264092409176
2010-01-06	4014.449951	4022.939941	3996.800049	4017.669922	110087000	4017.669922	0.00118617414903
2010-01-07	4005.959961	4032.23999	3983.899902	4024.800049	118430400	4024.800049	0.00177469208233
2010-01-08	4042.639893	4051.409912	4013.340088	4045.139893	131783200	4045.139893	0.00505362844175
2010-01-11	4071.399902	4088.179932	4039.330078	4043.090088	110068800	4043.090088	-0.000506732784087
2010-01-12	4044.189941	4049.47998	3980.199951	4000.050049	124775800	4000.050049	-0.0106453326696
2010-01-13	3979.939941	4007.860107	3979.149902	4000.860107	117700800	4000.860107	0.00020251196612
2010-01-14	4029.199951	4029.709961	3993.5	4015.77002	108974600	4015.77002	0.00372667691477
2010-01-15	4030.939941	4044.080078	3949.899902	3954.379883	162295200	3954.379883	-0.0152872641347
2010-01-18	3971.169922	3982.790039	3954.280029	3977.459961	86949800	3977.459961	0.00583658593329
2010-01-19	3968.72998	4019.879883	3930.909912	4009.669922	115690200	4009.669922	0.00809812325349
2010-01-20	3996.360107	4013.47998	3915.959961	3928.949951	143524600	3928.949951	-0.0201313256628
2010-01-21	3955.780029	3966.199951	3862.159912	3862.159912	112341400	3862.159912	-0.0169994629183
2010-01-22	3840.060059	3859.649902	3786.290039	3820.780029	170381000	3820.780029	-0.0107141816866
2010-01-25	3793.629883	3833.439941	3780.5	3781.850098	131374000	3781.850098	-0.0101890008596
2010-01-26	3748.030029	3807.47998	3741.360107	3807.040039	141543200	3807.040039	0.0066607454942
2010-01-27	3769.659912	3793.629883	3737.290039	3759.800049	136321600	3759.800049	-0.0124085876471
2010-01-28	3812.189941	3812.189941	3688.790039	3688.790039	168079800	3688.790039	-0.0188866453201
2010-01-29	3712.02002	3768.389893	3696.0	3739.459961	149875800	3739.459961	0.0137361903129
2010-02-01	3713.169922	3774.360107	3702.01001	3762.01001	119833200	3762.01001	0.00603029561359
2010-02-02	3766.830078	3819.070068	3737.719971	3812.129883	134752600	3812.129883	0.0133226314834
2010-02-03	3819.77002	3831.379883	3784.320068	3793.469971	124554600	3793.469971	-0.00489487834169
2010-02-04	3792.419922	3806.209961	3685.570068	3689.25	175687000	3689.25	-0.0274735194418
2010-02-05	3665.909912	3673.709961	3563.76001	3563.76001	263299600	3563.76001	-0.0340150409975
2010-02-08	3595.379883	3616.669922	3545.909912	3607.27002	169862000	3607.27002	0.0122090179692
2010-02-09	3598.659912	3633.590088	3583.540039	3612.76001	147671300	3612.76001	0.00152192377326
2010-02-10	3638.389893	3673.629883	3617.719971	3635.610107	187758600	3635.610107	0.00632483113651
2010-02-11	3659.949951	3675.639893	3581.860107	3616.75	261448600	3616.75	-0.00518760440337
2010-02-12	3647.27002	3661.040039	3579.399902	3599.070068	186454000	3599.070068	-0.00488834782609
2010-02-15	3621.409912	3641.97998	3599.629883	3609.219971	109986800	3609.219971	0.00282014598444
2010-02-16	3641.419922	3669.040039	3602.310059	3669.040039	147701400	3669.040039	0.016574237226
2010-02-17	3707.179932	3748.659912	3700.189941	3725.209961	149233400	3725.209961	0.0153091602716
2010-02-18	3719.060059	3752.050049	3711.310059	3747.830078	132533000	3747.830078	0.00607217237064
2010-02-19	3711.860107	3772.669922	3707.189941	3769.540039	137178400	3769.540039	0.00579267484069
2010-02-22	3780.679932	3781.97998	3752.879883	3756.699951	147653400	3756.699951	-0.0034062744704
2010-02-23	3780.340088	3791.560059	3696.48999	3707.060059	149071400	3707.060059	-0.0132136962354
2010-02-24	3713.439941	3727.810059	3683.810059	3715.679932	128846800	3715.679932	0.00232525852368
2010-02-25	3694.560059	3724.689941	3633.810059	3640.77002	171807600	3640.77002	-0.0201604856637
2010-02-26	3680.610107	3710.310059	3648.340088	3708.800049	151634000	3708.800049	0.0186856155776
2010-03-01	3739.560059	3771.810059	3724.840088	3769.540039	145259800	3769.540039	0.0163772619709
2010-03-02	3770.639893	3811.919922	3763.159912	3811.919922	120318200	3811.919922	0.0112427199503
2010-03-03	3799.330078	3849.72998	3787.959961	3842.52002	123313800	3842.52002	0.00802747660658
2010-03-04	3813.399902	3850.72998	3809.719971	3828.409912	148795800	3828.409912	-0.00367209745858
2010-03-05	3845.98999	3910.419922	3838.340088	3910.419922	153790200	3910.419922	0.0214214287093
2010-03-08	3924.219971	3924.219971	3901.969971	3903.540039	112178600	3903.540039	-0.00175937191842
2010-03-09	3907.72998	3919.52002	3876.090088	3910.01001	125235600	3910.01001	0.00165746244059
2010-03-10	3908.389893	3950.639893	3902.110107	3943.550049	123160400	3943.550049	0.00857799312897
2010-03-11	3921.26001	3946.149902	3909.949951	3928.949951	112501200	3928.949951	-0.00370227277924
2010-03-12	3933.969971	3956.419922	3919.070068	3927.399902	114568600	3927.399902	-0.00039451991482
2010-03-15	3921.0	3925.860107	3889.129883	3890.909912	94752800	3890.909912	-0.00929113176924
2010-03-16	3914.389893	3951.469971	3910.810059	3938.949951	108838800	3938.949951	0.0123467363898
2010-03-17	3954.300049	3967.51001	3943.169922	3957.889893	124548900	3957.889893	0.00480837335727
2010-03-18	3936.939941	3964.780029	3923.26001	3938.179932	125638800	3938.179932	-0.00497991645368
2010-03-19	3953.439941	3963.530029	3906.110107	3925.439941	184326800	3925.439941	-0.00323499464727
2010-03-22	3908.550049	3928.0	3868.02002	3928.0	119579800	3928.0	0.000652171231372
2010-03-23	3927.620117	3962.199951	3926.870117	3952.550049	111188200	3952.550049	0.00625001247454
2010-03-24	3960.27002	3966.959961	3907.850098	3949.810059	132041600	3949.810059	-0.000693220823527
2010-03-25	3951.709961	4008.699951	3950.949951	4000.47998	137603800	4000.47998	0.0128284449741
2010-03-26	3990.98999	4002.919922	3979.870117	3988.929932	105178200	3988.929932	-0.00288716555457
2010-03-29	4002.129883	4017.639893	3971.120117	4000.659912	99561400	4000.659912	0.00294063325252
2010-03-30	4018.199951	4028.639893	3978.870117	3987.409912	117886800	3987.409912	-0.00331195360052
2010-03-31	3982.149902	3998.570068	3943.030029	3974.01001	139164200	3974.01001	-0.00336055291423
2010-04-01	3996.530029	4041.580078	3989.830078	4034.22998	111669600	4034.22998	0.0151534520166
2010-04-06	4048.899902	4065.070068	4026.73999	4053.939941	113667400	4053.939941	0.00488568105877
2010-04-07	4049.25	4052.030029	4020.169922	4026.969971	115462800	4026.969971	-0.00665277986169
2010-04-08	4007.370117	4012.100098	3952.139893	3978.459961	124318400	3978.459961	-0.0120462805408
2010-04-09	4008.429932	4050.540039	4008.199951	4050.540039	104637800	4050.540039	0.0181175828603
2010-04-12	4078.379883	4082.110107	4032.040039	4050.5	106880000	4050.5	-9.88485476372e-06
2010-04-13	4038.72998	4058.100098	4020.709961	4031.98999	126779600	4031.98999	-0.0045698086656
2010-04-14	4051.649902	4074.290039	4046.610107	4057.699951	136845000	4057.699951	0.00637649425315
2010-04-15	4069.300049	4084.689941	4036.899902	4065.649902	136845000	4065.649902	0.00195922593982
2010-04-16	4044.889893	4086.0	3976.419922	3986.629883	191295400	3986.629883	-0.0194360116844
2010-04-19	3964.530029	3987.050049	3949.080078	3970.469971	0	3970.469971	-0.00405352703267
2010-04-20	3987.75	4030.040039	3970.629883	4026.649902	119539400	4026.649902	0.0141494411015
2010-04-21	4037.389893	4037.389893	3976.949951	3977.669922	138462800	3977.669922	-0.0121639529614
2010-04-22	3969.5	4007.300049	3907.429932	3924.649902	189281900	3924.649902	-0.0133294167288
2010-04-23	3921.870117	3968.5	3907.189941	3951.300049	161657800	3951.300049	0.00679045205699
2010-04-26	3995.26001	4017.530029	3978.310059	3997.389893	129533400	3997.389893	0.0116644758506
2010-04-27	3988.870117	3995.959961	3844.600098	3844.600098	164571600	3844.600098	-0.0382223898818
2010-04-28	3815.389893	3848.149902	3749.530029	3787.0	284113000	3787.0	-0.0149820778577
2010-04-29	3796.439941	3857.639893	3775.340088	3840.620117	180090900	3840.620117	0.014158995775
2010-04-30	3829.639893	3857.080078	3783.949951	3816.98999	179653200	3816.98999	-0.00615268531647
2010-05-03	3796.790039	3847.209961	3771.959961	3828.459961	100879200	3828.459961	0.0030049780141
2010-05-04	3827.050049	3836.169922	3678.889893	3689.290039	245235200	3689.290039	-0.0363514111203
2010-05-05	3688.149902	3705.080078	3613.570068	3636.030029	274467800	3636.030029	-0.014436384626
2010-05-06	3583.75	3667.889893	3541.820068	3556.110107	331062400	3556.110107	-0.0219799950393
2010-05-07	3454.600098	3538.860107	3349.959961	3392.590088	438501300	3392.590088	-0.0459828335119
2010-05-10	3605.840088	3720.290039	3461.959961	3720.290039	413011200	3720.290039	0.0965928516266
2010-05-11	3655.23999	3700.290039	3623.219971	3693.199951	222168000	3693.199951	-0.00728171398359
2010-05-12	3665.77002	3763.070068	3639.340088	3733.870117	207577300	3733.870117	0.0110121754954
2010-05-13	3774.100098	3774.100098	3702.73999	3731.540039	130644800	3731.540039	-0.00062403831065
2010-05-14	3706.77002	3711.120117	3543.73999	3560.360107	239780000	3560.360107	-0.0458738028296
2010-05-17	3526.870117	3594.939941	3515.399902	3543.550049	167306700	3543.550049	-0.00472144881271
2010-05-18	3601.379883	3640.060059	3576.27002	3617.320068	158030000	3617.320068	0.0208181112105
2010-05-19	3557.350098	3576.139893	3485.889893	3511.669922	221007000	3511.669922	-0.0292067453291
2010-05-20	3522.459961	3555.639893	3362.169922	3432.52002	279907600	3432.52002	-0.0225391063961
2010-05-21	3433.189941	3458.669922	3341.76001	3430.73999	291508000	3430.73999	-0.000518578184433
2010-05-24	3460.48999	3477.860107	3399.580078	3430.929932	134297800	3430.929932	5.53647319685e-05
2010-05-25	3326.540039	3348.639893	3287.570068	3331.290039	224325800	3331.290039	-0.0290416577939
2010-05-26	3393.439941	3449.570068	3374.780029	3408.590088	220441200	3408.590088	0.0232042386268
2010-05-27	3433.27002	3527.699951	3420.780029	3525.310059	207762200	3525.310059	0.0342428886979
2010-05-28	3553.169922	3553.169922	3501.169922	3515.060059	153896600	3515.060059	-0.00290754567072
2010-05-31	3506.300049	3528.780029	3498.070068	3507.560059	64323600	3507.560059	-0.002133676203
2010-06-01	3481.659912	3521.23999	3414.5	3503.080078	187823600	3503.080078	-0.00127723572074
2010-06-02	3471.830078	3505.72998	3432.199951	3501.5	143898400	3501.5	-0.000451053919642
2010-06-03	3572.76001	3598.379883	3549.879883	3557.340088	163039000	3557.340088	0.0159474762245
2010-06-04	3567.98999	3593.0	3443.110107	3455.610107	223099000	3455.610107	-0.0285972042266
2010-06-07	3397.169922	3455.320068	3381.72998	3413.719971	175973200	3413.719971	-0.0121223560248
2010-06-08	3433.860107	3433.860107	3343.590088	3380.360107	177003000	3380.360107	-0.00977229072197
2010-06-09	3411.810059	3446.77002	3364.840088	3446.77002	167829200	3446.77002	0.0196458101794
2010-06-10	3416.540039	3538.610107	3405.26001	3516.639893	172744600	3516.639893	0.0202711154485
2010-06-11	3536.850098	3570.389893	3507.570068	3555.52002	177228600	3555.52002	0.0110560444581
2010-06-14	3583.469971	3630.159912	3581.969971	3626.040039	155673600	3626.040039	0.0198339535717
2010-06-15	3590.830078	3672.709961	3590.830078	3661.51001	152375600	3661.51001	0.00978201305515
2010-06-16	3689.649902	3689.649902	3639.280029	3675.929932	166233600	3675.929932	0.00393824459325
2010-06-17	3671.959961	3716.189941	3660.25	3683.080078	147755800	3683.080078	0.00194512575927
2010-06-18	3685.350098	3704.590088	3662.580078	3687.209961	197360200	3687.209961	0.00112131230181
2010-06-21	3750.699951	3759.540039	3722.379883	3736.149902	131633000	3736.149902	0.0132728923814
2010-06-22	3703.310059	3726.040039	3671.389893	3705.320068	136381400	3705.320068	-0.00825176580402
2010-06-23	3665.850098	3696.030029	3626.540039	3641.790039	133447000	3641.790039	-0.0171456251644
2010-06-24	3666.419922	3667.939941	3543.469971	3555.360107	151023400	3555.360107	-0.0237328157512
2010-06-25	3559.120117	3577.51001	3504.310059	3519.72998	144737600	3519.72998	-0.010021524101
2010-06-28	3537.669922	3577.590088	3506.659912	3576.449951	110519000	3576.449951	0.0161148642999
2010-06-29	3520.330078	3532.379883	3424.719971	3432.98999	176011800	3432.98999	-0.0401123916077
2010-06-30	3448.0	3470.689941	3408.550049	3442.889893	169320000	3442.889893	0.00288375527713
2010-07-01	3386.790039	3403.080078	3321.350098	3339.899902	188797200	3339.899902	-0.0299138207148
2010-07-02	3371.899902	3390.780029	3337.409912	3348.370117	161435300	3348.370117	0.00253606851958
2010-07-05	3362.719971	3364.75	3331.590088	3332.459961	82880200	3332.459961	-0.00475161211099
2010-07-06	3352.389893	3456.429932	3349.679932	3423.360107	139601000	3423.360107	0.0272771907431
2010-07-07	3386.469971	3483.439941	3361.179932	3483.439941	161380200	3483.439941	0.0175499603086
2010-07-08	3516.129883	3553.610107	3504.780029	3538.25	137177600	3538.25	0.0157344636131
2010-07-09	3567.370117	3570.889893	3540.389893	3554.47998	102697000	3554.47998	0.00458700770155
2010-07-12	3562.699951	3593.120117	3545.570068	3567.659912	81693200	3567.659912	0.00370797755907
2010-07-13	3568.389893	3642.530029	3567.679932	3637.76001	120330000	3637.76001	0.0196487612971
2010-07-14	3652.189941	3656.76001	3596.27002	3632.97998	104902600	3632.97998	-0.00131400366898
2010-07-15	3617.370117	3654.100098	3569.409912	3581.820068	129048000	3581.820068	-0.0140820792522
2010-07-16	3595.02002	3614.590088	3487.209961	3500.159912	153679600	3500.159912	-0.022798508705
2010-07-19	3476.070068	3534.48999	3476.070068	3486.330078	98873200	3486.330078	-0.00395120061589
2010-07-20	3512.419922	3514.389893	3419.77002	3468.02002	121121400	3468.02002	-0.00525195767192
2010-07-21	3500.360107	3541.590088	3488.620117	3493.919922	121735000	3493.919922	0.00746821005953
2010-07-22	3473.47998	3604.899902	3469.469971	3600.570068	152198400	3600.570068	0.0305244963768
