Date	Open_DJI	High_DJI	Low_DJI	Close_DJI	Volume_DJI	AdjClose_DJI	Return_DJI
2010-03-18	10733.44043	10784.0	10728.150391	10779.169922	153280000	10779.169922	0.00423899750324
2010-03-19	10780.0	10819.900391	10694.219727	10741.980469	434190000	10741.980469	-0.00345012215867
2010-03-22	10741.0	10809.849609	10695.129883	10785.889648	157200000	10785.889648	0.00408762417012
2010-03-23	10787.179688	10893.889648	10784.759766	10888.830078	189140000	10888.830078	0.00954399065441
2010-03-24	10887.620117	10887.839844	10825.419922	10836.150391	195570000	10836.150391	-0.00483795656858
2010-03-25	10837.509766	10955.480469	10834.19043	10841.209961	200330000	10841.209961	0.000466915815805
2010-03-26	10841.290039	10909.379883	10816.429688	10850.360352	175490000	10850.360352	0.000844037799555
2010-03-29	10849.230469	10916.639648	10849.230469	10895.860352	136710000	10895.860352	0.0041934091149
2010-03-30	10895.019531	10940.219727	10866.830078	10907.419922	148810000	10907.419922	0.00106091392754
2010-03-31	10907.339844	10907.419922	10832.830078	10856.629883	197060000	10856.629883	-0.0046564668238
2010-04-01	10857.30957	10956.389648	10857.30957	10927.070312	159520000	10927.070312	0.00648824080393
2010-04-05	10927.450195	10988.05957	10923.969727	10973.549805	139480000	10973.549805	0.00425360976665
