Date	Open_FCHI	High_FCHI	Low_FCHI	Close_FCHI	Volume_FCHI	AdjClose_FCHI	Return_FCHI	paris_RoC6	paris_RoC14	paris_MA6	paris_MA14	paris_MoM6	paris_MoM14	paris_EMA6	paris_EMA14	paris_WIILR6	paris_WIILR14	paris_K%6	paris_K%14	paris_OBV	paris_RSI6	paris_RSI14
2010-01-04	3952.209961	4013.969971	3950.610107	4013.969971	113396000	4013.969971	0.000161190636425	0.000836210018262	0.00166465498488	3973.58759585	3972.65233694	1.40543779822	2.68718781696	4013.969971	4013.969971	0.443678147211	0.424955544868	0.556321852789	0.575044455132	113396000.0	0.533216990564	0.526779377629
2010-01-05	4012.429932	4028.340088	3993.330078	4012.909912	129518600	4012.909912	-0.000264092409176	0.000836210018262	0.00166465498488	3973.58759585	3972.65233694	1.40543779822	2.68718781696	4013.969971	4013.969971	0.443678147211	0.424955544868	0.556321852789	0.575044455132	-16122600.0	0.533216990564	0.526779377629
2010-01-06	4014.449951	4022.939941	3996.800049	4017.669922	110087000	4017.669922	0.00118617414903	0.000836210018262	0.00166465498488	3973.58759585	3972.65233694	1.40543779822	2.68718781696	4013.667097	4013.8286298	0.443678147211	0.424955544868	0.556321852789	0.575044455132	93964400.0	0.533216990564	0.526779377629
2010-01-07	4005.959961	4032.23999	3983.899902	4024.800049	118430400	4024.800049	0.00177469208233	0.000836210018262	0.00166465498488	3973.58759585	3972.65233694	1.40543779822	2.68718781696	4014.81076129	4014.34080209	0.443678147211	0.424955544868	0.556321852789	0.575044455132	212394800.0	0.533216990564	0.526779377629
2010-01-08	4042.639893	4051.409912	4013.340088	4045.139893	131783200	4045.139893	0.00505362844175	0.000836210018262	0.00166465498488	3973.58759585	3972.65233694	1.40543779822	2.68718781696	4017.66484349	4015.73536835	0.443678147211	0.424955544868	0.556321852789	0.575044455132	344178000.0	0.533216990564	0.526779377629
2010-01-11	4071.399902	4088.179932	4039.330078	4043.090088	110068800	4043.090088	-0.000506732784087	0.000836210018262	0.00166465498488	4026.26330583	3972.65233694	1.40543779822	2.68718781696	4025.51485764	4019.65597163	0.443678147211	0.424955544868	0.556321852789	0.575044455132	234109200.0	0.533216990564	0.526779377629
2010-01-12	4044.189941	4049.47998	3980.199951	4000.050049	124775800	4000.050049	-0.0106453326696	-0.00346786899269	0.00166465498488	4023.94331883	3972.65233694	-13.919922	2.68718781696	4030.53635203	4022.78052048	0.640619285516	0.424955544868	0.359380714484	0.575044455132	109333400.0	0.912001198647	0.526779377629
2010-01-13	3979.939941	4007.860107	3979.149902	4000.860107	117700800	4000.860107	0.00020251196612	-0.00300275990846	0.00166465498488	4021.935018	3972.65233694	-12.049805	2.68718781696	4021.82597973	4019.74979095	0.808666793524	0.424955544868	0.191333206476	0.575044455132	227034200.0	0.411202203361	0.526779377629
2010-01-14	4029.199951	4029.709961	3993.5	4015.77002	108974600	4015.77002	0.00372667691477	-0.000472886532962	0.00166465498488	4021.61836767	3972.65233694	-1.899902	2.68718781696	4015.83573038	4017.23116643	0.664128148915	0.424955544868	0.335871851085	0.575044455132	336008800.0	0.422886067806	0.526779377629
2010-01-15	4030.939941	4044.080078	3949.899902	3954.379883	162295200	3954.379883	-0.0152872641347	-0.0174965625976	0.00166465498488	4009.88167333	3972.65233694	-70.420166	2.68718781696	4015.81695599	4017.0363469	1.22718529014	0.424955544868	-0.227185290144	0.575044455132	173713600.0	0.489239314649	0.526779377629
2010-01-18	3971.169922	3982.790039	3954.280029	3977.459961	86949800	3977.459961	0.00583658593329	-0.0167311721696	0.00166465498488	3998.60168467	3972.65233694	-67.679932	2.68718781696	3998.26350656	4008.68215171	0.800693860133	0.424955544868	0.199306139867	0.575044455132	260663400.0	0.252980683374	0.526779377629
2010-01-19	3968.72998	4019.879883	3930.909912	4009.669922	115690200	4009.669922	0.00809812325349	-0.00826599587756	0.00166465498488	3993.031657	3972.65233694	-33.420166	2.68718781696	3992.3196364	4004.51919295	0.567761013647	0.424955544868	0.432238986353	0.575044455132	376353600.0	0.267070766712	0.526779377629
2010-01-20	3996.360107	4013.47998	3915.959961	3928.949951	143524600	3928.949951	-0.0201313256628	-0.0177748020972	0.00166465498488	3981.18164067	3972.65233694	-71.100098	2.68718781696	3997.27686086	4005.20595683	1.01652998124	0.424955544868	-0.0165299812428	0.575044455132	232829000.0	0.404753389853	0.526779377629
2010-01-21	3955.780029	3966.199951	3862.159912	3862.159912	112341400	3862.159912	-0.0169994629183	-0.0346675942899	0.00166465498488	3958.0649415	3993.34854571	-138.700195	2.68718781696	3977.75488661	3995.03848938	1.41991882508	0.424955544868	-0.419918825082	0.575044455132	120487600.0	0.333192430008	0.526779377629
2010-01-22	3840.060059	3859.649902	3786.290039	3820.780029	170381000	3820.780029	-0.0107141816866	-0.0485560652201	-0.0481293939406	3925.56660967	3979.54926414	-194.989991	-193.189942	3944.72775101	3977.32134573	1.22746177024	1.18308060941	-0.227461770236	-0.183080609408	-49893400.0	0.251522490503	0.288146415434
2010-01-25	3793.629883	3833.439941	3780.5	3781.850098	131374000	3781.850098	-0.0101890008596	-0.0436300482262	-0.0575791181629	3896.8116455	3963.04499171	-172.529785	-231.059814	3909.31411615	3956.44917017	1.01722308983	1.01470715351	-0.017223089834	-0.0147071535118	-181267400.0	0.180940624129	0.258313134916
2010-01-26	3748.030029	3807.47998	3741.360107	3807.040039	141543200	3807.040039	0.0066607454942	-0.0428464204973	-0.0524258804454	3868.40832517	3948.00000007	-170.419922	-210.629883	3872.89582525	3933.16929388	0.889130036044	0.913741403843	0.110869963956	0.086258596157	-39724200.0	0.195295347234	0.23595565922
2010-01-27	3769.659912	3793.629883	3737.290039	3759.800049	136321600	3759.800049	-0.0124085876471	-0.0623168185563	-0.0658417801565	3826.76334633	3929.07142864	-249.869873	-265.0	3854.07988632	3916.35205989	0.933793060353	0.946831349678	0.0662069396465	0.0531686503215	-176045800.0	0.201248009053	0.270039512896
2010-01-28	3812.189941	3812.189941	3688.790039	3688.790039	168079800	3688.790039	-0.0188866453201	-0.061125724429	-0.0880933325981	3786.73669433	3903.61786764	-240.159912	-356.349854	3827.14278994	3895.47845844	1.17560378855	1.13821999712	-0.175603788554	-0.13821999712	-344125600.0	0.0838966246617	0.233978258374
2010-01-29	3712.02002	3768.389893	3696.0	3739.459961	149875800	3739.459961	0.0137361903129	-0.0317697748917	-0.0750985311708	3766.2867025	3881.93000143	-122.699951	-303.630127	3787.61343253	3867.92000252	0.817346389555	0.873131686885	0.182653610445	0.126868313115	-194249800.0	0.0867004848224	0.17530750574
2010-02-01	3713.169922	3774.360107	3702.01001	3762.01001	119833200	3762.01001	0.00603029561359	-0.0153816808489	-0.0595092651552	3756.49169933	3864.9271415	-58.770019	-238.040039	3773.85529781	3850.79199698	0.571461841802	0.797000241268	0.428538158198	0.202999758732	-74416600.0	0.276437403576	0.245860863827
2010-02-02	3766.830078	3819.070068	3737.719971	3812.129883	134752600	3812.129883	0.0133226314834	0.00800660634752	-0.0471724126694	3761.53833017	3851.44641121	30.279785	-188.730224	3770.47092986	3838.95439872	0.147321620723	0.652847447265	0.852678379277	0.347152552735	60336000.0	0.385030605461	0.293683186037
2010-02-03	3819.77002	3831.379883	3784.320068	3793.469971	124554600	3793.469971	-0.00489487834169	-0.00356446684589	-0.0553567679157	3759.27665217	3835.56783629	-13.570068	-222.300049	3782.3734879	3835.37779662	0.196500547294	0.705367670046	0.803499452706	0.294632329954	-64218600.0	0.556750523658	0.349302675689
2010-02-04	3792.419922	3806.209961	3685.570068	3689.25	175687000	3689.25	-0.0274735194418	-0.0187643087613	-0.0670471454045	3747.51831067	3816.6299875	-70.550049	-265.129883	3785.54391164	3829.79008654	0.996774237301	0.99870539292	0.00322576269878	0.00129460708016	-239905600.0	0.473928759418	0.323554500487
2010-02-05	3665.909912	3673.709961	3563.76001	3563.76001	263299600	3563.76001	-0.0340150409975	-0.033894590822	-0.104011091263	3726.6799725	3787.079991	-125.030029	-413.699951	3758.03136546	3811.05140833	1.8354036935	1.36436279324	-0.835403693503	-0.364362793237	-503205200.0	0.388802907213	0.302956383439
2010-02-08	3595.379883	3616.669922	3545.909912	3607.27002	169862000	3607.27002	0.0122090179692	-0.0353500083912	-0.100357363531	3704.64831567	3758.33714086	-132.189941	-402.399902	3702.5252639	3778.07922189	0.837418613527	0.904608387892	0.162581386473	0.0953916121081	-333343200.0	0.331817647909	0.233158590094
2010-02-09	3598.659912	3633.590088	3583.540039	3612.76001	147671300	3612.76001	0.00152192377326	-0.0396729406895	-0.080476958206	3679.77331567	3735.75214507	-149.25	-316.189941	3675.30947993	3755.30466164	0.765824413104	0.857026566551	0.234175586896	0.142973433449	-185671900.0	0.31869426456	0.244176481337
2010-02-10	3638.389893	3673.629883	3617.719971	3635.610107	187758600	3635.610107	0.00632483113651	-0.0463047643752	-0.0586588360301	3650.353353	3719.57001614	-176.519776	-226.549805	3657.43820281	3736.29870809	0.685780628044	0.786575491502	0.314219371956	0.213424508498	2086700.0	0.285245461603	0.277722208515
2010-02-11	3659.949951	3675.639893	3581.860107	3616.75	261448600	3616.75	-0.00518760440337	-0.0465853090577	-0.0534000982656	3620.9000245	3704.99644264	-176.719971	-204.030029	3651.201604	3722.87356127	0.751847496422	0.774207655199	0.248152503578	0.225792344801	-259361900.0	0.224377314756	0.330251343961
2010-02-12	3647.27002	3661.040039	3579.399902	3599.070068	186454000	3599.070068	-0.00488834782609	-0.0244439742495	-0.0483308500505	3605.87003583	3691.94072621	-90.179932	-182.78003	3641.35828857	3708.7237531	0.795773545936	0.815114420623	0.204226454064	0.184885579377	-445815900.0	0.224237126274	0.341785624389
2010-02-15	3621.409912	3641.97998	3599.629883	3609.219971	109986800	3609.219971	0.00282014598444	0.0127561791121	-0.0519616463114	3613.446696	3677.81072136	45.459961	-197.820068	3629.27593984	3694.10326176	0.511985907097	0.778225153496	0.488014092903	0.221774846504	-335829100.0	0.307209074276	0.353433548461
2010-02-16	3641.419922	3669.040039	3602.310059	3669.040039	147701400	3669.040039	0.016574237226	0.0171237580379	-0.0241395842378	3623.74169917	3671.3278635	61.770019	-90.76001	3623.54566303	3682.78548966	0.0508737760472	0.568675729469	0.949126223953	0.431324270531	-188127700.0	0.691749392794	0.337452631616
2010-02-17	3707.179932	3748.659912	3700.189941	3725.209961	149233400	3725.209961	0.0153091602716	0.0311257738374	0.00987313498869	3642.48335767	3673.9292865	112.449951	36.419922	3636.54405616	3680.9527629	-0.51506725515	0.371912750151	1.51506725515	0.628087249849	-38894300.0	0.729032163766	0.426933700765
2010-02-18	3719.060059	3752.050049	3711.310059	3747.830078	132533000	3747.830078	0.00607217237064	0.0308668882793	0.00223832240144	3661.18668617	3674.527152	112.219971	8.370117	3661.87717183	3686.85372265	0.00490271742274	0.292674583976	0.995097282577	0.707325416024	93638700.0	0.803050540137	0.530037557122
2010-02-19	3711.860107	3772.669922	3707.189941	3769.540039	137178400	3769.540039	0.00579267484069	0.0422451203428	0.00200159727911	3686.65169267	3675.06501121	152.790039	7.530029	3686.43514502	3694.98390336	-0.101303070423	0.216624690097	1.10130307042	0.783375309903	230817100.0	0.802806101794	0.507238207038
2010-02-22	3780.679932	3781.97998	3752.879883	3756.699951	147653400	3756.699951	-0.0034062744704	0.0437973921101	-0.0145404101385	3712.92333983	3671.10573036	157.629883	-55.429932	3710.17940044	3704.92472145	0.0826303582935	0.261603459511	0.917369641706	0.738396540489	83163700.0	0.90603273391	0.506521201106
2010-02-23	3780.340088	3791.560059	3696.48999	3707.060059	149071400	3707.060059	-0.0132136962354	0.0271083748805	-0.0227785939155	3729.23002117	3664.93359379	97.840088	-86.409912	3723.47098632	3711.82808539	0.410857587863	0.435491773669	0.589142412137	0.564508226331	-65907700.0	0.929954263994	0.4486826476
2010-02-24	3713.439941	3727.810059	3683.810059	3715.679932	128846800	3715.679932	0.00232525852368	0.0127117427186	0.00716403930338	3737.00333667	3666.82144607	46.639893	26.429932	3718.78214994	3711.19234854	0.400951793923	0.347791056313	0.599048206077	0.652208943687	62939100.0	0.71956927047	0.424341209407
2010-02-25	3694.560059	3724.689941	3633.810059	3640.77002	171807600	3640.77002	-0.0201604856637	-0.0226671628939	0.0216092020181	3722.93001317	3672.32216107	-84.439941	77.01001	3717.89580196	3711.790693	1.3994435174	0.613840621882	-0.399443517401	0.386159378118	-108868500.0	0.635897240541	0.527794652203
2010-02-26	3680.610107	3710.310059	3648.340088	3708.800049	151634000	3708.800049	0.0186856155776	-0.0104140337709	0.0281459465017	3716.42500833	3679.574306	-39.030029	101.530029	3695.85986426	3702.32126993	0.524627638669	0.336901935581	0.475372361331	0.663098064419	42765500.0	0.278186375303	0.590627760492
2010-03-01	3739.560059	3771.810059	3724.840088	3769.540039	145259800	3769.540039	0.0163772619709	0.0	0.0433961925414	3716.42500833	3690.7728795	0.0	156.780029	3699.5570599	3703.18510714	0.139588082409	0.103789610224	0.860411917591	0.896210389776	188025300.0	0.417221485554	0.61296430008
2010-03-02	3770.639893	3811.919922	3763.159912	3811.919922	120318200	3811.919922	0.0112427199503	0.0146990634653	0.0484952483382	3725.62833683	3703.36643771	55.219971	176.309815	3719.55219678	3712.03243139	-0.129064107765	-0.095964592447	1.12906410777	1.09596459245	308343500.0	0.5	0.655338521385
2010-03-03	3799.330078	3849.72998	3787.959961	3842.52002	123313800	3842.52002	0.00802747660658	0.0365410753654	0.0624234519942	3748.204997	3719.49286771	135.459961	225.77002	3745.94297542	3725.35076347	-0.171804623756	-0.131601992809	1.17180462376	1.13160199281	431657300.0	0.590726944322	0.668180097721
2010-03-04	3813.399902	3850.72998	3809.719971	3828.409912	148795800	3828.409912	-0.00367209745858	0.0303389909957	0.0637219725282	3766.993327	3735.87428514	112.72998	229.339844	3773.53641673	3740.97333101	0.0987406252339	0.0788667992764	0.901259374766	0.921133200724	282861500.0	0.737415982699	0.710641861382
2010-03-05	3845.98999	3910.419922	3838.340088	3910.419922	153790200	3910.419922	0.0214214287093	0.0740639756202	0.0834529215232	3811.93497733	3757.38856736	269.649902	301.199951	3789.21455823	3752.63154181	-0.27517040263	-0.237713735332	1.27517040263	1.23771373533	436651700.0	0.693847323049	0.71540736297
2010-03-08	3924.219971	3924.219971	3901.969971	3903.540039	112178600	3903.540039	-0.00175937191842	0.0525075462217	0.0639131755193	3844.39164233	3774.13856736	194.73999	234.5	3823.84466217	3773.6699925	0.0262510964503	0.0223293176434	0.97374890355	0.977670682357	324473100.0	0.952629998287	0.74925519317
2010-03-09	3907.72998	3919.52002	3876.090088	3910.01001	125235600	3910.01001	0.00165746244059	0.0372644857321	0.0496079552387	3867.80330417	3787.33857086	140.469971	184.800049	3846.61476983	3790.9859987	0.0712707861304	0.0489307024755	0.92872921387	0.951069297525	449708700.0	0.911329868694	0.712694644579
2010-03-10	3908.389893	3950.639893	3902.110107	3943.550049	123160400	3943.550049	0.00857799312897	0.0345311889267	0.0522222104329	3889.74165867	3801.31856879	131.630127	195.719971	3864.7276956	3806.85586687	-0.120017825152	-0.0665613575889	1.12001782515	1.06656135759	572869100.0	0.884954801824	0.684225334121
2010-03-11	3921.26001	3946.149902	3909.949951	3928.949951	112501200	3928.949951	-0.00370227277924	0.022493033361	0.0422889557746	3904.14664717	3812.70499107	86.429931	159.409912	3887.248368	3825.08175782	0.133328934512	0.0684592789958	0.866671065488	0.931540721004	460367900.0	0.879096953968	0.690953863021
2010-03-12	3933.969971	3956.419922	3919.070068	3927.399902	114568600	3927.399902	-0.00039451991482	0.0258566852232	0.0454388035314	3920.64497883	3824.89784471	98.98999	170.699951	3899.163106	3838.93085025	0.164916291963	0.0733516497061	0.835083708037	0.926648350294	345799300.0	0.774189046465	0.657716081034
2010-03-15	3921.0	3925.860107	3889.129883	3890.909912	94752800	3890.909912	-0.00929113176924	-0.00498923654982	0.0495945169687	3917.3933105	3838.02997707	-19.51001	183.849853	3907.230762	3850.72672381	0.554794225066	0.203062638541	0.445205774934	0.796937361459	251046500.0	0.841227010952	0.672745312506
2010-03-16	3914.389893	3951.469971	3910.810059	3938.949951	108838800	3938.949951	0.0123467363898	0.0090712306384	0.0600886037242	3923.2949625	3853.97783557	35.409912	223.270019	3902.567662	3856.08448224	0.21747799205	0.0541520052659	0.78252200795	0.945847994734	359885300.0	0.401989329251	0.691139956556
