Date	Open_GDAXI	High_GDAXI	Low_GDAXI	Close_GDAXI	Volume_GDAXI	AdjClose_GDAXI	Return_GDAXI	frankfurt_RoC6	frankfurt_RoC14	frankfurt_MA6	frankfurt_MA14	frankfurt_MoM6	frankfurt_MoM14	frankfurt_EMA6	frankfurt_EMA14	frankfurt_WIILR6	frankfurt_WIILR14	frankfurt_K%6	frankfurt_K%14	frankfurt_OBV	frankfurt_RSI6	frankfurt_RSI14
2010-02-04	5671.169922	5696.939941	5522.569824	5533.240234	43787300	5533.240234	-0.0244794447582	-0.0194853907713	-0.0583273856843	5619.76505517	5703.638602	-109.959961	-342.729981	5668.32391033	5729.46006607	1.03666277945	1.01461733737	-0.0366627794474	-0.0146173373662	-85915400.0	0.504708887338	0.329973436604
2010-02-05	5515.689941	5527.0	5433.02002	5434.339844	56173500	5434.339844	-0.0178738651888	-0.0191306713694	-0.0818122643136	5602.10001617	5669.05217621	-105.990234	-484.209961	5629.72857423	5703.2974218	1.41787403027	1.18924132637	-0.41787403027	-0.189241326375	-142088900.0	0.377446466584	0.321034297643
2010-02-08	5476.470215	5505.060059	5434.399902	5484.850098	34475500	5484.850098	0.0092946439586	-0.0220974470676	-0.0822607761835	5581.44335933	5633.93575607	-123.939941	-491.629882	5573.90322274	5667.43641142	0.827629491603	0.906743499136	0.172370508397	0.0932565008639	-107613400.0	0.380816213835	0.261202504509
2010-02-09	5485.310059	5537.970215	5461.509766	5498.259766	34406000	5498.259766	0.00244485587763	-0.0276276889391	-0.0603722499893	5555.406657	5608.70218329	-156.220214	-353.270019	5548.45947281	5643.09156963	0.783033161059	0.879129697082	0.216966838941	0.120870302918	-73207400.0	0.354769460259	0.25575571195
2010-02-10	5533.709961	5592.27002	5505.370117	5536.370117	33831200	5536.370117	0.00693134784858	-0.0303503245842	-0.0366454131692	5526.52498383	5593.65931914	-173.290039	-210.600098	5534.11669944	5623.78066248	0.656290141744	0.782800411789	0.343709858256	0.217199588211	-39376200.0	0.301962309709	0.302618218486
2010-02-11	5562.830078	5580.77002	5454.069824	5503.930176	32636900	5503.930176	-0.00585942419211	-0.0296468625542	-0.0336047235124	5498.4983725	5579.98863	-168.159668	-191.389648	5534.76053303	5612.12592308	0.764175164077	0.769660114806	0.235824835923	0.230339885194	-72013100.0	0.270385887967	0.372893713104
2010-02-12	5550.450195	5565.430176	5460.049805	5500.390137	30096300	5500.390137	-0.000643183849867	-0.00593686440689	-0.0232589897802	5493.02335633	5570.63291714	-32.850097	-130.97998	5525.95185959	5597.69982347	0.744732732775	0.775948218368	0.255267267225	0.224051781632	-102109400.0	0.274112660093	0.381745895905
2010-02-15	5525.740234	5547.140137	5502.490234	5511.100098	14732800	5511.100098	0.00194712751882	0.0141250374845	-0.0278412457201	5505.816732	5559.35934014	76.760254	-157.830078	5518.64851028	5584.72519861	0.509701237049	0.740330262661	0.490298762951	0.259669737339	-87376600.0	0.430669858087	0.412542506832
2010-02-16	5573.069824	5592.120117	5498.069824	5592.120117	27671800	5592.120117	0.0147012425032	0.0195575115242	-0.00905161543715	5523.6950685	5555.71076314	107.270019	-51.080078	5516.49182106	5574.90851853	0.000949533717328	0.470883207896	0.999050466283	0.529116792104	-59704800.0	0.758069336829	0.390694956483
2010-02-17	5640.169922	5682.359863	5634.97998	5648.339844	32105200	5648.339844	0.0100533833007	0.027295923508	0.0194951861133	5548.70841483	5563.42574643	150.080078	108.009766	5538.09990561	5577.20339832	-0.405714504197	0.28391411005	1.4057145042	0.71608588995	-27599600.0	0.799252445374	0.467140963533
2010-02-18	5645.629883	5691.600098	5626.080078	5680.410156	34666100	5680.410156	0.00567782974923	0.0260170537656	0.0127692633352	5572.715088	5568.54146907	144.040039	71.620117	5569.59703087	5586.68825775	0.00854048213641	0.177258357306	0.991459517864	0.822741642694	7066500.0	0.837957242648	0.573917489671
2010-02-19	5627.259766	5729.580078	5626.569824	5722.049805	37978900	5722.049805	0.00733039478778	0.039629795805	0.0119497858758	5609.0683595	5573.36788514	218.119629	67.569825	5601.25792376	5599.18451085	-0.128192951943	0.0387780048818	1.12819295194	0.961221995118	45045400.0	0.833426017747	0.551583103829
2010-02-22	5741.0	5743.890137	5683.609863	5688.439941	23709800	5688.439941	-0.00587374544881	0.0341884483312	-0.00371654606758	5640.4099935	5571.8521555	188.049804	-21.220215	5635.76988983	5615.56655007	0.152636423887	0.150553822484	0.847363576113	0.849446177516	21335600.0	0.9842804458	0.548951551761
2010-02-23	5715.629883	5732.140137	5584.470215	5604.069824	33399600	5604.069824	-0.0148318551088	0.0168695404451	-0.0119920561681	5655.90494783	5566.99358264	92.969726	-68.02002	5650.81847588	5625.28300219	0.568790720725	0.449770837896	0.431209279275	0.550229162104	-12064000.0	0.868335779297	0.48413086156
2010-02-24	5622.310059	5639.709961	5572.25	5615.509766	30482300	5615.509766	0.00204136321625	0.00418260847597	0.0148682378716	5659.80322267	5572.86997779	23.389649	82.269532	5637.4617182	5622.45457843	0.522252898604	0.412971089788	0.477747101396	0.587028910212	18418300.0	0.64132157934	0.452460141657
2010-02-25	5562.700195	5655.75	5518.27002	5532.330078	38160100	5532.330078	-0.0148124910233	-0.0205387369039	0.018031672073	5640.46826167	5579.86928021	-116.009766	97.990234	5631.18973186	5621.52860344	1.23257917814	0.680541639195	-0.232579178144	0.319458360805	-19741800.0	0.545092893932	0.56995824696
2010-02-26	5588.990234	5605.100098	5530.189941	5598.459961	32942100	5598.459961	0.0119533509512	-0.0144268094644	0.0207133943444	5626.80989583	5587.98427043	-81.950195	113.609863	5602.94411647	5609.63546672	0.644579827073	0.469902308873	0.355420172927	0.530097691127	13200300.0	0.297405016553	0.58561545611
2010-03-01	5652.850098	5717.720215	5641.180176	5713.509766	28803000	5713.509766	0.0205502595002	-0.00149247897013	0.039148750543	5625.386556	5603.35927043	-8.540039	215.25	5601.66292919	5608.14539929	0.134652757936	0.104824850562	0.865347242064	0.895175149438	42003300.0	0.372100361738	0.596625240383
2010-03-02	5728.279785	5780.140137	5709.740234	5776.560059	28856200	5776.560059	0.0110352997688	0.0154910869964	0.0433840109899	5640.07324233	5620.51569486	88.120118	240.189942	5633.61916828	5622.19398152	-0.144800572016	-0.112724748869	1.14480057202	1.11272474887	70859500.0	0.489156312912	0.656084738259
2010-03-03	5759.220215	5828.799805	5750.299805	5817.879883	29965900	5817.879883	0.00715301556254	0.0381526400839	0.0570410046932	5675.70825217	5642.94067393	213.810059	313.949707	5674.45942277	5642.77612518	-0.14411627578	-0.115741128509	1.14411627578	1.11574112851	100825400.0	0.604106817535	0.668089771087
2010-03-04	5773.859863	5823.109863	5767.649902	5795.319824	27443200	5795.319824	-0.00387771137488	0.0320202555944	0.0536197759894	5705.67659517	5664.00708014	179.810058	294.929687	5715.43669712	5666.12329289	0.107815683446	0.0907931688136	0.892184316554	0.909206831186	73382200.0	0.781203641476	0.717011189353
2010-03-05	5816.189941	5880.25	5808.359863	5877.359863	31100200	5877.359863	0.0141562573752	0.0623660880923	0.0664585579081	5763.18155933	5690.16849193	345.029785	366.259765	5738.26044766	5683.34949704	-0.156378100735	-0.146826900462	1.15637810074	1.14682690046	104482400.0	0.729765984143	0.698640857975
2010-03-08	5891.740234	5894.189941	5865.439941	5875.910156	25009000	5875.910156	-0.00024665956038	0.049558306558	0.0507482015877	5809.4232585	5710.439209	277.450195	283.790039	5778.00313776	5709.21754583	0.0123974269227	0.0113554921802	0.987602573077	0.98864450782	79473400.0	0.94217592052	0.725058446381
2010-03-09	5872.569824	5900.160156	5838.169922	5885.890137	24946200	5885.890137	0.00169845704496	0.0301706618278	0.0420566572764	5838.15332033	5727.40708707	172.380371	237.550293	5805.97657154	5731.44322719	0.0328042832655	0.0220786490323	0.967195716734	0.977921350968	104419600.0	0.926230417123	0.693283519775
2010-03-10	5882.759766	5951.930176	5874.75	5936.720215	27233400	5936.720215	0.00863592028001	0.0277258704773	0.0451217521202	5864.84667967	5745.71494843	160.160156	256.310059	5828.80901881	5752.0361485	-0.191997027496	-0.095734494174	1.1919970275	1.09573449417	131653000.0	0.891062719751	0.672666110892
2010-03-11	5913.169922	5954.549805	5906.839844	5928.629883	26188100	5928.629883	-0.00136276120602	0.0190361441328	0.0361024606636	5883.305013	5760.47066829	110.75	206.580078	5859.64078915	5776.6606907	0.115559441192	0.0537293838911	0.884440558808	0.946270616109	105464900.0	0.884668066176	0.681356008961
2010-03-12	5944.569824	5989.879883	5934.149902	5945.109863	32115200	5945.109863	0.00277972825513	0.0258467252109	0.0451213205487	5908.2700195	5778.80423414	149.790039	256.669922	5879.35195882	5796.92324967	0.0505080090919	0.0216373582379	0.949491990908	0.978362641762	137580100.0	0.816518650828	0.653454313683
2010-03-15	5933.629883	5953.189941	5898.220215	5903.560059	22773300	5903.560059	-0.00698890431926	0.00445781721908	0.0534415602242	5912.63671883	5800.19639379	26.200196	299.490235	5898.13993145	5816.68146478	0.475538863427	0.183032270468	0.524461136573	0.816967729532	114806800.0	0.943506647775	0.695641590644
2010-03-16	5935.189941	5991.109863	5930.339844	5970.990234	26636800	5970.990234	0.0114219512169	0.0161813362485	0.0633033300293	5928.4833985	5825.58785579	95.080078	355.480468	5899.68853932	5828.26527734	0.12451159354	0.0400535495162	0.87548840646	0.959946450484	141443600.0	0.602041673477	0.744222882444
2010-03-17	5999.310059	6035.950195	5991.209961	6024.279785	33973300	6024.279785	0.00892474261582	0.0235121017856	0.0889226962354	5951.54833983	5860.72712057	138.389648	491.949707	5920.06045208	5847.29527156	-0.21688201122	-0.070150437809	1.21688201122	1.07015043781	175416900.0	0.74459741403	0.765625022417
2010-03-18	6005.290039	6039.390137	5995.680176	6012.310059	29637800	6012.310059	-0.00198691402577	0.0127325932944	0.0739221323155	5964.14664717	5890.28784186	75.589844	413.850098	5949.83740435	5870.89320669	0.146650790342	0.046741782916	0.853349209658	0.953258217084	145779100.0	0.791138331683	0.884786924772
2010-03-19	6031.72998	6041.950195	5956.649902	5982.430176	90135600	5982.430176	-0.00496978411073	0.0090746587427	0.0470674630855	5973.11336267	5909.49644257	53.800293	268.92041	5967.68673425	5889.748787	0.40348510641	0.143040020538	0.59651489359	0.856959979462	55643500.0	0.690106152235	0.853664013172
2010-03-22	5960.850098	5987.5	5910.850098	5987.5	28205900	5987.5	0.000847452264523	0.00713025292666	0.0365165321308	5980.1783855	5924.56358121	42.390137	210.939941	5971.89914618	5902.10630553	0.378836725643	0.163902957142	0.621163274357	0.836097042858	83849400.0	0.621941314281	0.768963749743
2010-03-23	5987.089844	6030.939941	5981.350098	6017.27002	29921800	6017.27002	0.00497202839248	0.0192612525093	0.0342719583439	5999.13004567	5938.80573386	113.709961	199.390137	5976.35653298	5913.49213146	0.171712088181	0.0846224652743	0.828287911819	0.915377534726	113771200.0	0.601320204451	0.738652798984
2010-03-24	6038.0	6044.640137	5964.759766	6039.0	33523800	6039.0	0.00361126888569	0.0113900313574	0.042047752911	6010.46500667	5956.21146071	68.009766	243.680176	5988.0461007	5927.32918327	0.0225033777054	0.0107553476073	0.977496622295	0.989244652393	147295000.0	0.788005759347	0.731639358044
2010-03-25	6043.839844	6139.5	6038.049805	6132.950195	36091500	6132.950195	0.015557243749	0.018038738883	0.0434872694471	6028.57674167	5974.467913	108.67041	255.590332	6002.60435764	5942.2186255	-0.660064520947	-0.373751293347	1.66006452095	1.37375129335	183386500.0	0.724145479743	0.783639884879
2010-03-26	6125.870117	6135.950195	6105.669922	6120.049805	34200900	6120.049805	-0.00210345585564	0.0179198585806	0.0415492481196	6046.533366	5991.90645936	107.739746	244.139649	6039.84602546	5967.64950143	0.0850653983661	0.0645478046171	0.914934601634	0.935452195383	149185600.0	0.782452097896	0.789476945569
2010-03-29	6150.169922	6172.850098	6128.209961	6156.850098	25749600	6156.850098	0.00601307083644	0.0291553627654	0.046035511145	6075.603353	6011.26074229	174.419922	270.959961	6062.76139104	5987.96954191	-0.0758806273182	-0.0575783808744	1.07588062732	1.05757838087	174935200.0	0.778684902349	0.769517456352
2010-03-30	6187.640137	6203.5	6135.509766	6142.450195	31262900	6142.450195	-0.00233884255273	0.0258789469729	0.0346538109511	6101.4283855	6025.95574086	154.950195	205.72998	6089.64387875	6010.48694939	0.116030164122	0.101978842691	0.883969835878	0.898021157309	143672300.0	0.935569150087	0.782402791647
2010-03-31	6139.399902	6162.180176	6108.22998	6153.549805	34364600	6153.549805	0.00180703296692	0.0226481086185	0.0379379260367	6124.141683	6042.02144957	136.279785	224.919922	6104.73139768	6028.0820488	0.209224034689	0.16362103701	0.790775965311	0.83637896299	178036900.0	0.869719917675	0.732038476474
2010-04-01	6189.379883	6238.569824	6186.589844	6235.560059	29546500	6235.560059	0.013327308074	0.0325484449412	0.0488553117929	6156.90169283	6062.76789214	196.560059	290.450196	6118.67951405	6044.81108296	-0.134288462664	-0.105018611042	1.13428846266	1.10501861104	207583400.0	0.856976949191	0.751971968125
2010-04-05	6235.560059	6235.560059	6235.560059	6235.560059	0	6235.560059	0.0	0.0167309142806	0.0562372528918	6174.00333683	6086.48217786	102.609864	332.0	6152.07395547	6070.24427977	0.015009798099	0.00884315691986	0.984990201901	0.99115684308	207583400.0	0.891303460381	0.783726109643
2010-04-06	6250.009766	6265.319824	6214.180176	6252.209961	29445700	6252.209961	0.00267015341725	0.0215946209934	0.0470976698971	6196.0300295	6106.56930121	132.160156	281.219727	6175.9271279	6092.28638366	-0.1026346656	-0.0416213487253	1.1026346656	1.04162134873	237029100.0	0.826345557818	0.852966338893
2010-04-07	6248.370117	6256.399902	6208.52002	6222.410156	28689600	6222.410156	-0.00476628347191	0.0106483115484	0.032888640314	6206.95670583	6120.72147057	65.560058	198.130371	6197.72222307	6113.60952731	0.273153673766	0.121053124858	0.726846326234	0.878946875142	208339500.0	0.910537360838	0.83516881363
2010-04-08	6199.939941	6207.140137	6138.02002	6171.830078	30684300	6171.830078	-0.00812869559092	0.00478308851799	0.0265322342718	6211.853353	6132.11575764	29.379883	159.520019	6204.7759182	6128.1162778	0.595135520028	0.26374536143	0.404864479972	0.73625463857	177655200.0	0.712913360564	0.750145795221
2010-04-09	6226.259766	6254.490234	6216.600098	6249.700195	30543800	6249.700195	0.0126170221824	0.0156251908324	0.0446758275712	6227.878418	6151.20647329	96.15039	267.270019	6195.362821	6133.94478449	0.0994311828332	0.0440647757885	0.900568817167	0.955935224212	208199000.0	0.577258696843	0.683508154701
2010-04-12	6283.810059	6285.029785	6223.779785	6250.689941	24311600	6250.689941	0.000158366956673	0.00242638702167	0.0439565663466	6230.400065	6170.00575479	15.129882	263.189941	6210.887785	6149.37883923	0.114924630992	0.0412725881138	0.885075369008	0.958727411886	232510600.0	0.687128433334	0.776888935156
2010-04-13	6236.279785	6251.459961	6199.709961	6230.830078	28970000	6230.830078	-0.00317722734409	-0.000758549505617	0.0354911874139	6229.61173483	6185.26004464	-4.729981	213.560058	6222.25982957	6162.88698613	0.368680998844	0.16923128543	0.631319001156	0.83076871457	203540600.0	0.543009586329	0.774986709704
2010-04-14	6269.47998	6305.149902	6249.919922	6278.399902	33812600	6278.399902	0.00763458855474	0.00418890938778	0.0396423086604	6233.976725	6202.36003764	26.189941	239.399902	6224.70847198	6171.94606505	0.0450982490857	0.0207009167474	0.954901750914	0.979299083253	237353200.0	0.487918281441	0.72785079808
2010-04-15	6286.629883	6310.759766	6249.740234	6291.450195	31402600	6291.450195	0.00207860174626	0.0110953854325	0.025844005733	6245.48339817	6213.68146621	69.040039	158.5	6240.04888056	6186.13990997	0.0819704222612	0.0512905354729	0.918029577739	0.948709464527	268755800.0	0.557771223613	0.742072390878
2010-04-16	6264.649902	6305.399902	6162.839844	6180.899902	80519400	6180.899902	-0.0175715120638	0.00146955179993	0.00994274539241	6246.9950355	6218.02790171	9.069824	60.850097	6254.7349704	6200.18128131	0.751765977472	0.63318524929	0.248234022528	0.36681475071	188236400.0	0.664443752339	0.691619481246
2010-04-19	6158.600098	6190.859863	6140.379883	6162.439941	38311800	6162.439941	-0.0029866138091	-0.0139623103953	0.000907906301278	6232.45165983	6218.42717621	-87.260254	5.589843	6233.63923657	6197.61043074	1.00270351008	0.732335859971	-0.00270351007892	0.267664140029	149924600.0	0.516802807495	0.559513427676
2010-04-20	6193.5	6267.540039	6172.569824	6264.22998	42345100	6264.22998	0.0165178143681	0.0021661671156	0.0198259295776	6234.708333	6227.12573229	13.540039	121.779785	6213.29658069	6192.9210321	0.273094365254	0.229742927788	0.726905634746	0.770257072212	192269700.0	0.292711273538	0.505670481224
2010-04-21	6280.540039	6281.379883	6229.180176	6230.379883	46312400	6230.379883	-0.00540371236498	-7.22528129261e-05	0.0124854889348	6234.6333005	6232.613595	-0.450195	76.830078	6227.84898049	6202.42889182	0.471768624234	0.39687931631	0.528231375766	0.60312068369	145957300.0	0.521748951306	0.604931955367
2010-04-22	6229.22998	6286.359863	6141.069824	6168.720215	61398300	6168.720215	-0.00989661451756	-0.0174693693795	-0.0107191404409	6216.35335267	6227.83932043	-109.679687	-66.839844	6228.5720955	6206.15569065	0.833663860422	0.822274863134	0.166336139578	0.177725136866	84559000.0	0.499307968306	0.563703334283
2010-04-23	6192.620117	6287.540039	6170.390137	6259.529785	42665300	6259.529785	0.0147209740165	-0.00507361721235	0.00384403738769	6211.03328433	6229.55144371	-31.92041	23.969726	6211.47155821	6201.16429389	0.300680926046	0.296573210198	0.699319073954	0.703426789802	127224300.0	0.338402325615	0.442644436038
2010-04-26	6317.129883	6341.52002	6299.580078	6332.100098	35338000	6332.100098	0.0115935725993	0.0244624890222	0.012777903733	6236.233317	6235.25788207	151.200196	79.890137	6225.20248015	6208.94635938	-0.161799738976	-0.123540369221	1.16179973898	1.12354036922	162562300.0	0.46173710387	0.517795180685
2010-04-27	6332.399902	6333.0	6159.509766	6159.509766	56206000	6159.509766	-0.0272564124586	-0.000475489421082	-0.0101086859309	6235.7449545	6230.76499707	-2.930175	-62.90039	6255.74465668	6225.36685786	0.904892761408	0.894399282555	0.0951072385916	0.105600717445	106356300.0	0.69939908263	0.554763557857
2010-04-28	6141.009766	6159.02002	6024.009766	6084.339844	77665900	6084.339844	-0.0122038806424	-0.0287170388977	-0.0141757360287	6205.76326517	6224.51569464	-179.890136	-87.490234	6228.24897363	6216.58591228	1.28301284375	1.26378464865	-0.283012843749	-0.263784648649	28690400.0	0.497252634786	0.463941540926
2010-04-29	6110.560059	6159.410156	6073.370117	6144.910156	64846600	6144.910156	0.0099551165045	-0.0137182208156	-0.016767210543	6191.51831067	6217.03069186	-85.469727	-104.790039	6187.13207945	6198.95310317	0.619223667655	0.619223667655	0.380776332345	0.380776332345	93537000.0	0.322470965365	0.451220335701
2010-04-30	6155.569824	6205.720215	6085.620117	6135.700195	68821500	6135.700195	-0.00149879506229	-0.00535281530839	-0.018396328579	6186.014974	6208.81713857	-33.02002	-114.989746	6175.06867275	6191.74737688	0.64823048203	0.64823048203	0.35176951797	0.35176951797	24715500.0	0.419877656925	0.44042569487
2010-05-03	6122.759766	6190.069824	6089.930176	6166.919922	30275500	6166.919922	0.00508820933354	-0.0147950191438	-0.0102570853642	6170.57999683	6204.25212743	-92.609863	-63.910156	6163.82053625	6184.2744193	0.549903808776	0.549903808776	0.450096191224	0.450096191224	54991000.0	0.465669974373	0.435232402492
2010-05-04	6176.240234	6197.0	5995.430176	6006.859863	62448200	6006.859863	-0.0259546193277	-0.0513637229302	-0.0432498794659	6116.373291	6184.85641036	-325.240235	-271.540039	6164.70607504	6181.96048633	1.05401369809	1.05401369809	-0.0540136980899	-0.0540136980899	-7457200.0	0.390098333407	0.464457642997
2010-05-05	6021.060059	6031.089844	5929.350098	5958.450195	73549600	5958.450195	-0.00805906398752	-0.0326421385205	-0.052928973397	6082.8633625	6161.07069607	-201.059571	-333.0	6119.60715731	6158.61373655	1.10954765021	1.10685081242	-0.109547650207	-0.106850812415	-81006800.0	0.180397748782	0.365781618409
2010-05-06	5919.939941	6009.47998	5884.390137	5908.259766	79638100	5908.259766	-0.00842340329405	-0.0289398821425	-0.0441101037588	6053.51668283	6141.59640064	-176.080078	-272.640136	6073.56231094	6131.92526434	1.07631191183	1.05116902247	-0.0763119118266	-0.0511690224693	-160644900.0	0.238639046283	0.340962048289
