Date	Open_IXIC	High_IXIC	Low_IXIC	Close_IXIC	Volume_IXIC	AdjClose_IXIC	Return_IXIC
2010-02-26	2234.439941	2242.830078	2222.22998	2238.26001	2283430000	2238.26001	0.0018082548059
2010-03-01	2247.399902	2274.02002	2247.330078	2273.570068	2504940000	2273.570068	0.015775672997
2010-03-02	2279.070068	2292.48999	2275.350098	2280.790039	2831870000	2280.790039	0.00317560962894
2010-03-03	2284.820068	2293.320068	2275.25	2280.679932	2603510000	2280.679932	-4.82758158872e-05
2010-03-04	2282.570068	2293.159912	2273.629883	2292.310059	2186020000	2292.310059	0.00509941216951
2010-03-05	2304.01001	2327.030029	2301.100098	2326.350098	2411880000	2326.350098	0.0148496661114
2010-03-08	2326.25	2335.429932	2326.110107	2332.209961	2312310000	2332.209961	0.0025189084846
2010-03-09	2325.780029	2353.070068	2325.73999	2340.679932	2620360000	2340.679932	0.00363173605363
2010-03-10	2340.949951	2361.659912	2340.689941	2358.949951	2554740000	2358.949951	0.00780543240886
2010-03-11	2351.110107	2368.459961	2347.530029	2368.459961	2256790000	2368.459961	0.00403145899555
2010-03-12	2376.070068	2376.280029	2358.080078	2367.659912	2098780000	2367.659912	-0.000337792917412
2010-03-15	2361.919922	2367.399902	2345.98999	2362.209961	1956170000	2362.209961	-0.00230183016251
2010-03-16	2367.320068	2378.840088	2360.669922	2378.01001	2201880000	2378.01001	0.00668867258239
2010-03-17	2381.649902	2400.090088	2381.469971	2389.090088	2281410000	2389.090088	0.0046593908156
2010-03-18	2387.540039	2393.870117	2383.26001	2391.280029	2173060000	2391.280029	0.000916642286116
2010-03-19	2391.199951	2396.919922	2364.530029	2374.409912	3055760000	2374.409912	-0.00705484794562
2010-03-22	2360.350098	2401.209961	2358.0	2395.399902	2448130000	2395.399902	0.00884008691756
2010-03-23	2397.899902	2416.51001	2390.040039	2415.23999	2465230000	2415.23999	0.00828257861388
2010-03-24	2406.719971	2408.639893	2396.919922	2398.76001	2436100000	2398.76001	-0.0068233302149
2010-03-25	2415.23999	2432.25	2397.360107	2397.409912	2704870000	2397.409912	-0.000562831627329
2010-03-26	2406.72998	2412.919922	2384.689941	2395.129883	2367930000	2395.129883	-0.000951038447196
2010-03-29	2403.77002	2411.179932	2398.399902	2404.360107	1967850000	2404.360107	0.00385374674898
2010-03-30	2406.689941	2417.360107	2395.800049	2410.689941	2147270000	2410.689941	0.00263264807196
2010-03-31	2402.97998	2415.439941	2395.340088	2397.959961	2368690000	2397.959961	-0.00528063762307
2010-04-01	2411.679932	2423.429932	2383.77002	2402.580078	2340270000	2402.580078	0.0019266864648
2010-04-05	2409.47998	2429.610107	2403.879883	2429.530029	2130340000	2429.530029	0.0112170875164
2010-04-06	2420.330078	2443.5	2417.77002	2436.810059	2220390000	2436.810059	0.00299647664902
2010-04-07	2433.100098	2442.27002	2418.72998	2431.159912	2984850000	2431.159912	-0.00231866533016
2010-04-08	2423.98999	2441.120117	2413.73999	2436.810059	2428900000	2436.810059	0.00232405403368
2010-04-09	2441.310059	2454.120117	2432.929932	2454.050049	2215530000	2454.050049	0.00707481895699
2010-04-12	2455.399902	2463.169922	2450.149902	2457.870117	2161650000	2457.870117	0.00155663817922
2010-04-13	2454.949951	2467.939941	2445.26001	2465.98999	2665420000	2465.98999	0.00330362167791
2010-04-14	2481.800049	2504.860107	2480.429932	2504.860107	3143270000	2504.860107	0.015762479636
2010-04-15	2503.409912	2517.820068	2502.51001	2515.689941	2840660000	2515.689941	0.0043235284756
2010-04-16	2505.379883	2510.060059	2467.679932	2481.26001	2960950000	2481.26001	-0.0136860788919
2010-04-19	2477.800049	2487.669922	2451.719971	2480.110107	2223650000	2480.110107	-0.000463435107714
2010-04-20	2492.719971	2501.25	2480.699951	2500.310059	2157100000	2500.310059	0.00814478032366
2010-04-21	2506.610107	2510.5	2490.189941	2504.610107	2715900000	2504.610107	0.00171980590348
2010-04-22	2483.52002	2521.02002	2468.26001	2519.070068	2800840000	2519.070068	0.00577333811741
2010-04-23	2514.850098	2530.149902	2507.600098	2530.149902	2517010000	2530.149902	0.00439838261776
2010-04-26	2529.850098	2535.280029	2521.51001	2522.949951	2491040000	2522.949951	-0.00284566182988
2010-04-27	2512.580078	2525.699951	2466.530029	2471.469971	2864810000	2471.469971	-0.0204046774608
2010-04-28	2483.030029	2484.149902	2456.629883	2471.72998	2755190000	2471.72998	0.000105204191453
2010-04-29	2487.330078	2513.689941	2483.5	2511.919922	3069640000	2511.919922	0.0162598432374
2010-04-30	2509.98999	2514.370117	2461.090088	2461.189941	2841130000	2461.189941	-0.0201956999328
2010-05-03	2472.320068	2503.0	2472.320068	2498.73999	2398370000	2498.73999	0.0152568675723
2010-05-04	2465.550049	2465.550049	2411.280029	2424.25	3052590000	2424.25	-0.0298110208738
2010-05-05	2395.209961	2421.050049	2382.070068	2402.290039	3041480000	2402.290039	-0.00905845560483
2010-05-06	2391.209961	2407.790039	2185.75	2319.639893	4553600000	2319.639893	-0.0344047324254
2010-05-07	2308.709961	2330.649902	2228.060059	2265.639893	4227720000	2265.639893	-0.023279475475
2010-05-10	2365.969971	2379.870117	2349.399902	2374.669922	2871800000	2374.669922	0.0481232826703
2010-05-11	2347.699951	2405.26001	2345.5	2375.310059	2548840000	2375.310059	0.000269568833154
2010-05-12	2388.639893	2426.469971	2384.689941	2425.02002	2351900000	2425.02002	0.0209277777491
2010-05-13	2416.360107	2434.290039	2387.590088	2394.360107	2375250000	2394.360107	-0.012643158715
2010-05-14	2373.879883	2374.530029	2323.629883	2346.850098	2653020000	2346.850098	-0.0198424659938
2010-05-17	2352.77002	2364.649902	2304.280029	2354.22998	2434480000	2354.22998	0.00314459027711
2010-05-18	2372.840088	2374.909912	2309.219971	2317.26001	2490310000	2317.26001	-0.015703635717
2010-05-19	2307.780029	2324.98999	2270.620117	2298.370117	2646160000	2298.370117	-0.00815182280732
2010-05-20	2245.560059	2253.040039	2203.5	2204.01001	3420420000	2204.01001	-0.0410552270507
2010-05-21	2169.580078	2243.0	2165.790039	2229.040039	3389670000	2229.040039	0.0113565858986
2010-05-24	2220.600098	2244.669922	2212.370117	2213.550049	2150020000	2213.550049	-0.0069491753082
2010-05-25	2157.449951	2211.939941	2140.530029	2210.949951	2946380000	2210.949951	-0.0011746280601
2010-05-26	2226.23999	2257.330078	2190.439941	2195.879883	3077300000	2195.879883	-0.00681610544517
2010-05-27	2244.820068	2278.370117	2239.719971	2277.679932	2408220000	2277.679932	0.0372516045314
2010-05-28	2275.189941	2277.100098	2241.52002	2257.040039	2165590000	2257.040039	-0.00906180570414
2010-06-01	2244.790039	2277.389893	2220.889893	2222.330078	2167810000	2222.330078	-0.0153785313509
2010-06-02	2234.590088	2281.070068	2221.070068	2281.070068	2190140000	2281.070068	0.0264317126342
2010-06-03	2285.76001	2307.469971	2274.879883	2303.030029	2249050000	2303.030029	0.00962704360031
2010-06-04	2257.050049	2278.580078	2212.300049	2219.169922	2342480000	2219.169922	-0.03641294553
2010-06-07	2226.600098	2232.889893	2172.25	2173.899902	2256670000	2173.899902	-0.0203995284684
2010-06-08	2176.070068	2183.100098	2139.459961	2170.570068	2696580000	2170.570068	-0.00153173289945
2010-06-09	2184.780029	2208.649902	2152.669922	2158.850098	2325060000	2158.850098	-0.00539948936585
2010-06-10	2188.709961	2219.649902	2185.97998	2218.709961	2187840000	2218.709961	0.027727660691
2010-06-11	2199.399902	2243.600098	2196.909912	2243.600098	1877120000	2243.600098	0.011218292358
2010-06-14	2263.659912	2278.959961	2242.0	2243.959961	1951910000	2243.959961	0.000160395339758
2010-06-15	2256.47998	2307.97998	2256.439941	2305.879883	2289060000	2305.879883	0.0275940404803
2010-06-16	2293.560059	2317.75	2290.26001	2305.929932	1936400000	2305.929932	2.17049467188e-05
2010-06-17	2316.590088	2318.27002	2288.590088	2307.159912	1821680000	2307.159912	0.000533398687849
2010-06-18	2308.939941	2321.98999	2301.47998	2309.800049	2037230000	2309.800049	0.00114432336756
2010-06-21	2341.110107	2341.110107	2277.72998	2289.090088	1910700000	2289.090088	-0.00896612718013
2010-06-22	2296.830078	2313.719971	2259.590088	2261.800049	1934450000	2261.800049	-0.0119217846179
2010-06-23	2264.409912	2271.73999	2236.98999	2254.22998	1929450000	2254.22998	-0.00334692229021
2010-06-24	2246.199951	2247.419922	2213.5	2217.419922	2064360000	2217.419922	-0.0163293267886
2010-06-25	2224.72998	2240.879883	2205.919922	2223.47998	3540350000	2223.47998	0.00273293206211
2010-06-28	2227.429932	2241.639893	2208.370117	2220.649902	1876740000	2220.649902	-0.00127281469834
2010-06-29	2183.919922	2185.300049	2122.669922	2135.179932	2827090000	2135.179932	-0.038488718966
2010-06-30	2134.030029	2153.360107	2105.26001	2109.23999	2221560000	2109.23999	-0.0121488318672
2010-07-01	2110.75	2117.939941	2061.139893	2101.360107	2717070000	2101.360107	-0.00373588735154
2010-07-02	2105.5	2110.659912	2077.709961	2091.790039	1672320000	2091.790039	-0.0045542256028
2010-07-06	2122.280029	2136.300049	2077.77002	2093.879883	2173030000	2093.879883	0.000999069677662
2010-07-07	2099.659912	2159.790039	2098.110107	2159.469971	2199500000	2159.469971	0.03132466601
2010-07-08	2174.959961	2181.300049	2150.189941	2175.399902	2034030000	2175.399902	0.00737677819739
2010-07-09	2174.199951	2196.949951	2170.76001	2196.449951	1592610000	2196.449951	0.00967640431566
2010-07-12	2194.120117	2213.389893	2183.52002	2198.360107	1767970000	2198.360107	0.000869656055277
2010-07-13	2221.25	2248.159912	2212.969971	2242.030029	2278480000	2242.030029	0.0198647718638
2010-07-14	2246.98999	2260.330078	2235.149902	2249.840088	2213010000	2249.840088	0.00348347653643
2010-07-15	2247.76001	2253.330078	2218.919922	2249.080078	2011600000	2249.080078	-0.000337806230787
2010-07-16	2231.709961	2236.659912	2177.51001	2179.050049	2195150000	2179.050049	-0.0311371879041
2010-07-19	2185.810059	2201.290039	2171.199951	2198.22998	1735090000	2198.22998	0.00880196900884
2010-07-20	2165.350098	2222.610107	2159.949951	2222.48999	1933270000	2222.48999	0.0110361564626
2010-07-21	2236.129883	2236.370117	2183.219971	2187.330078	2222030000	2187.330078	-0.0158200541547
2010-07-22	2216.040039	2251.419922	2216.040039	2245.889893	2213220000	2245.889893	0.0267722807769
2010-07-23	2234.340088	2269.469971	2227.5	2269.469971	2410600000	2269.469971	0.0104992137297
2010-07-26	2271.620117	2296.429932	2262.959961	2296.429932	2164280000	2296.429932	0.0118794085599
2010-07-27	2306.620117	2307.600098	2280.719971	2288.25	2065390000	2288.25	-0.00356202115554
2010-07-28	2284.620117	2292.23999	2257.76001	2264.560059	1848520000	2264.560059	-0.010352863979
2010-07-29	2279.070068	2282.939941	2228.52002	2251.689941	2324590000	2251.689941	-0.00568327519019
2010-07-30	2227.290039	2264.810059	2218.610107	2254.699951	2138610000	2254.699951	0.00133677818833
2010-08-02	2283.320068	2299.23999	2274.27002	2295.360107	1953200000	2295.360107	0.0180335108368
2010-08-03	2291.75	2295.030029	2272.330078	2283.52002	1997030000	2283.52002	-0.00515826992196
2010-08-04	2291.090088	2305.070068	2283.209961	2303.570068	2021980000	2303.570068	0.00878032503521
2010-08-05	2291.219971	2298.860107	2281.679932	2293.060059	1774300000	2293.060059	-0.0045624872219
2010-08-06	2267.419922	2291.149902	2253.919922	2288.469971	1876630000	2288.469971	-0.0020017303873
2010-08-09	2298.810059	2309.429932	2289.030029	2305.689941	1614580000	2305.689941	0.00752466504617
2010-08-10	2280.060059	2290.51001	2261.5	2277.169922	2039590000	2277.169922	-0.012369407739
2010-08-11	2236.929932	2236.929932	2204.939941	2208.629883	2274460000	2208.629883	-0.0300987810957
2010-08-12	2164.639893	2197.969971	2163.070068	2190.27002	2189680000	2190.27002	-0.00831278393058
2010-08-13	2183.090088	2190.27002	2173.47998	2173.47998	1605040000	2173.47998	-0.0076657397703
2010-08-16	2161.310059	2193.840088	2155.659912	2181.870117	1627620000	2181.870117	0.00386023201373
2010-08-17	2197.090088	2225.080078	2193.419922	2209.439941	1736870000	2209.439941	0.0126358685539
2010-08-18	2205.300049	2228.899902	2196.110107	2215.699951	1654560000	2215.699951	0.00283330172676
2010-08-19	2204.800049	2211.72998	2168.73999	2178.949951	2094800000	2178.949951	-0.0165861808064
2010-08-20	2172.26001	2182.669922	2159.540039	2179.76001	1898500000	2179.76001	0.000371765767097
2010-08-23	2188.340088	2200.52002	2159.439941	2159.629883	1665900000	2159.629883	-0.00923501986808
2010-08-24	2131.0	2144.199951	2113.709961	2123.76001	2141650000	2123.76001	-0.0166092686911
2010-08-25	2109.149902	2148.350098	2102.26001	2141.540039	2019480000	2141.540039	0.00837195771475
2010-08-26	2148.48999	2154.320068	2116.820068	2118.689941	1804510000	2118.689941	-0.0106699373273
2010-08-27	2134.159912	2154.98999	2099.290039	2153.629883	2134550000	2153.629883	0.016491295552
2010-08-30	2145.76001	2154.469971	2119.929932	2119.969971	1585200000	2119.969971	-0.0156293856552
2010-08-31	2109.76001	2128.899902	2101.52002	2114.030029	2084110000	2114.030029	-0.00280189912181
2010-09-01	2142.75	2177.5	2141.949951	2176.840088	2133970000	2176.840088	0.0297110533618
2010-09-02	2178.98999	2200.01001	2173.709961	2200.01001	1680590000	2200.01001	0.0106438328326
2010-09-03	2227.959961	2235.570068	2213.560059	2233.75	1647790000	2233.75	0.0153362893108
2010-09-07	2227.26001	2231.280029	2206.620117	2208.889893	1685240000	2208.889893	-0.0111293148293
2010-09-08	2216.070068	2237.419922	2215.899902	2228.870117	2018210000	2228.870117	0.00904536892641
2010-09-09	2251.090088	2251.97998	2229.800049	2236.199951	1706650000	2236.199951	0.00328858731789
2010-09-10	2239.080078	2246.600098	2229.120117	2242.47998	1692470000	2242.47998	0.00280834859923
2010-09-13	2263.800049	2289.48999	2263.689941	2285.709961	1937630000	2285.709961	0.0192777556034
2010-09-14	2281.310059	2302.570068	2274.570068	2289.77002	2079030000	2289.77002	0.00177627917333
2010-09-15	2283.169922	2304.600098	2276.320068	2301.320068	2067130000	2301.320068	0.00504419566119
2010-09-16	2297.51001	2304.949951	2288.709961	2303.25	1809280000	2303.25	0.000838619550073
2010-09-17	2318.419922	2320.370117	2301.820068	2315.610107	2432480000	2315.610107	0.0053663766417
2010-09-20	2322.800049	2358.899902	2317.889893	2355.830078	1989520000	2355.830078	0.0173690600496
2010-09-21	2355.27002	2366.76001	2341.820068	2349.350098	2125100000	2349.350098	-0.00275061434206
2010-09-22	2339.909912	2355.909912	2323.550049	2334.550049	2170210000	2334.550049	-0.00629963538112
2010-09-23	2316.709961	2353.790039	2316.110107	2327.080078	1923110000	2327.080078	-0.00319974763582
2010-09-24	2356.26001	2381.219971	2353.5	2381.219971	1993380000	2381.219971	0.0232651611398
2010-09-27	2379.72998	2386.01001	2368.649902	2369.77002	1873120000	2369.77002	-0.00480843901002
2010-09-28	2373.129883	2383.669922	2339.5	2379.590088	2125730000	2379.590088	0.00414389072236
2010-09-29	2372.370117	2382.149902	2366.189941	2376.560059	2077930000	2376.560059	-0.00127334073851
2010-09-30	2390.959961	2400.060059	2354.219971	2368.620117	2418300000	2368.620117	-0.00334093892133
2010-10-01	2386.820068	2389.449951	2359.320068	2370.75	1932650000	2370.75	0.00089920835541
2010-10-04	2362.25	2370.870117	2332.459961	2344.52002	1901980000	2344.52002	-0.0110640008436
2010-10-05	2368.52002	2402.419922	2366.060059	2399.830078	2203470000	2399.830078	0.0235912073807
2010-10-06	2395.159912	2399.129883	2368.429932	2380.659912	2103800000	2380.659912	-0.00798813473326
2010-10-07	2391.629883	2392.73999	2368.25	2383.669922	1846240000	2383.669922	0.00126435951008
2010-10-08	2384.76001	2406.669922	2370.530029	2401.909912	2000980000	2401.909912	0.00765206198713
2010-10-11	2403.459961	2413.030029	2397.570068	2402.330078	1539990000	2402.330078	0.000174929957989
2010-10-12	2397.699951	2421.790039	2379.389893	2417.919922	1960920000	2417.919922	0.00648946793064
2010-10-13	2432.550049	2452.540039	2426.52002	2441.22998	2294450000	2441.22998	0.00964054176812
2010-10-14	2441.209961	2445.850098	2422.070068	2435.379883	2014540000	2435.379883	-0.00239637274977
2010-10-15	2461.699951	2468.77002	2438.030029	2468.77002	2232810000	2468.77002	0.0137104429716
2010-10-18	2470.120117	2480.949951	2462.550049	2480.659912	1724710000	2480.659912	0.00481611972913
2010-10-19	2442.209961	2462.939941	2422.139893	2436.949951	2241840000	2436.949951	-0.0176202956272
2010-10-20	2443.199951	2469.719971	2441.070068	2457.389893	2016770000	2457.389893	0.00838750996573
2010-10-21	2470.719971	2482.139893	2436.340088	2459.669922	2135480000	2459.669922	0.00092782549749
2010-10-22	2461.600098	2479.389893	2459.429932	2479.389893	1648180000	2479.389893	0.00801732412289
2010-10-25	2491.620117	2507.030029	2490.110107	2490.850098	1746320000	2490.850098	0.00462218751168
2010-10-26	2476.51001	2503.030029	2470.120117	2497.290039	1914350000	2497.290039	0.00258543900541
2010-10-27	2484.090088	2505.350098	2478.01001	2503.26001	2013240000	2503.26001	0.00239057975116
2010-10-28	2516.159912	2516.199951	2489.76001	2507.370117	1998340000	2507.370117	0.00164190175355
2010-10-29	2505.98999	2517.5	2505.860107	2507.409912	2068700000	2507.409912	1.58712109273e-05
2010-11-01	2520.449951	2532.370117	2491.459961	2504.840088	1904790000	2504.840088	-0.00102489185661
2010-11-02	2525.939941	2534.879883	2518.290039	2533.52002	1914980000	2533.52002	0.0114498055734
2010-11-03	2532.830078	2541.419922	2511.310059	2540.27002	1990410000	2540.27002	0.002664277348
2010-11-04	2569.27002	2579.620117	2564.050049	2577.340088	2492050000	2577.340088	0.0145929636252
2010-11-05	2577.629883	2582.179932	2568.780029	2578.97998	2092850000	2578.97998	0.000636273034993
2010-11-08	2570.860107	2583.300049	2566.780029	2580.050049	1799330000	2580.050049	0.000414919467502
2010-11-09	2587.080078	2592.939941	2552.929932	2562.97998	2157370000	2562.97998	-0.0066161774678
2010-11-10	2564.310059	2578.780029	2545.459961	2578.780029	1998930000	2578.780029	0.00616471807166
2010-11-11	2534.23999	2559.98999	2524.120117	2555.52002	2559980000	2555.52002	-0.00901977242666
2010-11-12	2540.469971	2552.23999	2506.399902	2518.209961	2191790000	2518.209961	-0.0145997913176
2010-11-15	2529.02002	2534.560059	2512.290039	2513.820068	1852210000	2513.820068	-0.00174325932626
2010-11-16	2494.209961	2503.290039	2459.790039	2469.840088	2234090000	2469.840088	-0.0174952776294
2010-11-17	2471.27002	2486.159912	2467.189941	2476.01001	1816260000	2476.01001	0.00249810586118
2010-11-18	2504.409912	2526.830078	2502.5	2514.399902	2046660000	2514.399902	0.0155047402252
2010-11-19	2510.790039	2520.939941	2499.919922	2518.120117	1839670000	2518.120117	0.00147956377068
2010-11-22	2509.389893	2532.02002	2501.300049	2532.02002	1850570000	2532.02002	0.0055199523272
2010-11-23	2504.209961	2510.090088	2483.159912	2494.949951	1892260000	2494.949951	-0.0146405118076
2010-11-24	2519.889893	2545.409912	2519.889893	2543.120117	1634640000	2543.120117	0.0193070670539
2010-11-26	2525.909912	2541.48999	2522.399902	2534.560059	623980000	2534.560059	-0.00336596684631
2010-11-29	2522.23999	2531.030029	2496.830078	2525.219971	1683260000	2525.219971	-0.00368509239575
2010-11-30	2497.120117	2510.709961	2488.610107	2498.22998	2317480000	2498.22998	-0.0106881742224
2010-12-01	2535.189941	2558.290039	2535.189941	2549.429932	2109940000	2549.429932	0.0204944910636
2010-12-02	2553.679932	2580.590088	2551.820068	2579.350098	2038130000	2579.350098	0.0117360220904
2010-12-03	2569.02002	2593.679932	2567.879883	2591.459961	1810400000	2591.459961	0.0046949280012
2010-12-06	2591.280029	2599.189941	2584.090088	2594.919922	1617030000	2594.919922	0.0013351396711
2010-12-07	2623.149902	2623.600098	2597.449951	2598.48999	1906290000	2598.48999	0.00137579120255
2010-12-08	2604.570068	2612.370117	2592.889893	2609.159912	1763460000	2609.159912	0.00410620092479
2010-12-09	2623.149902	2624.840088	2606.23999	2616.669922	1924980000	2616.669922	0.00287832492193
2010-12-10	2623.280029	2639.409912	2615.419922	2637.540039	1736730000	2637.540039	0.00797583096918
2010-12-13	2645.350098	2645.790039	2624.560059	2624.909912	1835330000	2624.909912	-0.00478860104993
2010-12-14	2631.340088	2636.850098	2621.050049	2627.719971	1853270000	2627.719971	0.00107053540663
2010-12-15	2625.810059	2643.110107	2613.149902	2617.219971	1863980000	2617.219971	-0.00399585957251
2010-12-16	2620.560059	2639.679932	2613.719971	2637.310059	1735290000	2637.310059	0.00767611749207
2010-12-17	2643.350098	2651.350098	2637.080078	2642.969971	2421830000	2642.969971	0.00214609275109
2010-12-20	2651.97998	2658.800049	2634.560059	2649.560059	1707950000	2649.560059	0.00249344036153
2010-12-21	2658.939941	2669.01001	2655.949951	2667.610107	1647550000	2667.610107	0.00681246984332
2010-12-22	2669.0	2675.26001	2666.629883	2671.47998	1614040000	2671.47998	0.00145068913551
2010-12-23	2667.419922	2671.629883	2661.169922	2665.600098	1270290000	2665.600098	-0.00220098299221
2010-12-27	2657.090088	2670.570068	2645.379883	2667.27002	1097100000	2667.27002	0.000626471315503
2010-12-28	2671.850098	2673.02002	2658.209961	2662.879883	1130200000	2662.879883	-0.00164592897123
2010-12-29	2667.179932	2671.22998	2664.51001	2666.929932	1122150000	2666.929932	0.00152092815972
2010-12-30	2665.679932	2671.110107	2661.830078	2662.97998	1074350000	2662.97998	-0.00148108578055
2010-12-31	2660.580078	2662.389893	2649.040039	2652.870117	1026600000	2652.870117	-0.00379644724178
2011-01-03	2676.649902	2704.860107	2676.340088	2691.52002	1919660000	2691.52002	0.0145690898142
2011-01-04	2699.860107	2700.879883	2663.639893	2681.25	2015440000	2681.25	-0.00381569519219
2011-01-05	2673.909912	2702.199951	2671.889893	2702.199951	2060750000	2702.199951	0.00781350153846
2011-01-06	2704.379883	2712.350098	2697.72998	2709.889893	2095490000	2709.889893	0.00284580791187
2011-01-07	2712.75	2715.959961	2676.360107	2703.169922	1976220000	2703.169922	-0.00247979484973
2011-01-10	2691.469971	2712.320068	2682.25	2707.800049	1868870000	2707.800049	0.00171285088751
2011-01-11	2719.600098	2722.75	2706.580078	2716.830078	1893100000	2716.830078	0.00333482119676
2011-01-12	2731.449951	2737.330078	2722.320068	2737.330078	1873960000	2737.330078	0.00754555839395
2011-01-13	2734.929932	2742.429932	2727.139893	2735.290039	1923900000	2735.290039	-0.00074526598615
2011-01-14	2732.47998	2755.300049	2729.620117	2755.300049	2020210000	2755.300049	0.00731549843516
2011-01-18	2744.800049	2766.169922	2744.26001	2765.850098	2020190000	2765.850098	0.00382900185547
2011-01-19	2762.810059	2764.350098	2717.790039	2725.360107	2130930000	2725.360107	-0.014639257214
2011-01-20	2712.399902	2714.100098	2686.590088	2704.290039	2323250000	2704.290039	-0.0077311133842
2011-01-21	2716.919922	2722.73999	2688.530029	2689.540039	1916960000	2689.540039	-0.00545429661289
2011-01-24	2693.030029	2719.72998	2687.969971	2717.550049	1871300000	2717.550049	0.0104144238769
2011-01-25	2704.25	2719.340088	2697.51001	2719.25	1936120000	2719.25	0.000625545424867
2011-01-26	2724.52002	2746.030029	2717.629883	2739.5	2031410000	2739.5	0.00744690631608
2011-01-27	2745.159912	2763.639893	2740.300049	2755.280029	2020550000	2755.280029	0.00576018580033
2011-01-28	2755.280029	2755.280029	2679.570068	2686.889893	2371140000	2686.889893	-0.0248214828548
2011-01-31	2693.300049	2706.300049	2676.870117	2700.080078	1952310000	2700.080078	0.00490909025873
2011-02-01	2717.610107	2755.969971	2716.639893	2751.189941	2255990000	2751.189941	0.0189290174823
2011-02-02	2744.679932	2758.51001	2743.76001	2749.560059	2024600000	2749.560059	-0.000592428016587
2011-02-03	2746.73999	2757.540039	2725.780029	2753.879883	1941260000	2753.879883	0.00157109643263
2011-02-04	2755.850098	2769.699951	2747.860107	2769.300049	1956710000	2769.300049	0.00559943303816
