Date	Open_AXJO	High_AXJO	Low_AXJO	Close_AXJO	Volume_AXJO	AdjClose_AXJO	Return_AXJO
2010-03-02	4694.399902	4716.200195	4683.5	4701.899902	0	4701.899902	0.00328601344287
2010-03-03	4708.799805	4745.700195	4706.299805	4735.700195	0	4735.700195	0.00718864580371
2010-03-04	4743.200195	4750.700195	4724.799805	4750.5	0	4750.5	0.00312515665912
2010-03-05	4753.399902	4780.399902	4750.200195	4767.200195	0	4767.200195	0.00351546047784
2010-03-08	4787.799805	4828.5	4787.799805	4807.899902	0	4807.899902	0.00853744448213
2010-03-09	4806.100098	4828.100098	4791.100098	4820.100098	0	4820.100098	0.00253753119838
2010-03-10	4818.600098	4837.600098	4804.299805	4820.0	0	4820.0	-2.07667886485e-05
2010-03-11	4821.399902	4840.100098	4805.399902	4814.200195	0	4814.200195	-0.00120327904564
2010-03-12	4814.299805	4835.899902	4812.200195	4818.100098	0	4818.100098	0.000810083262439
2010-03-15	4820.600098	4836.0	4784.100098	4784.100098	0	4784.100098	-0.00705672346121
2010-03-16	4785.600098	4806.399902	4781.100098	4797.200195	0	4797.200195	0.00273825729639
2010-03-17	4806.0	4853.200195	4806.0	4853.200195	0	4853.200195	0.0116734757199
2010-03-18	4860.600098	4874.399902	4846.799805	4863.100098	0	4863.100098	0.00203987113703
2010-03-19	4862.600098	4875.799805	4854.600098	4872.200195	0	4872.200195	0.00187125430623
2010-03-22	4857.200195	4857.5	4826.899902	4830.200195	0	4830.200195	-0.00862033543759
2010-03-23	4839.600098	4882.399902	4839.200195	4874.799805	0	4874.799805	0.00923349099405
2010-03-24	4885.399902	4911.100098	4885.399902	4891.5	0	4891.5	0.00342582170921
2010-03-25	4883.0	4890.799805	4871.899902	4885.399902	0	4885.399902	-0.00124708126342
2010-03-26	4878.600098	4896.899902	4834.799805	4896.899902	0	4896.899902	0.00235395264066
2010-03-29	4902.5	4912.0	4890.399902	4897.299805	0	4897.299805	8.16645240873e-05
2010-03-30	4908.299805	4924.200195	4904.399902	4916.799805	0	4916.799805	0.00398178604056
2010-03-31	4911.600098	4928.899902	4875.5	4875.5	0	4875.5	-0.00839973288276
2010-04-01	4880.0	4907.700195	4879.5	4907.700195	0	4907.700195	0.00660449082145
2010-04-06	4924.700195	4956.600098	4924.700195	4953.700195	0	4953.700195	0.00937302568866
2010-04-07	4953.799805	4971.299805	4953.600098	4960.899902	0	4960.899902	0.0014533998257
2010-04-08	4944.299805	4944.899902	4930.799805	4937.899902	0	4937.899902	-0.00463625560974
2010-04-09	4943.700195	4958.399902	4940.799805	4948.100098	0	4948.100098	0.00206569517456
2010-04-12	4957.5	4986.100098	4957.5	4984.299805	0	4984.299805	0.00731588009196
2010-04-13	4978.600098	4978.600098	4944.5	4951.600098	0	4951.600098	-0.00656054175698
2010-04-14	4958.299805	4996.799805	4957.600098	4994.700195	0	4994.700195	0.00870427662715
2010-04-15	5003.299805	5025.100098	5000.799805	5001.899902	0	5001.899902	0.00144146930124
2010-04-16	4999.0	5002.200195	4973.399902	4984.700195	0	4984.700195	-0.00343863478618
2010-04-19	4965.399902	4965.399902	4909.399902	4915.100098	0	4915.100098	-0.0139627448547
2010-04-20	4914.200195	4944.899902	4914.200195	4925.799805	0	4925.799805	0.00217690520776
2010-04-21	4926.899902	4970.200195	4926.200195	4954.299805	0	4954.299805	0.00578586242402
2010-04-22	4942.600098	4942.600098	4887.799805	4907.399902	0	4907.399902	-0.00946650482328
2010-04-23	4903.799805	4903.899902	4875.799805	4881.5	896401500	4881.5	-0.00527772395102
2010-04-27	4886.799805	4911.899902	4872.399902	4880.0	0	4880.0	-0.000307282597562
2010-04-28	4849.100098	4851.200195	4785.399902	4822.799805	0	4822.799805	-0.0117213514344
2010-04-29	4817.700195	4818.700195	4779.299805	4785.600098	0	4785.600098	-0.0077133010915
2010-04-30	4793.299805	4822.700195	4792.5	4807.399902	0	4807.399902	0.00455529161517
2010-05-03	4782.799805	4788.799805	4753.399902	4785.5	0	4785.5	-0.00455545668062
2010-05-04	4779.0	4804.5	4737.100098	4737.100098	0	4737.100098	-0.0101138652178
2010-05-05	4713.299805	4713.299805	4641.399902	4674.0	0	4674.0	-0.0133204063023
2010-05-06	4654.399902	4654.399902	4570.600098	4573.200195	0	4573.200195	-0.0215660686778
2010-05-07	4542.0	4551.0	4427.299805	4480.700195	0	4480.700195	-0.0202265363544
2010-05-10	4497.200195	4599.799805	4497.200195	4599.799805	0	4599.799805	0.0265805800024
2010-05-11	4607.700195	4630.700195	4548.0	4548.0	0	4548.0	-0.0112613172738
2010-05-12	4555.200195	4612.799805	4550.899902	4573.0	0	4573.0	0.00549692172383
2010-05-13	4588.799805	4652.799805	4588.299805	4652.799805	0	4652.799805	0.0174502088345
2010-05-14	4639.600098	4639.799805	4596.200195	4611.100098	0	4611.100098	-0.00896228265725
2010-05-17	4587.600098	4587.600098	4467.200195	4467.200195	0	4467.200195	-0.0312072824145
2010-05-18	4479.600098	4503.299805	4445.899902	4470.700195	0	4470.700195	0.000783488504482
2010-05-19	4456.399902	4458.399902	4387.100098	4387.100098	0	4387.100098	-0.0186995533929
2010-05-20	4391.5	4404.600098	4316.5	4316.5	0	4316.5	-0.0160926572047
2010-05-21	4287.600098	4308.0	4175.700195	4305.399902	0	4305.399902	-0.0025715505618
2010-05-24	4319.899902	4395.399902	4303.100098	4395.399902	0	4395.399902	0.0209039815229
2010-05-25	4375.299805	4375.299805	4265.299805	4265.299805	0	4265.299805	-0.0295991490878
2010-05-26	4295.200195	4365.600098	4295.200195	4307.200195	0	4307.200195	0.00982355096138
2010-05-27	4313.799805	4379.200195	4293.0	4379.200195	0	4379.200195	0.0167161953799
2010-05-28	4397.200195	4460.799805	4397.200195	4457.5	0	4457.5	0.0178799327533
2010-05-31	4447.700195	4453.399902	4427.5	4429.700195	0	4429.700195	-0.00623663600673
2010-06-01	4430.600098	4430.600098	4383.799805	4413.100098	0	4413.100098	-0.00374745383869
2010-06-02	4403.200195	4428.700195	4374.200195	4381.0	0	4381.0	-0.00727382050875
2010-06-03	4404.100098	4489.100098	4403.899902	4486.0	0	4486.0	0.0239671307921
2010-06-04	4471.0	4471.0	4430.700195	4449.399902	0	4449.399902	-0.00815873785109
2010-06-07	4410.399902	4410.399902	4299.799805	4325.899902	0	4325.899902	-0.0277565520565
2010-06-08	4323.299805	4385.5	4323.0	4381.200195	0	4381.200195	0.0127835350454
2010-06-09	4386.399902	4390.0	4354.600098	4385.299805	0	4385.299805	0.000935727612876
2010-06-10	4385.600098	4445.899902	4385.600098	4435.299805	0	4435.299805	0.011401729009
2010-06-11	4457.399902	4506.700195	4457.399902	4505.5	0	4505.5	0.0158276098768
2010-06-15	4505.399902	4517.200195	4490.899902	4505.0	0	4505.0	-0.00011097547442
2010-06-17	4556.399902	4563.299805	4514.899902	4527.299805	0	4527.299805	0.00495001220866
2010-06-18	4526.700195	4561.5	4526.0	4551.899902	0	4551.899902	0.00543372386623
2010-06-21	4568.0	4622.0	4566.899902	4612.600098	0	4612.600098	0.0133351341872
2010-06-22	4604.200195	4604.200195	4557.700195	4558.299805	0	4558.299805	-0.0117721657734
2010-06-23	4543.399902	4544.5	4486.100098	4486.100098	0	4486.100098	-0.0158391747118
2010-06-24	4503.700195	4519.200195	4478.799805	4479.700195	0	4479.700195	-0.00142660726693
2010-06-25	4467.200195	4467.200195	4409.299805	4413.0	0	4413.0	-0.0148894327961
2010-06-28	4419.700195	4433.399902	4369.600098	4384.5	0	4384.5	-0.00645819170632
2010-06-29	4380.799805	4410.5	4343.399902	4345.700195	0	4345.700195	-0.00884931120994
2010-06-30	4318.700195	4319.0	4249.5	4301.5	0	4301.5	-0.0101710180216
2010-07-01	4284.600098	4285.799805	4214.700195	4237.5	0	4237.5	-0.0148785307451
2010-07-02	4249.700195	4281.600098	4222.700195	4238.700195	0	4238.700195	0.000283231858407
2010-07-05	4239.700195	4260.100098	4217.100098	4222.100098	0	4222.100098	-0.00391631779468
2010-07-06	4215.100098	4276.100098	4182.299805	4276.100098	0	4276.100098	0.0127898436197
2010-07-07	4280.399902	4290.799805	4234.299805	4254.600098	0	4254.600098	-0.00502794591035
2010-07-08	4278.0	4356.899902	4277.700195	4356.899902	0	4356.899902	0.0240445169096
2010-07-09	4359.799805	4397.5	4350.299805	4396.299805	0	4396.299805	0.00904310493383
2010-07-12	4396.700195	4419.700195	4386.200195	4409.899902	0	4409.899902	0.00309353265319
2010-07-13	4402.700195	4429.100098	4380.299805	4380.299805	0	4380.299805	-0.00671219248913
2010-07-14	4401.299805	4462.399902	4400.200195	4462.399902	0	4462.399902	0.0187430314487
2010-07-15	4456.600098	4465.600098	4427.100098	4442.600098	0	4442.600098	-0.00443703039504
2010-07-16	4443.5	4458.700195	4413.5	4422.700195	0	4422.700195	-0.00447933700109
2010-07-19	4404.200195	4404.200195	4345.200195	4358.299805	0	4358.299805	-0.0145613284104
2010-07-20	4363.700195	4416.0	4361.100098	4403.600098	0	4403.600098	0.0103940286412
2010-07-21	4416.600098	4435.600098	4402.100098	4412.700195	0	4412.700195	0.00206651303422
2010-07-22	4410.200195	4414.299805	4374.700195	4374.700195	0	4374.700195	-0.00861150731315
2010-07-23	4394.399902	4472.299805	4394.200195	4458.399902	0	4458.399902	0.0191326727019
2010-07-26	4466.700195	4503.100098	4466.600098	4486.100098	0	4486.100098	0.00621303530614
2010-07-27	4489.799805	4520.299805	4486.799805	4497.399902	0	4497.399902	0.00251884794212
2010-07-28	4497.899902	4530.600098	4487.200195	4529.899902	0	4529.899902	0.00722639763156
2010-07-29	4528.899902	4531.600098	4503.600098	4524.100098	0	4524.100098	-0.00128033822501
2010-07-30	4518.100098	4519.0	4480.600098	4493.5	0	4493.5	-0.00676379773594
2010-08-02	4495.100098	4541.600098	4494.299805	4541.600098	0	4541.600098	0.0107043725381
2010-08-03	4558.100098	4584.100098	4554.0	4571.600098	0	4571.600098	0.00660560140758
2010-08-04	4568.899902	4569.0	4541.600098	4542.100098	0	4542.100098	-0.00645288287856
2010-08-05	4550.100098	4580.5	4549.799805	4566.5	0	4566.5	0.00537194281798
2010-08-06	4564.0	4566.100098	4545.200195	4566.100098	0	4566.100098	-8.75729771159e-05
2010-08-09	4559.5	4598.700195	4540.100098	4594.899902	0	4594.899902	0.00630730894678
2010-08-10	4592.799805	4597.0	4538.399902	4540.700195	0	4540.700195	-0.0117956230072
2010-08-11	4531.200195	4531.899902	4455.5	4455.5	0	4455.5	-0.0187636688927
2010-08-12	4436.799805	4436.799805	4382.100098	4400.899902	0	4400.899902	-0.0122545388845
2010-08-13	4401.700195	4459.600098	4393.299805	4459.600098	0	4459.600098	0.01333822566
2010-08-16	4448.700195	4450.799805	4402.600098	4438.5	0	4438.5	-0.00473138791289
2010-08-17	4438.399902	4486.100098	4423.899902	4477.0	0	4477.0	0.0086741016109
2010-08-18	4460.799805	4494.899902	4459.700195	4474.899902	0	4474.899902	-0.000469085995086
2010-08-19	4467.299805	4479.0	4454.899902	4479.0	0	4479.0	0.00091624351154
2010-08-20	4466.399902	4467.299805	4409.5	4430.899902	0	4430.899902	-0.0107390261219
2010-08-23	4433.0	4439.399902	4418.200195	4429.0	0	4429.0	-0.000428784680769
2010-08-24	4421.899902	4421.899902	4378.0	4381.299805	0	4381.299805	-0.0107699695191
2010-08-25	4369.0	4369.100098	4313.899902	4320.100098	0	4320.100098	-0.0139683905973
2010-08-26	4324.5	4356.0	4320.299805	4356.0	0	4356.0	0.00830996995107
2010-08-27	4348.0	4379.0	4330.200195	4370.100098	0	4370.100098	0.00323693709826
2010-08-30	4381.200195	4456.399902	4379.5	4452.700195	0	4452.700195	0.0189011910821
2010-08-31	4438.799805	4442.5	4403.899902	4404.200195	0	4404.200195	-0.0108922671359
2010-09-01	4413.299805	4501.799805	4413.299805	4495.700195	0	4495.700195	0.0207756223488
2010-09-02	4513.399902	4552.700195	4513.399902	4532.700195	0	4532.700195	0.00823008617015
2010-09-03	4536.899902	4558.700195	4527.299805	4541.200195	0	4541.200195	0.00187526190446
2010-09-06	4547.200195	4575.5	4544.200195	4575.5	0	4575.5	0.00755302640869
2010-09-07	4570.299805	4588.799805	4555.299805	4573.200195	0	4573.200195	-0.000502634684734
2010-09-08	4560.600098	4568.0	4532.600098	4537.200195	0	4537.200195	-0.00787194928386
2010-09-09	4542.700195	4593.0	4542.299805	4582.200195	0	4582.200195	0.00991801068192
2010-09-10	4583.200195	4598.5	4560.299805	4560.299805	0	4560.299805	-0.00477944853302
2010-09-13	4575.200195	4622.700195	4574.0	4614.899902	0	4614.899902	0.0119729183025
2010-09-14	4623.100098	4649.100098	4622.700195	4626.5	0	4626.5	0.00251361854999
2010-09-15	4627.200195	4670.100098	4627.100098	4661.5	0	4661.5	0.00756511401708
2010-09-16	4661.799805	4667.600098	4603.600098	4605.299805	0	4605.299805	-0.0120562469162
2010-09-17	4614.299805	4648.200195	4614.299805	4638.899902	0	4638.899902	0.00729596300409
2010-09-20	4633.399902	4633.399902	4604.799805	4631.299805	0	4631.299805	-0.00163834037392
2010-09-21	4639.299805	4664.5	4617.5	4617.5	0	4617.5	-0.0029796829359
2010-09-22	4616.200195	4641.200195	4616.200195	4625.200195	0	4625.200195	0.00166761126151
2010-09-23	4623.0	4634.799805	4609.600098	4633.600098	0	4633.600098	0.0018161166319
2010-09-24	4622.100098	4622.100098	4585.100098	4601.899902	0	4601.899902	-0.00684137502796
2010-09-27	4620.0	4681.100098	4619.600098	4675.399902	0	4675.399902	0.0159716642181
2010-09-28	4670.299805	4682.299805	4657.200195	4669.799805	0	4669.799805	-0.00119777925255
2010-09-29	4675.899902	4698.0	4643.0	4645.0	0	4645.0	-0.00531067840926
2010-09-30	4645.600098	4649.100098	4582.899902	4582.899902	0	4582.899902	-0.0133692353068
2010-10-01	4593.100098	4617.399902	4559.0	4579.200195	0	4579.200195	-0.000807285142402
2010-10-04	4587.100098	4643.899902	4587.0	4625.299805	0	4625.299805	0.0100671750605
2010-10-05	4612.799805	4620.600098	4559.200195	4606.899902	0	4606.899902	-0.00397809953424
2010-10-06	4621.600098	4693.299805	4621.600098	4686.799805	0	4686.799805	0.0173435292061
2010-10-07	4689.799805	4697.299805	4668.299805	4691.299805	0	4691.299805	0.00096014342136
2010-10-08	4684.700195	4690.700195	4666.799805	4681.399902	0	4681.399902	-0.00211026866999
2010-10-11	4686.799805	4713.0	4686.799805	4697.5	0	4697.5	0.00343916314287
2010-10-12	4690.600098	4690.799805	4617.399902	4618.200195	0	4618.200195	-0.0168812783395
2010-10-13	4626.299805	4656.799805	4619.600098	4619.899902	0	4619.899902	0.000368045326801
2010-10-14	4635.700195	4700.399902	4635.5	4699.100098	0	4699.100098	0.0171432709972
2010-10-15	4691.5	4696.299805	4660.600098	4689.0	0	4689.0	-0.00214936855767
2010-10-18	4688.799805	4688.799805	4638.700195	4651.899902	0	4651.899902	-0.00791215568351
2010-10-19	4658.299805	4681.899902	4655.700195	4655.700195	0	4655.700195	0.000816933528249
2010-10-20	4641.799805	4641.799805	4583.0	4624.899902	0	4624.899902	-0.00661560919087
2010-10-21	4636.700195	4661.399902	4622.0	4622.899902	0	4622.899902	-0.000432441791688
2010-10-22	4627.5	4648.200195	4622.299805	4648.200195	0	4648.200195	0.0054728186931
2010-10-25	4644.399902	4725.899902	4641.100098	4710.0	0	4710.0	0.0132954267044
2010-10-26	4709.399902	4711.100098	4684.600098	4687.799805	0	4687.799805	-0.00471341719745
2010-10-27	4684.799805	4698.0	4641.0	4648.100098	0	4648.100098	-0.0084687291803
2010-10-28	4657.0	4700.700195	4656.299805	4684.899902	0	4684.899902	0.00791717115039
2010-10-29	4689.299805	4691.700195	4655.600098	4661.600098	0	4661.600098	-0.00497338352737
2010-11-01	4665.700195	4705.399902	4664.799805	4698.5	753375400	4698.5	0.00791571589674
2010-11-02	4696.100098	4706.5	4676.700195	4701.399902	651733200	4701.399902	0.000617197403427
2010-11-03	4705.0	4734.899902	4701.700195	4722.600098	0	4722.600098	0.00450933688729
2010-11-04	4716.5	4756.899902	4715.100098	4745.299805	0	4745.299805	0.00480661214775
2010-11-05	4770.100098	4815.0	4769.200195	4800.600098	0	4800.600098	0.0116536984537
2010-11-08	4802.299805	4810.5	4774.5	4778.399902	0	4778.399902	-0.00462446268108
2010-11-09	4769.799805	4775.100098	4731.0	4740.700195	0	4740.700195	-0.0078896090267
2010-11-10	4740.899902	4753.799805	4686.100098	4699.799805	0	4699.799805	-0.00862749980333
2010-11-11	4704.799805	4740.200195	4704.200195	4728.600098	0	4728.600098	0.00612798293437
2010-11-12	4728.0	4732.399902	4681.600098	4692.700195	0	4692.700195	-0.00759207847058
2010-11-15	4694.600098	4714.200195	4681.299805	4688.0	0	4688.0	-0.00100159711993
2010-11-16	4697.799805	4709.5	4670.5	4700.299805	0	4700.299805	0.00262367854096
2010-11-17	4678.100098	4678.100098	4622.299805	4624.299805	0	4624.299805	-0.0161691813614
2010-11-18	4624.399902	4644.100098	4612.0	4640.200195	0	4640.200195	0.00343844272009
2010-11-19	4650.299805	4673.799805	4615.5	4629.200195	0	4629.200195	-0.00237058737506
2010-11-22	4639.200195	4672.0	4636.700195	4643.5	0	4643.5	0.00308904441321
2010-11-23	4638.899902	4640.200195	4586.799805	4589.100098	0	4589.100098	-0.0117152798536
2010-11-24	4580.5	4586.700195	4551.200195	4584.600098	0	4584.600098	-0.000980584407379
2010-11-25	4595.5	4607.200195	4583.200195	4593.399902	0	4593.399902	0.00191942673557
2010-11-26	4599.100098	4616.5	4594.0	4598.299805	0	4598.299805	0.0010667268482
2010-11-29	4594.299805	4623.5	4557.299805	4618.5	0	4618.5	0.00439297041442
2010-11-30	4616.399902	4616.399902	4584.299805	4584.399902	0	4584.399902	-0.00738337079138
2010-12-01	4581.399902	4586.799805	4557.0	4586.600098	0	4586.600098	0.000479931080847
2010-12-02	4604.700195	4686.0	4604.100098	4676.200195	0	4676.200195	0.0195351883935
2010-12-03	4687.899902	4717.100098	4682.299805	4694.200195	0	4694.200195	0.00384927916885
2010-12-06	4696.299805	4706.799805	4688.0	4688.600098	0	4688.600098	-0.00119298214123
2010-12-07	4692.100098	4737.600098	4690.899902	4726.799805	0	4726.799805	0.00814735874281
2010-12-08	4726.700195	4726.700195	4694.899902	4699.899902	0	4699.899902	-0.00569093342425
2010-12-09	4702.799805	4747.100098	4702.200195	4741.299805	0	4741.299805	0.00880867760234
2010-12-10	4739.899902	4750.0	4732.5	4745.899902	0	4745.899902	0.000970218545376
2010-12-13	4750.100098	4775.700195	4749.600098	4757.100098	0	4757.100098	0.00235997307808
2010-12-14	4760.799805	4773.0	4755.799805	4766.899902	0	4766.899902	0.00206003737532
2010-12-15	4766.899902	4781.899902	4757.100098	4767.799805	0	4767.799805	0.000188781601985
2010-12-16	4764.700195	4784.299805	4754.700195	4784.0	0	4784.0	0.00339783456994
2010-12-17	4783.700195	4783.700195	4763.100098	4763.100098	0	4763.100098	-0.00436870861204
2010-12-20	4763.600098	4778.5	4736.600098	4736.600098	0	4736.600098	-0.00556360342104
2010-12-21	4742.100098	4782.399902	4741.899902	4771.899902	0	4771.899902	0.00745256159896
2010-12-22	4776.200195	4786.0	4768.399902	4778.399902	0	4778.399902	0.0013621408943
2010-12-23	4779.600098	4811.899902	4778.299805	4799.0	0	4799.0	0.00431108706314
2010-12-24	4792.5	4797.100098	4767.100098	4777.299805	0	4777.299805	-0.00452181600333
2010-12-29	4768.399902	4784.899902	4754.799805	4775.200195	0	4775.200195	-0.000439497223474
2010-12-30	4777.600098	4799.899902	4776.799805	4790.399902	505126600	4790.399902	0.00318305126053
2010-12-31	4787.5	4787.899902	4745.200195	4745.200195	313237300	4745.200195	-0.00943547677118
2011-01-04	4758.299805	4775.0	4729.5	4742.5	0	4742.5	-0.000569037108876
2011-01-05	4738.600098	4748.899902	4703.600098	4714.899902	0	4714.899902	-0.00581973600422
2011-01-06	4717.700195	4731.600098	4696.200195	4725.0	0	4725.0	0.00214216594412
2011-01-07	4717.799805	4718.5	4690.299805	4705.0	0	4705.0	-0.0042328042328
2011-01-10	4702.200195	4714.600098	4686.5	4712.299805	0	4712.299805	0.00155149946865
2011-01-11	4709.299805	4714.0	4692.200195	4710.700195	0	4710.700195	-0.000339454208389
2011-01-12	4718.799805	4724.200195	4707.5	4724.200195	0	4724.200195	0.00286581600212
2011-01-13	4736.899902	4795.200195	4736.600098	4795.200195	0	4795.200195	0.0150289989986
2011-01-14	4789.399902	4802.799805	4784.299805	4801.5	0	4801.5	0.00131377309472
2011-01-17	4802.700195	4805.799805	4755.0	4763.100098	0	4763.100098	-0.00799748037072
2011-01-18	4762.399902	4809.299805	4761.0	4801.799805	0	4801.799805	0.00812489895315
2011-01-19	4804.399902	4839.200195	4789.600098	4834.600098	0	4834.600098	0.00683083309009
2011-01-20	4822.100098	4822.600098	4780.0	4783.700195	0	4783.700195	-0.0105282550714
2011-01-21	4777.299805	4795.5	4740.5	4755.700195	0	4755.700195	-0.00585320961988
2011-01-24	4755.399902	4792.899902	4750.200195	4786.0	0	4786.0	0.00637126054158
2011-01-25	4789.5	4825.399902	4789.5	4807.799805	826601000	4807.799805	0.00455491119933
2011-01-27	4812.200195	4815.299805	4797.600098	4806.100098	0	4806.100098	-0.000353531151241
2011-01-28	4803.399902	4805.600098	4755.799805	4774.899902	0	4774.899902	-0.00649179071676
2011-01-31	4757.899902	4758.100098	4717.600098	4753.899902	0	4753.899902	-0.00439799795409
2011-02-01	4759.100098	4767.100098	4751.799805	4752.100098	0	4752.100098	-0.000378595266434
2011-02-02	4768.600098	4807.600098	4768.600098	4796.5	0	4796.5	0.00934321691134
2011-02-03	4803.100098	4824.700195	4792.0	4820.600098	0	4820.600098	0.00502451746065
2011-02-04	4826.0	4870.200195	4825.200195	4862.700195	0	4862.700195	0.00873337263912
2011-02-07	4860.100098	4869.600098	4859.5	4868.5	0	4868.5	0.0011927128483
2011-02-08	4876.100098	4892.899902	4875.299805	4890.399902	0	4890.399902	0.00449828530348
2011-02-09	4900.0	4931.200195	4899.200195	4904.799805	0	4904.799805	0.00294452463777
2011-02-10	4901.600098	4915.0	4901.399902	4914.399902	0	4914.399902	0.00195728620569
2011-02-11	4914.399902	4914.399902	4880.899902	4880.899902	0	4880.899902	-0.0068167020731
2011-02-14	4891.600098	4938.200195	4885.100098	4935.799805	794180000	4935.799805	0.0112479059399
2011-02-15	4936.5	4938.899902	4919.200195	4931.0	743563600	4931.0	-0.000972447260753
2011-02-16	4924.0	4939.700195	4918.200195	4930.200195	0	4930.200195	-0.000162199351044
2011-02-17	4934.0	4944.399902	4932.399902	4938.399902	0	4938.399902	0.00166315903527
2011-02-18	4929.0	4938.799805	4925.0	4936.700195	0	4936.700195	-0.000344181725605
2011-02-21	4923.399902	4924.299805	4881.600098	4900.0	0	4900.0	-0.00743415511381
2011-02-22	4914.200195	4917.100098	4853.0	4856.700195	0	4856.700195	-0.00883669489796
2011-02-23	4848.200195	4854.399902	4831.5	4845.899902	0	4845.899902	-0.00222379240356
2011-02-24	4839.399902	4839.700195	4803.399902	4809.299805	0	4809.299805	-0.00755279674367
2011-02-25	4803.5	4845.899902	4799.200195	4836.5	0	4836.5	0.00565574950676
2011-02-28	4839.700195	4840.399902	4815.399902	4831.700195	0	4831.700195	-0.000992412901892
2011-03-01	4839.700195	4856.700195	4826.399902	4826.399902	0	4826.399902	-0.00109698300517
2011-03-02	4817.399902	4817.700195	4779.399902	4803.200195	0	4803.200195	-0.00480683479841
2011-03-03	4806.399902	4814.0	4791.399902	4806.399902	0	4806.399902	0.000666161490277
2011-03-04	4821.5	4864.299805	4821.200195	4864.299805	0	4864.299805	0.0120464181468
2011-03-07	4850.700195	4852.399902	4792.299805	4797.899902	0	4797.899902	-0.0136504544666
2011-03-08	4795.399902	4814.100098	4772.5	4808.200195	0	4808.200195	0.00214683365856
