Date	Open_AAPL	High_AAPL	Low_AAPL	Close_AAPL	Volume_AAPL	AdjClose_AAPL	Return_AAPL	apple_RoC6	apple_RoC14	apple_MA6	apple_MA14	apple_MoM6	apple_MoM14	apple_EMA6	apple_EMA14	apple_WIILR6	apple_WIILR14	apple_K%6	apple_K%14	apple_OBV	apple_RSI6	apple_RSI14
2010-01-19	208.330002	215.189999	207.240004	215.039995	182501900	28.449462	0.0442382943262	0.014435276914	0.0133154606186	27.757983	72.5696828093	0.404832	0.638168163743	27.6528564908	27.8843263384	20.7360064108	7.70489319672	-19.7360064108	-6.70489319672	-58449300.0	0.325319411617	0.550899372815
2010-01-20	214.910006	215.549994	209.500002	211.73	153038200	28.011555	-0.0153924527641	0.00771022812631	0.0133154606186	27.7937035	72.5696828093	0.214323	0.638168163743	27.8804580649	27.95967776	16.878126882	7.70489319672	-15.878126882	-6.70489319672	-211487500.0	0.572787579911	0.550899372815
2010-01-21	212.079994	213.309996	207.210003	208.069996	152038600	27.527342	-0.0172861877893	0.00168494363277	0.0133154606186	27.8014208333	72.5696828093	0.046304	0.638168163743	27.9179143321	27.9665947253	16.4211980511	7.70489319672	-15.4211980511	-6.70489319672	-363526100.0	0.536064033966	0.550899372815
2010-01-22	206.780006	207.499996	197.16	197.75	220441900	26.162022	-0.0495986862807	-0.0612390478729	0.0133154606186	27.516979	27.7670862143	-1.706651	0.638168163743	27.8063222372	27.9080276953	16.5404400141	7.70489319672	-15.5404400141	-6.70489319672	-583968000.0	0.507374558918	0.550899372815
2010-01-25	202.510002	204.699999	200.190002	203.070002	266424900	26.86585	0.0269026606583	-0.0303681680067	-0.0511190983568	27.3767425	27.6637044286	-0.841419	-1.447345	27.3365221694	27.6752269359	10.260152559	10.2400545545	-9.26015255905	-9.24005455455	-317543100.0	0.292737629906	0.314721920053
2010-01-26	205.950001	213.710005	202.580004	205.940001	466777500	27.245547	0.0141330722832	4.85607518128e-05	-0.0393693072227	27.376963	27.5839474286	0.001323	-1.116598	27.2020444067	27.5673100111	10.2395056246	10.2194524317	-9.23950562463	-9.21945243173	149234400.0	0.409710291829	0.388821128875
2010-01-27	206.849995	210.58	199.530001	207.880005	430642100	27.502206	0.00942021828374	-0.0332960953708	-0.0146466225799	27.219087	27.5547472857	-0.947256	-0.408802	27.2144737191	27.5244082763	10.2255491764	10.2255491764	-9.22554917636	-9.22554917636	579876500.0	0.500144552154	0.418375310497
2010-01-28	204.930004	205.500004	198.699995	199.289995	293375600	26.365761	-0.0413219579549	-0.0587541105804	-0.0536138738319	26.944788	27.4480579286	-1.645794	-1.493651	27.2966829422	27.5214479728	10.287346097	10.287346097	-9.28734609701	-9.28734609701	286500900.0	0.369438508511	0.469241508952
2010-01-29	201.079996	202.199995	190.250002	192.060003	311488100	25.409244	-0.0362787556179	-0.0769452422976	-0.0939711452781	26.5917716667	27.2598160714	-2.118098	-2.635386	27.0307052444	27.3673563764	11.377686049	10.3393590014	-10.377686049	-9.33935900142	-24987200.0	0.309785902608	0.40338860529
2010-02-01	192.369997	196.0	191.299999	194.729998	187469100	25.762481	0.0139019090847	-0.0152717935945	-0.0731997703944	26.5251815	27.1144767143	-0.399541	-2.034751	26.5674306032	27.1062747262	8.01140238558	7.50148509928	-7.01140238558	-6.50148509928	162481900.0	0.27929425779	0.345004646239
2010-02-02	195.909998	196.319994	193.379993	195.859997	174585600	25.911978	0.00580289607977	-0.0355049998418	-0.0570960965885	26.3662028333	27.002401	-0.953872	-1.56906	26.3374450023	26.9271022294	8.00502996526	7.49557612508	-7.00502996526	-6.49557612508	337067500.0	0.447239753612	0.38180139065
2010-02-03	195.169994	200.200003	194.420004	199.229994	153832000	26.357823	0.0172061353248	-0.0325823518977	-0.0542132020423	26.2182488333	26.8944831429	-0.887724	-1.51085	26.2158830016	26.7917523321	7.98602549198	7.4779537875	-6.98602549198	-6.4779537875	490899500.0	0.352435542497	0.407053278649
2010-02-04	196.730003	198.370001	191.570005	192.050003	189413000	25.407921	-0.0360387123018	-0.0761497095906	-0.0829871756758	25.8692013333	26.730244	-2.094285	-2.299348	26.2564372869	26.7338950879	9.1083176201	7.51549933296	-8.1083176201	-6.51549933296	301486500.0	0.365422957977	0.411114465813
2010-02-05	192.630003	196.0	190.850002	195.460001	212576700	25.859059	0.017755801429	-0.0192181822478	-0.0508425198677	25.784751	26.6313036429	-0.506702	-1.385165	26.014004062	26.5570985428	11.7797325535	7.49766778582	-10.7797325535	-6.49766778582	514063200.0	0.2376531495	0.376210759797
2010-02-08	195.690006	197.880003	193.999994	194.119997	119567700	25.681779	-0.00685562456082	0.0107258208863	-0.0972841946888	25.8301735	26.433612	0.272535	-2.767683	25.9697340443	26.4640266038	14.7714074812	7.50467490266	-13.7714074812	-6.50467490266	394495500.0	0.423369456066	0.425331598717
2010-02-09	196.419996	197.499994	194.749998	196.190004	158221700	25.955637	0.0106635136141	0.00749756981868	-0.0733953541672	25.8623661667	26.2867607143	0.193156	-2.055918	25.8874611745	26.3597269233	18.6357590764	7.49385047236	-17.6357590764	-6.49385047236	552717200.0	0.553926769531	0.332210485985
2010-02-10	195.889997	196.6	194.26	195.120007	92590400	25.814078	-0.00545388271534	-0.00377817548317	-0.0622386280521	25.8460495	26.1643847143	-0.0979	-1.713264	25.9069399818	26.3058482668	18.6508990748	8.00920302525	-17.6508990748	-7.00920302525	460126800.0	0.539459534549	0.372831429605
2010-02-11	194.880001	199.750006	194.059996	198.669994	137586400	26.283736	0.0181938708018	-0.00281081635612	0.00465231624681	25.8337016667	26.1730785714	-0.074087	0.121714	25.880407987	26.2402788979	18.600668278	7.98918350522	-17.600668278	-6.98918350522	597713200.0	0.47993508724	0.389335211869
2010-02-12	198.109995	201.639996	195.500002	200.379993	163867200	26.509966	0.00860722387411	0.0433740722037	-0.0132467053899	26.0173758333	26.1476582857	1.102045	-0.355884	25.9956445621	26.2460731782	19.4651642853	7.97954028395	-18.4651642853	-6.97954028395	761580400.0	0.48496241975	0.508890567295
2010-02-16	201.940002	203.690002	201.520006	203.399996	135934400	26.909508	0.0150713886242	0.0406220891487	-0.0123337219106	26.1924506667	26.1236555	1.050449	-0.336039	26.1425935444	26.2812588878	16.1937521003	7.96250951034	-15.1937521003	-6.96250951034	897514800.0	0.816730019664	0.472054749084
2010-02-17	204.190001	204.310003	200.860004	202.550003	109099200	26.797055	-0.00417893184818	0.0434267423608	-0.0256397977675	26.37833	26.0732875714	1.115276	-0.705151	26.3617119603	26.3650254361	18.2551910174	9.03998834629	-17.2551910174	-8.03998834629	788415600.0	0.811128546608	0.473695029579
2010-02-18	201.629995	203.889994	200.920006	202.929998	105706300	26.847328	0.00187606436603	0.0343544255916	0.0182648625238	26.5269451667	26.1076852143	0.891691	0.481567	26.4860956859	26.4226293779	17.3134198835	11.7149280374	-16.3134198835	-10.7149280374	894121900.0	0.843521222202	0.443526124026
2010-02-19	201.860001	203.200005	201.109997	201.669996	103867400	26.680632	-0.00620903502948	0.0335690470913	0.0500364355586	26.6713708333	26.1984986429	0.866554	1.271388	26.5893049185	26.4792558609	17.3296828968	12.6336670246	-16.3296828968	-11.6336670246	790254500.0	0.818525914204	0.546690714291
2010-02-22	202.339998	202.500002	199.190006	200.419994	97640900	26.515259	-0.00619824148094	0.00880860316053	0.0292199342136	26.709958	26.2522685	0.231523	0.752778	26.6153983704	26.5061060128	17.345816837	13.2091181865	-16.345816837	-12.2091181865	692613600.0	0.804085617313	0.645562066767
2010-02-23	199.999998	201.330002	195.709993	197.059998	143773700	26.070736	-0.0167647994689	-0.01656848598	0.00612681903327	26.636753	26.2636083571	-0.43923	0.158758	26.5867871217	26.5073264111	20.2314695537	13.242143667	-19.2314695537	-12.242143667	548839900.0	0.603306183388	0.590060210982
2010-02-24	198.229998	201.440004	197.840002	200.66	115141600	26.547011	0.018268567485	-0.0134709634974	0.00717767927951	26.5763368333	26.2771217857	-0.362497	0.189188	26.4393439441	26.4491143562	20.6700913138	13.2067591971	-19.6700913138	-12.2067591971	663981500.0	0.335968659905	0.517740980214
2010-02-25	197.380005	202.859997	196.889994	202.000004	166281500	26.724291	0.00667796461153	-0.00271537301394	0.0518094337589	26.5642095	26.3711482143	-0.072764	1.31637	26.47010596	26.4621672421	20.6494773843	13.1935883214	-19.6494773843	-12.1935883214	830263000.0	0.371962845253	0.520998676955
2010-02-26	202.379999	205.169996	202.000004	204.619997	126865200	27.070912	0.0129702599032	0.00832797960378	0.0468637702555	26.6014735	26.4577091429	0.223584	1.211853	26.5427302572	26.4971170765	21.6160220518	13.1678363917	-20.6160220518	-12.1678363917	957128200.0	0.475424541684	0.67635601899
2010-03-01	205.749996	209.500002	205.450003	208.990004	137523400	27.649058	0.0213567241473	0.0362969662788	0.0766021310284	26.7628778333	26.5982290714	0.968426	1.967279	26.6936393266	26.5736230663	18.7654208989	15.8926505116	-17.7654208989	-14.8926505116	1094651600.0	0.562918737843	0.667031368492
2010-03-02	209.929998	210.830006	207.740002	208.85	141636600	27.630535	-0.000669932407824	0.0420616672083	0.0645292581338	26.9487571667	26.7178646429	1.115276	1.674898	26.9666160904	26.7170143908	13.1884951634	11.7791059796	-12.1884951634	-10.7791059796	953015000.0	0.721281883249	0.744170950533
2010-03-03	208.940002	209.869997	207.940006	209.329998	93013200	27.694038	0.00229829064113	0.0622652923953	0.0728269280042	27.2193075	26.8521475	1.623302	1.87996	27.1563072074	26.8388171387	12.1121567819	10.9204447702	-11.1121567819	-9.92044477016	1046028200.0	0.773168777016	0.721949447041
2010-03-04	209.279997	210.919994	208.629995	210.710003	91510300	27.876611	0.00659250196739	0.0500847345865	0.0606030664743	27.4409075	26.9659242857	1.3296	1.592875	27.3099445767	26.9528465868	13.1243355458	10.9095578953	-12.1243355458	-9.90955789531	1137538500.0	0.988843905013	0.75438581298
2010-03-05	214.940006	219.699995	214.629999	218.950005	224905100	28.966751	0.0391059013594	0.0839109258315	0.0926740155004	27.8146508333	27.1414089286	2.24246	2.456785	27.4718492691	27.0760151753	12.968869779	11.7998273281	-11.968869779	-10.7998273281	1362443600.0	0.986446380409	0.733695695231
2010-03-08	220.010002	220.090004	218.250002	219.079994	107472400	28.983948	0.000593680665118	0.0706675859313	0.0770894807887	28.1334901667	27.2895832143	1.913036	2.07444	27.8989640494	27.3281132852	10.7749233884	7.94981371823	-9.77492338838	-6.94981371823	1469916000.0	0.991874116585	0.787550378389
2010-03-09	218.310003	224.999996	217.889994	223.020004	230064800	29.505205	0.0179843339493	0.0671323775298	0.101061478584	28.442848	27.4830225	1.856147	2.70815	28.2089594638	27.5488912472	13.0180864742	7.81725648114	-12.0180864742	-6.81725648114	1699980800.0	0.990501425068	0.766666598107
2010-03-10	223.829996	225.480007	223.199995	224.839993	149054500	29.745987	0.00816066182221	0.0765621078274	0.107968249205	28.7954233333	27.6900695714	2.115452	2.898659	28.5793153313	27.8097330809	11.3125189383	6.66623383412	-10.3125189383	-5.66623383412	1849035300.0	0.990216000165	0.815019844686
2010-03-11	223.909998	225.500008	223.319998	225.500008	101425100	29.833306	0.00293548840723	0.0772465178245	0.118163392831	29.151968	27.9152605714	2.139268	3.152674	28.9126500938	28.0679002701	11.1543152706	6.57193849489	-10.1543152706	-5.57193849489	1950460400.0	1.0	0.822870425176
2010-03-12	227.37001	227.729992	225.75	226.600006	104080900	29.978834	0.00487803798882	0.0754117134253	0.130625727623	29.5023385	28.1626587857	2.102223	3.463575	29.1756946384	28.3032877008	11.5898650463	6.56331237161	-10.5898650463	-5.56331237161	2054541300.0	1.0	0.857485590242
2010-03-15	225.380005	225.500008	220.249994	223.839996	123375700	29.613689	-0.0121800934619	0.0223338129982	0.13589769771	29.6101615	28.4157268571	0.646938	3.542953	29.4051630274	28.526693874	15.1233899896	6.18726761984	-14.1233899896	-5.18726761984	1931165600.0	1.0	0.894514549737
2010-03-16	224.180004	224.979996	222.510006	224.449997	111727000	29.694391	0.00272515862512	0.0245116020771	0.118558733411	29.7285686667	28.6405397143	0.710443	3.14738	29.4647418767	28.6716265575	20.1255732979	6.4213882569	-19.1255732979	-5.4213882569	2042892600.0	0.734869607647	0.910987871115
2010-03-17	224.899994	226.449989	223.269997	224.120003	112739200	29.650733	-0.00147024399322	0.00493228228714	0.109504944397	29.7528233333	28.8495712857	0.145528	2.926442	29.530355912	28.8079951498	20.1300100874	6.42280388604	-19.1300100874	-5.42280388604	1930153400.0	0.746556093322	0.901993401309
2010-03-18	224.100002	224.999996	222.609995	224.650002	85527400	29.720851	0.00236479819909	-0.000845021548621	0.0978887966538	29.748634	29.0388526429	-0.025136	2.649939	29.5647493657	28.9203601965	26.4718173721	7.69565617364	-25.4718173721	-6.69565617364	2015680800.0	0.575549196685	0.886983502658
2010-03-19	224.790005	225.240002	221.230003	222.25	139861400	29.403335	-0.0106832741768	-0.0144124489589	0.0634479843762	29.6769721667	29.1641581429	-0.429971	1.754277	29.6093498326	29.0270923036	26.5142660466	8.90155991549	-25.5142660466	-7.90155991549	1875819400.0	0.48414072457	0.878066798665
2010-03-22	220.469999	225.999992	220.150005	224.750004	114104900	29.734082	0.0112486219675	-0.00816416008708	0.0761312439299	29.6361801667	29.3144115	-0.244752	2.103547	29.5504884519	29.0772579965	26.4700485214	9.90475282879	-25.4700485214	-8.90475282879	1989924300.0	0.289779566565	0.770391197675
2010-03-23	225.640011	228.780003	224.100002	228.359993	150607800	30.211678	0.0160622413028	0.0201929925042	0.0909090974743	29.735845	29.4942429286	0.597989	2.51764	29.6029437513	29.1648345303	31.1490173626	9.98072024912	-30.1490173626	-8.98072024912	2140532100.0	0.39868580313	0.7957589383
2010-03-24	227.640003	230.200008	227.509987	229.370003	149445100	30.3453	0.00442285926654	0.0219202677031	0.0885577160007	29.8443298333	29.6705778571	0.650909	2.468689	29.7768678224	29.3044136596	22.9935977969	9.84787216958	-21.9935977969	-8.84787216958	2289977200.0	0.726453170668	0.817060921175
2010-03-25	230.919998	230.970013	226.250011	226.649994	135571100	29.985447	-0.0118586074285	0.011288557352	0.0351677687291	29.9001155	29.7433418571	0.334714	1.018696	29.939277016	29.443198505	19.9218409189	12.8589881355	-18.9218409189	-11.8589881355	2154406100.0	0.736994604797	0.8147772425
2010-03-26	228.949993	231.950008	228.550011	230.899998	160218800	30.547716	0.0187513963023	0.0278210405213	0.0539528983422	30.0379263333	29.8550395714	0.826865	1.563768	29.95246844	29.5154983043	18.5233039569	15.3227833232	-17.5233039569	-14.3227833232	2314624900.0	0.59905993186	0.659618180907
2010-03-29	232.999992	233.869999	231.619987	232.389992	135186100	30.74484	0.00645298653425	0.0456242463653	0.0420141124252	30.2615105	29.9435849286	1.341505	1.239635	30.1225391714	29.6531273304	17.0512810887	14.3104528914	-16.0512810887	-13.3104528914	2449811000.0	0.689508586118	0.709277452068
2010-03-30	236.599995	237.479988	234.250008	235.849991	131827500	31.202593	0.0148887748318	0.0493881398457	0.0489681515695	30.5062623333	30.0476282143	1.468511	1.456606	30.3003394082	29.7986890197	14.7716832821	14.7716832821	-13.7716832821	-13.7716832821	2581638500.0	0.825416708915	0.681659236472
2010-03-31	235.490009	236.610008	234.459999	235.000011	107664900	31.090142	-0.00360389920158	0.0290769681843	0.0421286196039	30.652673	30.1374022143	0.878464	1.256836	30.5581261487	29.9858762171	15.4252662148	11.9094084512	-14.4252662148	-10.9094084512	2473973600.0	0.835549673547	0.700692486807
2010-04-01	237.41	238.730003	232.75	235.969994	150786300	31.218469	0.00412757844593	0.0287744395343	0.0413503407104	30.7982011667	30.2259475714	0.873169	1.239635	30.7101306776	30.1331116548	18.3670473234	11.9020035392	-17.3670473234	-10.9020035392	2624759900.0	0.740929595759	0.671976983549
2010-04-05	234.980011	238.509998	234.769993	238.489998	171126900	31.551862	0.0106793513801	0.0522391745569	0.0654485498244	31.0592703333	30.3643885	1.566415	1.938173	30.8553701983	30.2778259675	16.6008232217	11.1506008235	-15.6008232217	-10.1506008235	2795886800.0	0.740174949953	0.670425565203
2010-04-06	238.200005	240.239998	237.000004	239.540009	111754300	31.690777	0.00440275125443	0.0374188695482	0.0672310807789	31.2497805	30.5069875	1.143061	1.996386	31.0543678559	30.4476974385	20.3378574364	11.143124235	-19.3378574364	-10.143124235	2907641100.0	0.937224399701	0.768807718115
2010-04-07	239.549995	241.92001	238.659988	240.600006	157125500	31.831013	0.00442513605772	0.035328627503	0.073532077605	31.4308093333	30.6627217857	1.086173	2.18028	31.23619904	30.61344138	24.1773455974	10.3737709117	-23.1773455974	-9.37377091172	3064766600.0	0.917796753275	0.772481520972
2010-04-08	240.440002	241.540001	238.040001	239.950005	143247300	31.745018	-0.0027016105331	0.0173839719026	0.068105956993	31.5212135	30.8073051429	0.542425	2.024167	31.4061458857	30.7757842627	22.9198214615	9.65433825119	-21.9198214615	-8.65433825119	2921519300.0	0.914229925824	0.789937019937
2010-04-09	241.430012	241.889996	240.460003	241.789993	83545700	31.988446	0.00766822686949	0.0288935315895	0.0879189724567	31.6709308333	30.9919559286	0.898304	2.585111	31.5029664898	30.9050154277	22.8932753617	9.64315644392	-21.8932753617	-8.64315644392	3005065000.0	0.788733728869	0.768044998182
2010-04-12	242.199989	243.069996	241.809994	242.290005	83256600	32.054597	0.00206796541476	0.0267831199538	0.0780422614023	31.8102855	31.157707	0.836128	2.320515	31.6416749213	31.0494728373	22.8860615201	9.64011781348	-21.8860615201	-8.64011781348	3088321600.0	0.919652917796	0.849178041818
2010-04-13	241.860008	242.800003	241.110004	242.430008	76552700	32.073119	0.000577826637471	0.0165206414759	0.0616132940382	31.8971616667	31.2906670714	0.521257	1.861441	31.759652658	31.1834893923	25.4213012935	11.1226644036	-24.4213012935	-10.1226644036	3164874300.0	0.91469748581	0.837567458504
2010-04-14	245.280006	245.810005	244.069992	245.690002	101019100	32.504411	0.0134471486855	0.0256741575001	0.0711514138928	32.0327673333	31.4448892857	0.813634	2.159111	31.84921447	31.3021066734	34.6895984377	12.5187736493	-33.6895984377	-11.5187736493	3265893400.0	0.875953303801	0.812527975624
2010-04-15	245.779991	249.029999	245.509998	248.92001	94196200	32.931736	0.013146677231	0.0345802064169	0.0982572979486	32.2162211667	31.6553385	1.100723	2.946289	32.0364134786	31.4624139169	27.3974465135	10.8833504243	-26.3974465135	-9.88335042434	3360089600.0	0.912750704122	0.82956392036
2010-04-16	248.569988	251.140007	244.550003	247.400002	187636400	32.730642	-0.00610638928965	0.0310481474605	0.071459548727	32.3804918333	31.8112617857	0.985624	2.182926	32.2922199133	31.658323528	19.6814737364	10.5614982294	-18.6814737364	-9.56149822939	3172453200.0	0.93243174227	0.940641562632
2010-04-19	247.030006	247.889999	241.769993	247.070007	141731100	32.686984	-0.00133385712385	0.021837197093	0.0631697546645	32.4969148333	31.9499863571	0.698538	1.942144	32.4174833666	31.8012993243	20.4543952418	11.191229466	-19.4543952418	-10.191229466	3030722100.0	0.855099970313	0.866016366164
2010-04-20	248.540001	249.250004	242.960007	244.590004	184581600	32.358883	-0.0100376651452	0.00949274139993	0.0370574971125	32.5476291667	32.0325785	0.304286	1.15629	32.4944835476	31.9193906144	21.8126678526	11.8967395717	-20.8126678526	-10.8967395717	2846140500.0	0.793987081265	0.843312097407
2010-04-21	258.799995	260.249989	255.729992	259.220005	245597800	34.29441	0.0598143947058	0.0692570934557	0.103063794305	32.9178443333	32.2614547857	2.221291	3.204268	32.455740534	31.9779895991	21.6196941317	11.7914907265	-20.6196941317	-10.7914907265	3091738300.0	0.604926785803	0.714216003035
2010-04-22	258.240009	266.750004	256.199989	266.469997	198356200	35.253573	0.0279684939907	0.0845781207972	0.129253743994	33.376038	32.5496765	2.749162	4.035104	32.9810746671	32.2868456526	12.1751333712	8.18169112722	-11.1751333712	-7.18169112722	3290094500.0	0.82986233727	0.854300476519
2010-04-23	267.990005	272.180008	266.999996	270.82999	199238900	35.830393	0.0163620294601	0.0880201699661	0.13560312225	33.8591475	32.8552858571	2.898657	4.278531	33.6303599051	32.6824092989	9.24417571313	7.22074832932	-8.24417571313	-6.22074832932	3489333400.0	0.852921074604	0.876915259304
2010-04-26	271.880001	272.459988	268.19001	269.5	119767200	35.654438	-0.00491077505067	0.089329014689	0.125073014145	34.3464468333	33.1384045	2.923796	3.963661	34.2589407894	33.102140459	7.77788402932	6.72329571082	-6.77788402932	-5.72329571082	3369566200.0	0.858357669675	0.882269250336
2010-04-27	267.269989	267.839989	260.520008	262.039989	177335900	34.66749	-0.0276809299308	0.0605900501557	0.0891104847967	34.6765311667	33.34101	1.980506	2.836477	34.6576542781	33.4424467978	7.74820908247	6.90855862322	-6.74820908247	-5.90855862322	3192230300.0	0.863726430774	0.851808373365
2010-04-28	263.250004	264.000008	256.410007	261.600006	189600600	34.60928	-0.00167909473688	0.0695449530814	0.0902271342231	35.0515973333	33.5456001429	2.250397	2.864262	34.6604644844	33.6057858915	8.06274105736	6.91024979179	-7.06274105736	-5.91024979179	3002629700.0	0.699546641077	0.718864675333
2010-04-29	263.020012	270.000011	262.010002	268.640007	139710200	35.540662	0.0269113370749	0.0363397999849	0.111046844851	35.259306	33.7993298571	1.246252	3.552216	34.645840346	33.7395851059	14.1613498294	7.403732408	-13.1613498294	-6.403732408	3142339900.0	0.73978028919	0.721960313035
2010-04-30	269.310009	270.570011	260.999992	261.090008	135615900	34.541808	-0.0281045412154	-0.0201898684142	0.0775929580397	35.1406785	33.9769877857	-0.711765	2.487211	34.9015036757	33.9797286918	14.632115291	7.58910052394	-13.632115291	-6.58910052394	3006724000.0	0.668938516103	0.748749465697
2010-05-03	263.840004	267.87999	262.880009	266.349995	113585500	35.237697	0.0201462818623	-0.0165417108319	0.0986676100943	35.0418958333	34.2030290714	-0.592696	3.164578	34.7987334826	34.0546725996	14.7802225436	7.56690309635	-13.7802225436	-6.56690309635	3120309500.0	0.404542283357	0.654047869829
2010-05-04	262.889996	263.290005	256.749989	258.679993	180954900	34.222967	-0.0287967173337	-0.0401484662302	0.0528714702752	34.8033173333	34.3257830714	-1.431471	1.718556	34.9241516305	34.2124091863	14.8434456714	7.76269337939	-13.8434456714	-6.76269337939	2939354600.0	0.422971232869	0.680828523358
2010-05-05	253.03001	258.140007	248.729992	255.989998	220775800	33.867085	-0.010398923039	-0.0230880574279	0.0284026630118	34.6699165	34.3925937143	-0.800405	0.935349	34.7238131646	34.2138168948	16.7163036112	7.77428940604	-15.7163036112	-6.77428940604	2718578800.0	0.347261307214	0.592062317274
2010-05-06	253.830002	258.249996	199.249994	246.249989	321465200	32.578497	-0.0380483882802	-0.0586774125321	-0.00464839644759	34.3314526667	34.3817262143	-2.030783	-0.152145	34.479033689	34.1675859755	10.8970378643	7.81627663999	-9.8970378643	-6.81627663999	2397113600.0	0.401305121867	0.550492738614
2010-05-07	243.710011	246.569996	225.209988	235.860004	419004600	31.203918	-0.0421928304427	-0.122022037744	-0.0453717602089	33.608662	34.2757929286	-4.336744	-1.483066	33.9360232064	33.9557074454	3.35622596669	3.29539802995	-2.35622596669	-2.29539802995	1978109000.0	0.307884756377	0.492649791922
2010-05-10	250.25	254.649994	248.529987	253.990005	246076600	33.602489	0.0768676228415	-0.0271936836659	0.0384316726878	33.4521088333	34.3646219286	-0.939319	1.243606	33.1554217189	33.588802186	3.32259486141	3.26263513968	-2.32259486141	-2.26263513968	2224185600.0	0.121477930957	0.436515998969
2010-05-11	251.839996	259.890007	250.499992	256.519997	212226700	33.937203	0.00996098830655	-0.0369063279022	-0.0104158957684	33.2353598333	34.3391071429	-1.300494	-0.357207	33.2831552278	33.5906270946	3.40875419838	3.25806316826	-2.40875419838	-2.25806316826	2436412300.0	0.43411282927	0.545218425467
2010-05-12	259.240005	263.130001	258.699993	262.090004	163594900	34.674106	0.0217137222534	0.0131823462297	-0.016437114048	33.3105496667	34.2977166429	0.451139	-0.579467	33.4700260198	33.6368372153	3.56989162603	3.24799756164	-2.56989162603	-2.24799756164	2600007200.0	0.403910026564	0.485300468261
2010-05-13	263.21999	265.000004	256.399994	258.360012	149928100	34.180634	-0.0142317151594	0.00925822225326	-0.0460435641886	33.3628078333	34.1798767143	0.313549	-1.649759	33.8140488713	33.7751397199	3.58405356781	3.25473806213	-2.58405356781	-2.25473806213	2450079100.0	0.534760558136	0.475709851379
