Date	Open_RELIANCE.NS	High_RELIANCE.NS	Low_RELIANCE.NS	Close_RELIANCE.NS	Volume_RELIANCE.NS	AdjClose_RELIANCE.NS	Return_RELIANCE.NS	reliance_RoC6	reliance_RoC14	reliance_MA6	reliance_MA14	reliance_MoM6	reliance_MoM14	reliance_EMA6	reliance_EMA14	reliance_WIILR6	reliance_WIILR14	reliance_K%6	reliance_K%14	reliance_OBV	reliance_RSI6	reliance_RSI14
2010-03-15	1022.0	1031.95	1013.1	1028.05	4144600	959.1336	0.00631371273945	0.018073002119	0.0540320009653	943.739633333	933.0472	17.0267	49.1673	942.778762921	937.424447818	1.64330144605	1.00020284477	-0.643301446051	-0.000202844774273	-67732200.0	0.56921653192	0.646328475336
2010-03-16	1032.0	1071.8	1029.0	1067.95	7771500	996.3588	0.0388112771777	0.0635893461601	0.0910808772504	953.667933333	938.988178571	59.5698	83.1737	947.451573515	940.319001442	0.81515461624	0.539779839208	0.18484538376	0.460220160792	-59960700.0	0.659668522794	0.672222070435
2010-03-17	1074.8	1082.5	1065.8	1069.7	4937200	997.9914	0.00163856634779	0.0801230961314	0.11068419515	966.006366667	946.092028571	74.0306	99.4539	961.425066797	947.790974583	0.881296716418	0.655202840657	0.118703283582	0.344797159343	-55023500.0	0.849480558795	0.735285880703
2010-03-18	1074.0	1081.6	1064.1	1076.95	3495500	1004.7554	0.00677761351451	0.0676083883657	0.100107190759	976.61105	952.622771429	63.6281	91.4304	971.872590569	954.484364639	0.834169527897	0.668770752688	0.165830472103	0.331229247312	-51528000.0	1.0	0.80370329428
2010-03-19	1078.8	1096.5	1070.15	1092.05	4511700	1018.8433	0.0140212234739	0.0743765337792	0.115133396049	988.3664	960.136471429	70.5321	105.1918	981.267678978	961.187169354	0.843135099338	0.616828488372	0.156864900662	0.383171511628	-47016300.0	1.0	0.793588539854
2010-03-22	1062.0	1099.0	1062.0	1073.95	4678700	1001.9565	-0.0165744820622	0.0512430859668	0.0923005709971	996.5065	966.184071429	48.8406	84.6664	992.003570698	968.87465344	1.13361510791	0.807374039283	-0.133615107914	0.192625960717	-51695000.0	1.0	0.810349364973
2010-03-23	1077.95	1093.95	1076.95	1091.4	4572900	1018.2368	0.0162485097906	0.061621446689	0.0649881837859	1006.35703333	970.622307143	59.1032	62.1353	994.847264785	973.285566315	0.940200232829	0.727596396396	0.0597997671711	0.272403603604	-47122100.0	0.795594461969	0.731681674943
2010-03-24	1091.35	1091.35	1091.35	1091.35	0	1018.1901	-4.58635947944e-05	0.0219110826341	0.0762819898916	1009.99558333	975.776928571	21.8313	72.1647	1001.52998913	979.279064139	1.15442714286	0.728345200541	-0.154427142857	0.271654799459	-47122100.0	0.818180643605	0.693942142564
2010-03-25	1096.0	1097.0	1077.4	1091.45	5250000	1018.2834	9.16331832337e-05	0.0203328405435	0.0808575969457	1013.37758333	981.218107143	20.292	76.1765	1006.29002081	984.467202254	2.18152972973	0.727504281208	-1.18152972973	0.272495718792	-41872100.0	0.695978153732	0.740291247588
2010-03-26	1097.0	1111.0	1095.15	1100.45	4131700	1026.6801	0.00824593624918	0.0218209327365	0.0959566134957	1017.0317	987.6389	21.9247	89.8911	1009.71670058	988.97602862	1.95459189189	0.651824245155	-0.954591891892	0.348175754845	-37740400.0	0.687337284662	0.760279959026
2010-03-29	1103.7	1109.95	1091.0	1093.3	4628700	1020.0095	-0.00649725264958	0.00114463136775	0.10395321966	1017.22606667	994.499521429	1.1662	96.0487	1014.56338613	994.003238137	1.85694897959	0.740061000407	-0.856948979592	0.259938999593	-42369100.0	0.696487111882	0.800811166252
2010-03-30	1096.0	1105.7	1083.0	1088.15	4329000	1015.2047	-0.00471054436258	0.0132223305104	0.0787113496761	1019.4341	999.790764286	13.2482	74.0774	1016.11941866	997.470739719	1.95500612245	0.787142974528	-0.955006122449	0.212857025472	-46698100.0	0.512053896276	0.835232369261
2010-03-31	1092.9	1095.0	1071.3	1074.25	4948300	1002.2365	-0.0127739755342	-0.0157137318156	0.0568645609163	1016.76738333	1003.64257143	-16.0003	53.9253	1015.85807047	999.835267757	3.19422907489	1.04580288462	-2.19422907489	-0.0458028846154	-51646400.0	0.682520307282	0.782964539571
2010-04-01	1078.0	1098.5	1077.0	1092.05	2861800	1018.8433	0.0165697417725	0.000641530496122	0.0689605534857	1016.87625	1008.33738571	0.6532	65.7274	1011.96619319	1000.15543206	2.32132745592	0.941335035751	-1.32132745592	0.0586649642492	-48784600.0	0.257426403035	0.697269158872
2010-04-02	1089.8	1089.8	1089.8	1089.8	0	1016.7441	-0.00206037572215	-0.00151166168475	0.0600651462945	1016.6197	1012.45242143	-1.5393	57.6105	1013.93108085	1002.64714778	2.37420403023	0.9627773238	-1.37420403023	0.0372226762002	-48784600.0	0.506592599172	0.721331801381
2010-04-05	1096.5	1129.65	1096.5	1125.9	4551700	1050.4241	0.0331253458958	0.0231269701244	0.054262882006	1020.57703333	1016.31422857	23.744	54.0653	1014.73480061	1004.52674141	1.52584130982	0.738730487805	-0.525841309824	0.261269512195	-44232900.0	0.485068763422	0.699257279347
2010-04-06	1128.0	1133.0	1120.2	1123.2	2853100	1047.905	-0.00239817422315	0.0273482746974	0.0500140582374	1025.22628333	1019.87948571	27.8955	49.9136	1024.93174329	1010.64638922	1.40094258783	1.20835181079	-0.400942587832	-0.208351810791	-47086000.0	0.654523777294	0.691696586036
2010-04-07	1125.0	1149.7	1123.1	1129.7	4621600	1053.9693	0.00578707039283	0.0381840233797	0.0489809758674	1031.68705	1023.39476429	38.7646	49.2139	1031.49553092	1015.61420399	1.28088654781	1.1131084507	-0.280886547812	-0.113108450704	-42464400.0	0.69191131854	0.675870515643
2010-04-08	1133.0	1136.5	1101.5	1106.55	3365500	1032.3713	-0.0204920579755	0.0300675539157	0.0132778023863	1036.70951667	1024.36105	30.1348	13.528	1037.9166078	1020.72821679	1.49653954082	1.33784150513	-0.496539540816	-0.337841505131	-45829900.0	0.76214402415	0.674264383551
2010-04-09	1108.2	1131.0	1108.2	1124.7	3846200	1049.3045	0.0164022382257	0.0298978262899	0.0472555445271	1041.78638333	1027.74305	30.4612	47.348	1036.33223414	1022.28062789	1.38095598349	1.14476054732	-0.380955983494	-0.14476054732	-41983700.0	0.682486065929	0.545483031951
2010-04-12	1145.0	1145.0	1122.65	1127.35	2902900	1051.7768	0.00235613208559	0.0344557691557	0.0329392927068	1047.62516667	1030.13876429	35.0327	33.54	1040.03859582	1025.88381084	1.63477796327	1.24902040816	-0.634777963272	-0.249020408163	-39080800.0	0.683736298734	0.659140958798
2010-04-13	1128.0	1134.0	1111.3	1120.9	3193600	1045.7593	-0.00572127090082	-0.00444087297692	0.0270766726174	1046.8477	1032.10799286	-4.6648	27.5692	1043.39236844	1029.33620939	1.95377255639	1.32577423469	-0.953772556391	-0.325774234694	-42274400.0	0.710363902103	0.62426530086
2010-04-14	1120.45	1120.45	1120.45	1120.45	0	1045.3394	-0.00040152643156	-0.00244831353987	0.0265702062903	1046.4201	1034.04056429	-2.5656	27.056	1044.0686346	1031.52595481	2.16515767635	1.33113010204	-1.16515767635	-0.331130102041	-42274400.0	0.458053679205	0.597815844001
2010-04-15	1125.0	1134.9	1087.05	1090.7	5551500	1017.5837	-0.026551854833	-0.0345224476652	-0.00886001394203	1040.35583333	1033.39082143	-36.3856	-9.0964	1044.43171043	1033.3677475	2.74100207469	1.68515688776	-1.74100207469	-0.685156887755	-47825900.0	0.47602476021	0.595773044504
2010-04-16	1086.1	1095.0	1071.15	1084.25	4158700	1011.5661	-0.00591361673738	-0.0201528267979	-0.00827776604041	1036.8883	1032.78772143	-20.8052	-8.4434	1036.76085031	1031.26320783	2.30256945643	1.7619119898	-1.30256945643	-0.761911989796	-51984600.0	0.258063529468	0.47168164294
2010-04-19	1079.8	1079.8	1051.0	1061.8	3746200	990.6211	-0.0207055179093	-0.0559259966959	-0.0242154119263	1027.10773333	1031.03175	-58.6834	-24.5836	1029.56235022	1028.63692679	2.09043872715	2.02519287078	-1.09043872715	-1.02519287078	-55730800.0	0.325507160805	0.473607215957
2010-04-20	1069.85	1079.75	1054.35	1063.2	3828400	991.9272	0.0013184657585	-0.0569033277783	-0.0102862947019	1017.1328	1030.29537143	-59.8496	-10.3093	1018.43627873	1023.56814988	1.62843404255	1.59850861196	-0.628434042553	-0.598508611955	-51902400.0	0.0388555352989	0.430198618033
2010-04-21	1070.0	1073.7	1048.15	1054.1	4385900	983.4372	-0.00855909586913	-0.0595950712559	-0.0347512713682	1006.74578333	1027.76636429	-62.3221	-35.4061	1010.86225623	1019.34935657	1.80527771156	1.68452684904	-0.805277711561	-0.684526849037	-56288300.0	0.0209103804245	0.468652297842
2010-04-22	1050.5	1093.9	1050.05	1075.75	5851300	1003.6359	0.0205388813846	-0.0398946983152	-0.0128923295449	999.7952	1026.83006429	-41.7035	-13.1082	1003.02652588	1014.56106902	1.51313083573	1.43834662728	-0.513130835735	-0.438346627277	-50437000.0	0.020114176945	0.386749694053
