Date	Open_N225	High_N225	Low_N225	Close_N225	Volume_N225	AdjClose_N225	Return_N225
2010-03-25	10857.80957	10872.450195	10808.709961	10828.849609	123600	10828.849609	0.0012777898583
2010-03-26	10895.290039	11001.589844	10889.330078	10996.370117	142200	10996.370117	0.0154698341974
2010-03-29	10909.980469	10990.75	10901.200195	10986.469727	0	10986.469727	-0.000900332554712
2010-03-30	11022.200195	11108.820312	11003.349609	11097.139648	153600	11097.139648	0.0100732923086
2010-03-31	11138.719727	11147.620117	11085.549805	11089.94043	0	11089.94043	-0.000648745372984
2010-04-01	11178.919922	11272.730469	11118.179688	11244.400391	0	11244.400391	0.0139279342369
2010-04-02	11274.179688	11313.980469	11235.980469	11286.089844	150000	11286.089844	0.00370757457493
2010-04-05	11380.629883	11408.169922	11306.620117	11339.299805	118000	11339.299805	0.00471464977999
2010-04-06	11350.700195	11358.450195	11217.25	11282.320312	138000	11282.320312	-0.00502495691796
2010-04-07	11296.30957	11350.570312	11260.419922	11292.830078	167400	11292.830078	0.000931525227911
2010-04-08	11179.669922	11232.360352	11159.450195	11168.200195	130200	11168.200195	-0.0110361957223
2010-04-09	11174.620117	11204.870117	11148.799805	11204.339844	148400	11204.339844	0.00323594208279
2010-04-12	11300.790039	11351.549805	11248.570312	11251.900391	132400	11251.900391	0.00424483259721
2010-04-13	11202.919922	11212.650391	11088.480469	11161.230469	144600	11161.230469	-0.00805818740384
2010-04-14	11213.459961	11270.200195	11161.009766	11204.900391	139400	11204.900391	0.00391264405132
2010-04-15	11310.070312	11316.660156	11255.799805	11273.790039	156800	11273.790039	0.00614817138895
2010-04-16	11230.530273	11230.530273	11084.719727	11102.179688	136800	11102.179688	-0.0152220637786
2010-04-19	10929.639648	10953.900391	10878.990234	10908.769531	133200	10908.769531	-0.0174209175527
2010-04-20	10960.110352	10999.570312	10890.820312	10900.679688	129600	10900.679688	-0.000741590788678
2010-04-21	11031.790039	11093.299805	11023.879883	11090.049805	153000	11090.049805	0.0173723219487
2010-04-22	10988.009766	10989.620117	10866.230469	10949.089844	144200	10949.089844	-0.0127104894458
2010-04-23	10930.900391	10967.120117	10865.919922	10914.459961	136800	10914.459961	-0.00316280928309
2010-04-26	11039.589844	11165.790039	11035.660156	11165.790039	135000	11165.790039	0.0230272573172
2010-04-27	11109.259766	11213.450195	11108.719727	11212.660156	143000	11212.660156	0.00419765344291
2010-04-28	11005.509766	11008.879883	10882.400391	10924.790039	179400	10924.790039	-0.025673668246
2010-04-30	11062.120117	11092.519531	11035.269531	11057.400391	156800	11057.400391	0.0121384806048
2010-05-06	10847.900391	10847.900391	10682.610352	10695.69043	183800	10695.69043	-0.032712025269
2010-05-07	10472.700195	10472.769531	10257.320312	10364.589844	227600	10364.589844	-0.030956448129
2010-05-10	10399.049805	10540.519531	10362.339844	10530.700195	181000	10530.700195	0.0160267172652
2010-05-11	10643.240234	10643.280273	10392.469727	10411.099609	196800	10411.099609	-0.0113573251337
2010-05-12	10465.030273	10501.719727	10345.19043	10394.030273	189400	10394.030273	-0.0016395324837
2010-05-13	10542.769531	10638.230469	10535.94043	10620.549805	159600	10620.549805	0.0217932338131
2010-05-14	10453.400391	10551.69043	10390.769531	10462.509766	189000	10462.509766	-0.0148805892258
2010-05-17	10329.370117	10331.870117	10158.299805	10235.759766	182400	10235.759766	-0.0216726201525
2010-05-18	10313.139648	10336.530273	10197.740234	10242.639648	160800	10242.639648	0.000672141800636
2010-05-19	10087.330078	10186.839844	10041.929688	10186.839844	175000	10186.839844	-0.00544779528692
2010-05-20	10121.849609	10161.700195	9999.589844	10030.30957	149600	10030.30957	-0.0153659305925
2010-05-21	9823.839844	9829.360352	9696.629883	9784.540039	195000	9784.540039	-0.0245026865108
2010-05-24	9754.990234	9793.459961	9693.070312	9758.400391	164800	9758.400391	-0.00267152547752
