Date	Open_TATASTEEL.NS	High_TATASTEEL.NS	Low_TATASTEEL.NS	Close_TATASTEEL.NS	Volume_TATASTEEL.NS	AdjClose_TATASTEEL.NS	Return_TATASTEEL.NS	tata_RoC6	tata_RoC14	tata_MA6	tata_MA14	tata_MoM6	tata_MoM14	tata_EMA6	tata_EMA14	tata_WIILR6	tata_WIILR14	tata_K%6	tata_K%14	tata_OBV	tata_RSI6	tata_RSI14
2010-01-26	636.25	636.25	636.25	636.25	0	550.3529	0.0432037816341	-0.00196088672048	-0.00903361885475	549.278883333	553.099285714	-1.0813	-5.017	545.66332098	548.816996142	2.07503992395	2.03566117216	-1.07503992395	-1.03566117216	-99400.0	0.239467572616	0.350950270162
2010-01-27	599.9	605.7	553.25	559.65	10905200	484.0943	-0.120392933334	-0.122324176764	-0.138735033988	538.03395	547.529335714	-67.4696	-77.9793	547.0032007	549.021783323	3.33470912548	3.24918864469	-2.33470912548	-2.24918864469	-11004600.0	0.492761636742	0.48076908334
2010-01-28	566.0	589.4	565.0	585.4	12582800	506.368	0.0460110767675	-0.10448209921	-0.0972318173155	528.187433333	543.633771429	-59.0791	-54.5379	529.029229071	540.364785546	1.44124235294	1.43309006928	-0.441242352941	-0.433090069284	1578200.0	0.260442319764	0.294786887507
2010-01-29	578.0	581.0	551.7	569.1	11590100	492.2685	-0.0278443740521	-0.121759284203	-0.122436420702	516.81275	538.728014286	-68.2481	-68.6806	522.554592194	535.831880807	1.57394352941	1.57394352941	-0.573943529412	-0.573943529412	-10011900.0	0.302029264461	0.370825653393
2010-02-01	560.0	584.8	557.95	579.85	6917200	501.5672	0.0188894881553	-0.0715715918609	-0.0730557801505	510.368533333	535.904421429	-38.6653	-39.5303	513.901422996	530.023430033	1.56076957494	1.46505380334	-0.560769574944	-0.46505380334	-3094700.0	0.284544139532	0.347483680363
2010-02-02	585.0	594.6	570.65	573.3	9193200	495.9015	-0.0112959938369	-0.0600098225738	-0.1031677668	505.092066667	531.829678571	-31.6588	-57.0464	510.377359283	526.229266028	1.65994677705	1.51761131725	-0.659946777055	-0.517611317254	-12287900.0	0.368838083711	0.407899991286
2010-02-03	578.0	603.6	577.1	600.4	9026400	519.3429	0.0472702744396	-0.0563456647544	-0.0730275439615	499.923733333	528.907235714	-31.01	-40.9142	506.241399488	522.185563891	1.38269781195	1.30015862709	-0.382697811946	-0.300158627087	-3261500.0	0.387245991133	0.363145965418
2010-02-04	596.0	596.0	574.0	577.7	6958900	499.7075	-0.0378081610435	0.0322523938001	-0.104549330044	502.525933333	524.739814286	15.6132	-58.3439	509.984685348	521.806542039	1.96282407407	1.48230519481	-0.962824074074	-0.482305194805	-10220400.0	0.390064777052	0.408898486236
2010-02-05	540.0	561.5	540.0	550.2	8789400	475.9201	-0.0476026475488	-0.0601299845172	-0.136941270599	497.451283333	519.34595	-30.4479	-75.5141	507.048346677	518.860003101	2.46011368015	1.70296753247	-1.46011368015	-0.702967532468	-19009800.0	0.582684421021	0.379446034321
2010-02-08	550.0	565.9	528.1	533.85	14263900	461.7774	-0.0297165427558	-0.0619399778779	-0.162785309191	492.369433333	512.932628571	-30.4911	-89.7865	498.154561912	513.134682687	2.22991509434	1.65458242678	-1.22991509434	-0.654582426778	-33273700.0	0.341298326559	0.354305781881
2010-02-09	531.0	542.2	530.0	533.55	7347200	461.5179	-0.000561959073788	-0.0798483234151	-0.183800040711	485.69455	505.509114286	-40.0493	-103.9292	487.76108708	506.287044995	1.88188211921	1.5067130898	-0.881882119205	-0.506713089802	-40620900.0	0.341144696383	0.335655611228
2010-02-10	536.0	544.7	519.3	522.45	6927700	451.9165	-0.0208039601498	-0.0886970497165	-0.193750015611	478.363716667	497.751964286	-43.985	-108.6001	480.263033629	500.317825663	2.00905298013	1.57978310502	-1.00905298013	-0.579783105023	-47548600.0	0.269651831717	0.299783464719
2010-02-11	524.85	538.35	524.85	533.95	6424700	461.864	0.0220118097038	-0.110676202563	-0.145064393571	468.7839	492.154214286	-57.4789	-78.3685	472.164024021	493.864315574	1.68132858837	1.47155993432	-0.681328588375	-0.471559934319	-41123900.0	0.257972571142	0.294483728841
2010-02-15	537.5	544.5	530.6	539.9	7261400	467.0107	0.0111433235758	-0.0654318776484	-0.114772851558	463.334433333	487.829242857	-32.6968	-60.5496	469.221160015	489.597606831	1.68173794003	1.44710816588	-0.681737940026	-0.447108165883	-33862500.0	0.12856402482	0.345656132534
2010-02-16	542.0	552.0	540.05	550.1	6424900	475.8336	0.0188922866221	-0.000181753197648	-0.135402757031	463.320016667	482.506435714	-0.0865	-74.5193	468.58960001	486.586019254	1.93275536481	1.37166652416	-0.932755364807	-0.371666524156	-27437600.0	0.240027860291	0.377106954798
2010-02-17	545.1	586.3	545.1	584.35	9588100	505.4597	0.062261471237	0.0945960109784	0.0441347894408	470.6004	484.032535714	43.6823	21.3654	470.659314293	485.152363353	1.29700214592	1.16018865741	-0.297002145923	-0.160188657407	-17849500.0	0.499097467274	0.339661444068
2010-02-18	584.0	587.0	570.1	577.15	4882500	499.2317	-0.0123214570815	0.0817168738201	-0.0140931101491	476.886033333	483.5228	37.7138	-7.1363	480.602281638	487.860008239	1.29952686567	1.23805812574	-0.299526865672	-0.238058125741	-22732000.0	0.844475357272	0.554573570386
2010-02-19	568.0	572.4	556.55	560.75	7575100	485.0458	-0.0284154632008	0.073308454106	-0.0146722774258	482.407583333	483.006892857	33.1293	-7.2227	485.924972599	489.376233807	1.5059704579	1.40633689205	-0.505970457903	-0.406336892052	-30307100.0	0.771820574694	0.480144171296
2010-02-22	568.0	580.4	567.0	572.75	5758600	495.4258	0.0214000409858	0.0726659795957	-0.0122444210865	488.001216667	482.568221429	33.5618	-6.1414	485.673780428	488.798842633	1.47343845535	1.28320521945	-0.47343845535	-0.283205219454	-24548500.0	0.723976467439	0.479913432001
2010-02-23	567.1	580.4	565.1	575.5	5695200	497.8045	0.00480132443647	0.0659381037736	0.00383745562375	493.133516667	482.70415	30.7938	1.903	488.460071734	489.682436949	1.58148049645	1.2549881376	-0.581480496454	-0.254988137604	-18853300.0	0.725581264048	0.483022669245
2010-02-24	572.0	574.8	563.55	567.3	5146000	490.7115	-0.0142485654509	0.0312670227575	-0.055130049915	495.613166667	480.65905	14.8779	-28.6314	491.129908381	490.765378689	2.05087326944	1.33912811388	-1.05087326944	-0.339128113879	-23999300.0	0.714975649804	0.505358039819
2010-02-25	569.0	574.0	560.05	569.25	4366100	492.3983	0.00343745765078	-0.0258406357619	-0.0146269567697	493.436266667	480.136964286	-13.0614	-7.3092	491.01036313	490.758194864	2.25779713604	1.35073924381	-1.25779713604	-0.350739243807	-19633200.0	0.606435385031	0.411212315921
2010-02-26	570.0	592.3	564.0	574.35	5474100	496.8097	0.00895900737269	-0.00485145474536	0.0438930820531	493.0326	481.629078571	-2.422	20.8896	491.406916521	490.976875549	2.96191461412	1.33220531758	-1.96191461412	-0.332205317578	-14159100.0	0.344330717671	0.47449447471
2010-03-02	581.15	610.75	581.15	608.9	6672700	526.6953	0.0601550251535	0.0858671490404	0.140582670352	499.974183333	486.266071429	41.6495	64.9179	492.950568944	491.754585475	1.8350965035	0.898694520548	-0.835096503497	0.101305479452	-7486400.0	0.469827435855	0.58429303062
2010-03-03	610.0	617.3	604.3	608.2	6214100	526.0898	-0.00114962104275	0.061894233203	0.139912016414	505.08485	490.87835	30.664	64.5719	502.591920674	496.413347412	1.66982642998	0.925753963915	-0.66982642998	0.0742460360853	-13700500.0	0.872966123703	0.732424894471
2010-03-04	610.0	620.6	603.1	617.55	7308300	534.1775	0.0153732309579	0.073066836479	0.182026989499	511.147016667	496.754135714	36.373	82.261	509.305600481	500.370207757	1.45192139738	0.84818877551	-0.45192139738	0.15181122449	-6392200.0	0.83286294262	0.730614752196
2010-03-05	620.0	627.5	616.0	618.1	4629600	534.6532	0.000890527961211	0.0895469130029	0.157598773665	518.470633333	501.953364286	43.9417	72.7892	516.411857487	504.877846723	1.41943517754	0.897616710183	-0.419435177539	0.102383289817	-1762600.0	0.851294185822	0.797001569836
2010-03-08	623.65	628.0	616.75	621.75	4379700	537.8105	0.00590532330116	0.0922265572403	0.151602093913	526.039333333	507.010492857	45.4122	70.7998	521.623669633	508.847893826	1.32971830986	0.925588235294	-0.329718309859	0.0744117647059	2617100.0	0.986589949217	0.782098066876
2010-03-09	620.0	622.35	611.0	614.7	3760400	531.7123	-0.0113389381576	0.0702534592219	0.117433279197	531.856433333	511.001828571	34.9026	55.8787	526.24847831	512.70957465	1.5044953125	1.0948004548	-0.5044953125	-0.0948004548039	-1143300.0	0.987012903447	0.7786853885
2010-03-10	616.05	619.7	602.5	612.2	3534700	529.5498	-0.00406704904137	0.0054196420587	0.0476597837572	532.332183333	512.72255	2.8545	24.0901	527.809570221	515.243271363	2.10139167556	1.18757780458	-1.10139167556	-0.187577804584	-4678000.0	0.861235768992	0.72477371261
2010-03-11	612.0	615.0	602.4	608.3	3344000	526.1763	-0.00637050566349	0.000164420598917	0.0539721335805	532.3466	514.647164286	0.0865	26.9446	528.306778729	517.150808515	3.99308627451	1.42510426872	-2.99308627451	-0.425104268719	-8022000.0	0.569328067849	0.624385690077
2010-03-12	610.0	613.9	603.65	607.55	4003400	525.5276	-0.00123285674402	-0.0161929321246	0.0834597475125	530.90495	517.538721429	-8.6499	40.4818	527.698070521	518.354207379	4.002828125	1.434183345	-3.002828125	-0.434183344997	-12025400.0	0.501851859781	0.643350095444
2010-03-15	605.2	616.9	604.15	610.05	3397800	527.69	0.00411472204314	-0.0130237694266	0.0651241820672	529.744416667	519.843307143	-6.9632	32.2642	527.077936086	519.310659729	3.918359375	1.47623252391	-2.918359375	-0.476232523915	-8627600.0	0.228262303734	0.751612911246
2010-03-16	610.9	631.0	608.25	627.2	4462500	542.5247	0.0281125281889	0.00876554102235	0.0898348648917	530.530116667	523.037607143	4.7142	44.7202	527.25281149	520.427905098	3.33887890625	1.25791464312	-2.33887890625	-0.25791464312	-4165100.0	0.302211037006	0.723352762817
2010-03-17	536.0	643.5	536.0	632.1	5722400	546.7632	0.00781254752088	0.0283064732563	0.114225364598	533.0386	527.0413	15.0509	56.0517	531.616208207	523.374144418	2.94534265734	1.18726990839	-1.94534265734	-0.187269908386	1557300.0	0.58050204918	0.764044731528
2010-03-18	635.0	641.65	630.1	639.2	4070400	552.9047	0.0112324677301	0.0441033119076	0.122881009134	536.931083333	531.363185714	23.3549	60.5064	535.943920148	526.492685163	0.842746976744	0.842746976744	0.157253023256	0.157253023256	5627700.0	0.774448127847	0.842494974245
2010-03-19	640.5	645.5	636.35	644.25	3444500	557.2729	0.00790045734826	0.0590992030618	0.121702937765	542.11385	535.681985714	31.0966	60.4632	540.789857249	530.014287141	0.80211255814	0.80211255814	0.19788744186	0.19788744186	9072200.0	0.871901602902	0.85062677323
2010-03-22	636.15	643.7	626.65	629.05	3846600	544.1249	-0.0235934674017	0.0353878654518	0.0330923780789	545.2134	536.926957143	18.5973	17.4296	545.499298035	533.648768856	0.9258	0.9258	0.0742	0.0742	5225600.0	0.97997468667	0.850551948052
2010-03-23	632.0	640.25	628.6	637.95	3779800	551.8234	0.0141484060002	0.0457340483996	0.0489148430553	549.235633333	538.765071429	24.1334	25.7336	545.106612882	535.045586341	0.855494063927	0.855494063927	0.144505936073	0.144505936073	9005400.0	0.70712778967	0.625388475794
2010-03-25	637.0	640.9	624.55	638.2	4284200	552.0397	0.000391973229116	0.0175383719856	0.0334386978111	550.821466667	540.040942857	9.515	17.8622	547.025694916	537.282628163	0.853518721461	0.853518721461	0.146481278539	0.146481278539	13289600.0	0.739279071335	0.66798397815
2010-03-26	640.0	650.0	636.3	644.1	3672800	557.1431	0.00924462497896	0.018984269607	0.042064463469	552.55145	541.647364286	10.3799	22.4899	548.458267797	539.250237741	0.806912328767	0.806912328767	0.193087671233	0.193087671233	16962400.0	0.632850241546	0.629956056108
2010-03-29	639.8	650.85	636.4	643.55	2553900	556.6674	-0.000853820140642	0.00680533191344	0.0350623500285	553.178566667	542.994285714	3.7627	18.8569	550.939648426	541.635952709	3.66729273084	0.818707017544	-2.66729273084	0.181292982456	14408500.0	0.641508456507	0.653301832132
2010-03-30	645.0	650.0	632.1	634.75	3017300	549.0554	-0.013674233483	-0.0147459171261	0.0326174512043	551.808983333	544.233078571	-8.2175	17.3431	552.576148876	543.640145681	3.87051711027	0.886326512843	-2.87051711027	0.113673487157	11391200.0	0.560668943344	0.63341498031
2010-03-31	635.0	639.6	626.1	632.05	3943700	546.7199	-0.00425366911973	0.00476912561803	0.0324239571047	552.241483333	545.459514286	2.595	17.1701	551.570220626	544.36217959	3.95931939163	0.906661732695	-2.95931939163	0.0933382673052	7447500.0	0.380050154873	0.620131358932
2010-04-01	636.0	654.0	635.2	652.2	4256000	564.1496	0.0318804931008	0.0223372187551	0.0721683967902	554.29585	548.171892857	12.3262	37.9733	550.184414733	544.676542311	3.29659315589	0.754901175446	-2.29659315589	0.245098824554	11703500.0	0.555350789629	0.618648670687
2010-04-05	655.2	679.8	655.2	678.5	6019700	586.8989	0.0403249421785	0.0631461831459	0.116780355589	560.105716667	552.555557143	34.8592	61.3713	554.174467666	547.272950003	2.278475382	0.568653389831	-1.278475382	0.431346610169	17723200.0	0.68578887395	0.719719579554
2010-04-06	681.5	694.9	673.0	687.6	5850800	594.7704	0.0134120203667	0.0675361500483	0.127120847467	566.376933333	557.347014286	37.6273	67.0804	563.524305476	552.556410003	1.58341899441	0.591304589708	-0.583418994413	0.408695410292	23574000.0	0.812887752757	0.78278134466
2010-04-07	690.0	692.8	677.5	685.65	3908500	593.0837	-0.00283588423365	0.0654184168141	0.0931920703334	572.446316667	560.958371429	36.4163	50.559	572.451761054	558.184942002	1.4798880814	0.640757079924	-0.479888081395	0.359242920076	19665500.0	0.821745502679	0.793638397938
2010-04-08	680.0	739.0	668.2	671.25	3890600	580.6277	-0.0210020946453	0.0575029405047	0.06193631905	577.708366667	563.377264286	31.5723	33.8645	578.346600753	562.838109735	1.66093459302	0.719146003776	-0.660934593023	0.280853996224	15774900.0	0.805072321717	0.750106851559
2010-04-09	674.0	686.0	671.2	676.2	3158000	584.9095	0.0073744328767	0.0698522223171	0.0578848398286	584.0733	565.663321429	38.1896	32.0048	578.998343395	565.210055104	1.36484056687	1.34635648755	-0.364840566873	-0.346356487549	18932900.0	0.744637657352	0.654926284834
2010-04-12	678.0	688.4	670.5	684.25	4104600	591.8727	0.0119047476575	0.0491413979554	0.0620877132191	588.693816667	568.134735714	27.7231	34.5998	580.687245282	567.836647757	1.41741136802	1.28551594583	-0.417411368015	-0.285515945828	23037500.0	0.787247837533	0.648952924904
2010-04-13	682.45	693.5	675.55	691.95	5211600	598.5331	0.0112530954714	0.0198231756781	0.0999921157808	590.63285	572.021035714	11.6342	54.4082	583.883089487	571.041454723	1.67621599045	1.22732110092	-0.676215990453	-0.227321100917	28249100.0	0.747490113108	0.657232367152
2010-04-15	695.9	701.3	678.1	686.1	5249700	593.4729	-0.0084543361094	-0.00218151407669	0.075476139649	590.4166	574.996	-1.2975	41.6495	588.068806777	574.707007426	2.05546751412	1.27153429445	-1.05546751412	-0.271534294452	22999400.0	0.645720398	0.762740003863
2010-04-16	684.0	698.3	676.0	695.7	4318100	601.7769	0.0139922143033	0.0146576275828	0.0900971433757	591.865466667	578.548657143	8.6932	49.7372	589.612833412	577.209126436	1.93817937853	1.19897859327	-0.938179378531	-0.198978593272	27317500.0	0.482517388293	0.706386512814
2010-04-19	682.7	688.0	662.45	669.8	6370300	579.3735	-0.0372287470656	-0.0021600760694	0.0399007005561	591.656433333	580.136542857	-1.2542	22.2304	593.088281008	580.484829578	2.25461158192	1.41387511072	-1.25461158192	-0.413875110717	20947200.0	0.599406297455	0.728174483023
2010-04-20	673.0	685.0	665.5	670.85	4387400	580.2817	0.00156755529896	-0.00791199322288	0.0424208423198	590.885133333	581.823278571	-4.6278	23.6143	589.169772149	580.336652301	3.11501415701	1.40583082374	-2.11501415701	-0.405830823738	25334600.0	0.488316285656	0.588013720867
2010-04-21	673.1	679.8	665.7	668.85	3137400	578.5517	-0.00298131062896	-0.0225065288532	0.0537219012872	588.664966667	583.930157143	-13.321	29.4963	586.630322964	580.329325327	3.15954440154	1.42115411869	-2.15954440154	-0.421154118689	22197200.0	0.45399746319	0.593173713462
2010-04-22	665.1	673.45	649.7	655.3	6551400	566.8311	-0.0202585179509	-0.0529661601004	0.036785198417	583.3813	585.366671429	-31.702	20.1112	584.322144974	580.092308617	3.46123294723	1.52496811337	-2.46123294723	-0.524968113375	15645800.0	0.352206309829	0.622047022548
2010-04-23	656.0	662.7	643.05	648.35	6395000	560.8193	-0.0106059812173	-0.0550212149535	-0.00590322141503	577.939033333	585.128792857	-32.6536	-3.3303	579.324703553	578.324147468	2.72249418605	1.71657707129	-1.72249418605	-0.716577071291	9250800.0	0.183779405662	0.577217124208
2010-04-26	650.0	664.7	650.0	656.85	4236600	568.1718	0.0131102834728	-0.0558431205983	-0.031908562105	572.338183333	583.791142857	-33.6051	-18.7271	574.037445395	575.990167806	2.35526153846	1.78038770193	-1.35526153846	-0.780387701928	13487400.0	0.180355534672	0.48598442349
2010-04-27	655.1	657.7	646.35	647.5	3649400	560.0841	-0.0142346029845	-0.0332935489801	-0.0583188067194	569.123283333	581.31355	-19.2894	-34.6863	572.361546711	574.947718765	2.8457374861	1.86467847837	-1.8457374861	-0.864678478374	9838000.0	0.16479706343	0.409452443325
2010-04-28	644.0	644.0	622.35	624.35	5097500	540.0595	-0.0357528449745	-0.069314955133	-0.0894042442913	562.419583333	577.526107143	-40.2222	-53.0242	568.853704793	572.96590293	3.45507747318	2.07337675873	-2.45507747318	-1.07337675873	4740500.0	0.230676220581	0.332637887027
2010-04-29	628.0	640.6	626.3	632.65	5230100	547.239	0.0132939055789	-0.0541225615619	-0.0575044903989	557.2008	575.1412	-31.3127	-33.3887	560.626789138	568.578382539	2.3074151436	1.64390055722	-1.3074151436	-0.643900557222	9970600.0	0.13385899882	0.282624273968
2010-04-30	640.5	644.0	615.0	618.85	7474300	535.302	-0.021813138318	-0.0556234476196	-0.0848122658292	551.94595	571.597807143	-31.5291	-49.6075	556.801706527	565.733131534	2.70348336595	2.10257124763	-1.70348336595	-1.10257124763	2496300.0	0.240688875013	0.356931609876
2010-05-03	610.0	617.85	604.0	607.05	5477200	525.0951	-0.0190675543899	-0.0637000188831	-0.112824261028	545.991916667	566.827978571	-35.7242	-66.7776	550.658933234	561.675647329	2.80895171026	2.04177172654	-1.80895171026	-1.04177172654	-2980900.0	0.239829287493	0.300521701646
2010-05-04	607.0	629.85	572.15	577.85	8712100	499.8372	-0.048101572458	-0.120271016619	-0.164896310664	534.602816667	559.778271429	-68.3346	-98.6959	543.354980881	556.798241019	2.71602635914	2.0705323741	-1.71602635914	-1.0705323741	-11693000.0	0.224300104031	0.238305216527
2010-05-05	570.0	577.4	555.7	573.1	11731400	495.7285	-0.00822007645689	-0.114903458249	-0.16469901153	523.876883333	552.796528571	-64.3556	-97.7444	530.921329201	549.20343555	1.89329631794	1.59172667441	-0.893296317943	-0.59172667441	-23424400.0	0.0868205036424	0.162426471242
2010-05-06	573.0	579.9	561.2	575.9	8053500	498.1505	0.00488573886714	-0.0776007088108	-0.17220069431	516.89205	545.394642857	-41.909	-103.6264	520.866235143	542.073444143	1.65174971687	1.40357293128	-0.651749716874	-0.403572931276	-15370900.0	0.0912092546999	0.163490616445
2010-05-07	560.0	569.0	552.45	558.35	7095900	482.9698	-0.0304741237839	-0.117442653027	-0.166393009	506.180516667	538.508664286	-64.2692	-96.4037	514.376025102	536.217051591	1.82367157418	1.54973696145	-0.823671574179	-0.549736961451	-22466800.0	0.157113169263	0.128181538965
2010-05-10	598.9	606.0	564.0	601.45	7652000	520.2511	0.0771917830059	-0.0281166519086	-0.103450789504	503.672033333	534.220764286	-15.0509	-60.0306	505.40281793	529.117418045	1.35170835609	1.24291889853	-0.35170835609	-0.242918898529	-14814800.0	0.0350439568708	0.135188502673
2010-05-11	605.0	608.8	579.0	582.05	9110700	503.4702	-0.0322553859088	-0.0411828257396	-0.129774918992	500.067883333	528.8578	-21.6249	-75.0815	509.645184236	527.935242306	1.63281395349	1.38460777385	-0.632813953488	-0.384607773852	-23925500.0	0.420329777942	0.321868924376
2010-05-12	582.0	588.0	572.0	584.45	6387900	505.5462	0.00412338207902	0.0114217189117	-0.108118450099	501.019383333	524.480307143	5.709	-61.2849	507.880903026	524.673236665	1.60599224806	1.38763471074	-0.605992248062	-0.387634710744	-17537600.0	0.39297941731	0.29547632525
2010-05-13	585.0	593.65	571.55	575.1	5536400	497.4585	-0.0159979444015	0.00348981347653	-0.112978993412	501.307716667	519.954535714	1.73	-63.3608	507.213845018	522.12296511	1.975891748	1.48990200445	-0.975891748004	-0.489902004454	-23074000.0	0.536666855064	0.323800296134
2010-05-14	574.0	574.0	545.5	547.95	8098700	473.9739	-0.0472091641815	-0.0485327225407	-0.165791227231	497.278283333	513.226114286	-24.1766	-94.1979	504.426603585	518.834369762	2.39265483585	1.69911893096	-1.39265483585	-0.699118930958	-31172700.0	0.510570876197	0.319980748184
2010-05-17	532.55	540.8	523.0	536.35	10980200	463.9399	-0.021169942058	-0.0394018425169	-0.171660291731	494.106633333	506.358671429	-19.0299	-96.1442	495.725831132	512.852973794	2.28846919431	1.7269171123	-1.28846919431	-0.726917112299	-42152900.0	0.38251376211	0.254840447543
2010-05-18	538.8	541.3	527.5	530.3	9404300	458.7067	-0.0112799093158	-0.118297491346	-0.150636735397	483.849233333	500.547757143	-61.5444	-81.3528	486.644136523	506.331230621	1.74933916084	1.53134958678	-0.749339160839	-0.531349586777	-51557200.0	0.402654880837	0.25228458151
2010-05-19	525.0	529.5	510.35	512.5	10840300	443.3098	-0.0335658929769	-0.119491481323	-0.189915557919	473.8225	493.124242857	-60.1604	-103.9292	478.662011802	499.981293205	1.92879020979	1.65859669421	-0.92879020979	-0.658596694215	-62397500.0	0.0315999050176	0.273100299882
2010-05-20	515.0	522.0	504.0	508.15	8859300	439.5471	-0.0084877437855	-0.130550086224	-0.17888014616	462.82265	486.284607143	-65.9991	-95.7549	468.561379859	492.425094111	1.84997478992	1.52976356154	-0.849974789916	-0.529763561541	-71256800.0	0.0322799335742	0.222837432622
