Date	Open_FTSE	High_FTSE	Low_FTSE	Close_FTSE	Volume_FTSE	AdjClose_FTSE	Return_FTSE
2010-03-11	5640.600098	5642.899902	5594.700195	5617.299805	889812900	5617.299805	-0.0041308181036
2010-03-12	5617.299805	5646.700195	5612.399902	5625.700195	1292880400	5625.700195	0.00149544982316
2010-03-15	5625.700195	5627.0	5588.200195	5593.899902	818311200	5593.899902	-0.00565268178142
2010-03-16	5593.899902	5637.700195	5593.899902	5620.399902	878179400	5620.399902	0.00473730321676
2010-03-17	5620.399902	5657.799805	5620.399902	5644.600098	930653500	5644.600098	0.0043057783115
2010-03-18	5644.600098	5661.0	5619.200195	5642.600098	919829700	5642.600098	-0.000354320937759
2010-03-19	5642.600098	5691.200195	5633.5	5650.100098	2488302000	5650.100098	0.00132917447094
2010-03-22	5650.100098	5650.100098	5583.5	5644.5	886165700	5644.5	-0.000991150227937
2010-03-23	5644.5	5695.899902	5644.5	5673.600098	969327600	5673.600098	0.00515547843033
2010-03-24	5673.600098	5698.899902	5636.0	5677.899902	1118840000	5677.899902	0.000757861662037
2010-03-25	5677.899902	5737.100098	5673.100098	5727.700195	1098678300	5727.700195	0.00877090013201
2010-03-26	5727.700195	5727.700195	5695.5	5703.0	1031531100	5703.0	-0.00431241059397
2010-03-29	5703.0	5733.100098	5684.600098	5710.700195	1015977100	5710.700195	0.00135020077152
2010-03-30	5710.700195	5742.799805	5662.799805	5672.299805	930757400	5672.299805	-0.00672428751095
2010-03-31	5672.299805	5698.5	5646.299805	5679.600098	1105283700	5679.600098	0.00128700760731
2010-04-01	5679.600098	5744.899902	5679.5	5744.899902	807719900	5744.899902	0.0114972538336
2010-04-06	5744.899902	5790.399902	5744.600098	5780.399902	845433900	5780.399902	0.00617939400261
2010-04-07	5780.399902	5782.299805	5753.399902	5762.100098	828676900	5762.100098	-0.00316583701997
2010-04-08	5762.100098	5762.100098	5684.5	5712.700195	820356600	5712.700195	-0.00857324624006
2010-04-09	5712.700195	5773.600098	5712.700195	5771.0	704070300	5771.0	0.0102052974968
2010-04-12	5771.0	5803.700195	5755.799805	5777.700195	595469500	5777.700195	0.00116101108993
2010-04-13	5777.700195	5778.899902	5741.899902	5761.700195	668939800	5761.700195	-0.00276926795438
2010-04-14	5761.700195	5812.799805	5761.700195	5796.299805	868022000	5796.299805	0.00600510419303
2010-04-15	5796.299805	5832.299805	5778.399902	5825.0	1030545900	5825.0	0.00495146834455
2010-04-16	5825.0	5833.700195	5726.399902	5744.0	1634478500	5744.0	-0.0139055793991
2010-04-19	5744.0	5748.299805	5697.200195	5727.899902	889516800	5727.899902	-0.00280294185237
2010-04-20	5727.899902	5796.600098	5727.899902	5783.700195	1081126000	5783.700195	0.00974184150469
2010-04-21	5783.700195	5797.0	5721.299805	5723.399902	1148842800	5723.399902	-0.0104259022714
2010-04-22	5723.399902	5761.399902	5652.399902	5665.299805	1139851500	5665.299805	-0.0101513257845
2010-04-23	5665.299805	5740.899902	5665.299805	5723.700195	1002800100	5723.700195	0.0103084376838
2010-04-26	5723.700195	5800.700195	5723.700195	5753.899902	1036747900	5753.899902	0.00527625591333
2010-04-27	5753.899902	5758.600098	5603.5	5603.5	1515371800	5603.5	-0.0261387762321
2010-04-28	5603.5	5640.0	5533.600098	5586.600098	1832667200	5586.600098	-0.00301595467119
2010-04-29	5586.600098	5638.799805	5579.700195	5617.799805	1206691700	5617.799805	0.0055847396364
2010-04-30	5617.799805	5643.899902	5540.600098	5553.299805	1439125200	5553.299805	-0.0114813632096
2010-05-04	5553.299805	5566.0	5398.899902	5411.100098	1735870600	5411.100098	-0.0256063443346
2010-05-05	5411.100098	5428.799805	5304.600098	5341.899902	1997069600	5341.899902	-0.0127885632767
2010-05-06	5341.899902	5371.5	5251.299805	5261.0	1701801200	5261.0	-0.0151444062008
2010-05-07	5261.0	5264.5	5045.299805	5123.0	2757309200	5123.0	-0.0262307546094
2010-05-10	5123.0	5399.799805	5123.0	5387.399902	2324686400	5387.399902	0.0516103654109
2010-05-11	5387.399902	5387.399902	5257.200195	5334.200195	1450249400	5334.200195	-0.00987483906295
2010-05-12	5334.200195	5401.0	5284.700195	5383.5	1513656500	5383.5	0.00924221124026
2010-05-13	5383.5	5436.0	5381.600098	5433.700195	956026300	5433.700195	0.00932482492802
2010-05-14	5433.700195	5433.700195	5245.399902	5262.899902	1335859200	5262.899902	-0.0314335143402
2010-05-17	5262.899902	5327.5	5231.600098	5262.5	1200727700	5262.5	-7.5985104685e-05
2010-05-18	5262.5	5341.399902	5262.5	5307.299805	1111259100	5307.299805	0.00851302707838
2010-05-19	5307.299805	5307.299805	5158.100098	5158.100098	1381919600	5158.100098	-0.0281121686134
2010-05-20	5158.100098	5230.200195	5000.799805	5073.100098	1700662800	5073.100098	-0.0164789357293
2010-05-21	5073.100098	5084.0	4957.100098	5062.899902	2015042600	5062.899902	-0.00201064355186
2010-05-24	5062.899902	5109.399902	5021.600098	5069.600098	963073600	5069.600098	0.00132339096757
2010-05-25	5069.600098	5069.600098	4898.5	4940.700195	1728679200	4940.700195	-0.0254260494927
2010-05-26	4940.700195	5097.899902	4940.5	5038.100098	1832110200	5038.100098	0.0197137853251
2010-05-27	5038.100098	5195.399902	5038.100098	5195.200195	1582638200	5195.200195	0.0311824088335
2010-05-28	5195.200195	5240.299805	5186.0	5188.399902	1335686900	5188.399902	-0.00130895687264
2010-06-01	5188.399902	5192.100098	5063.200195	5163.299805	1325107200	5163.299805	-0.0048377336894
2010-06-02	5163.299805	5163.299805	5072.5	5151.299805	1173782500	5151.299805	-0.00232409514326
2010-06-03	5151.299805	5262.5	5151.299805	5211.200195	1214853200	5211.200195	0.0116282088536
2010-06-04	5211.200195	5261.700195	5102.100098	5126.0	1209543600	5126.0	-0.0163494380971
2010-06-07	5126.0	5126.0	5040.299805	5069.100098	900731500	5069.100098	-0.0111002539992
2010-06-08	5069.100098	5084.100098	4984.700195	5028.200195	1199075300	5028.200195	-0.00806847412939
2010-06-09	5028.200195	5085.899902	4998.100098	5085.899902	1094116800	5085.899902	0.0114752207077
2010-06-10	5085.899902	5149.700195	5030.899902	5132.5	1364944200	5132.5	0.00916260620499
2010-06-11	5132.5	5184.399902	5116.700195	5163.700195	1102533300	5163.700195	0.00607894690697
2010-06-14	5163.700195	5215.200195	5163.700195	5202.100098	947984800	5202.100098	0.00743650900515
2010-06-15	5202.100098	5242.100098	5149.100098	5217.799805	1005269000	5217.799805	0.00301795557645
2010-06-16	5217.799805	5257.299805	5209.399902	5237.899902	1026163200	5237.899902	0.00385221697865
2010-06-17	5237.899902	5293.799805	5233.200195	5253.899902	1139301600	5253.899902	0.00305465936718
2010-06-18	5253.899902	5289.100098	5239.399902	5250.799805	1528137800	5250.799805	-0.000590056350107
2010-06-21	5250.799805	5331.5	5250.799805	5299.100098	797902600	5299.100098	0.00919865445146
2010-06-22	5299.100098	5299.100098	5210.0	5247.0	1124430700	5247.0	-0.00983187655196
2010-06-23	5247.0	5247.899902	5165.799805	5178.5	941044800	5178.5	-0.0130550790928
2010-06-24	5178.5	5211.799805	5091.0	5100.200195	979497900	5100.200195	-0.0151201708989
2010-06-25	5100.200195	5130.5	5031.700195	5046.5	1188668800	5046.5	-0.010529036694
2010-06-28	5046.5	5085.700195	5024.700195	5071.700195	845187300	5071.700195	0.00499359853364
2010-06-29	5071.700195	5071.700195	4899.0	4914.200195	1016390800	4914.200195	-0.0310546747529
2010-06-30	4914.200195	4961.899902	4898.5	4916.899902	1277285100	4916.899902	0.000549368542768
2010-07-01	4916.899902	4916.899902	4790.0	4805.799805	1342920500	4805.799805	-0.0225955580171
2010-07-02	4805.799805	4880.899902	4805.799805	4838.100098	1038891400	4838.100098	0.00672110664418
2010-07-05	4838.100098	4863.399902	4821.100098	4823.5	539451500	4823.5	-0.00301773376
2010-07-06	4823.5	4967.700195	4823.5	4965.0	921871900	4965.0	0.0293355447289
2010-07-07	4965.0	5014.799805	4892.0	5014.799805	1061086600	5014.799805	0.0100301722054
2010-07-08	5014.799805	5123.5	5014.799805	5105.5	1130033500	5105.5	0.0180865036546
2010-07-09	5105.5	5150.600098	5098.799805	5132.899902	859246500	5132.899902	0.00536674214083
2010-07-12	5132.899902	5193.200195	5128.600098	5167.0	622994300	5167.0	0.00664343717023
2010-07-13	5167.0	5272.299805	5167.0	5271.0	891506900	5271.0	0.0201277336946
2010-07-14	5271.0	5287.299805	5205.799805	5253.5	839649300	5253.5	-0.00332005312085
2010-07-15	5253.5	5268.399902	5187.5	5211.299805	833731400	5211.299805	-0.00803277719616
2010-07-16	5211.299805	5273.600098	5153.299805	5158.899902	1068185900	5158.899902	-0.0100550543935
2010-07-19	5158.899902	5196.799805	5111.899902	5148.299805	687707400	5148.299805	-0.00205472042516
2010-07-20	5148.299805	5180.0	5090.600098	5139.5	830736400	5139.5	-0.00170926428788
2010-07-21	5139.5	5244.899902	5139.5	5214.600098	966423900	5214.600098	0.0146123354412
2010-07-22	5214.600098	5319.5	5181.0	5313.799805	1022077600	5313.799805	0.0190234543658
2010-07-23	5313.799805	5328.5	5272.700195	5312.600098	872202700	5312.600098	-0.00022577196056
2010-07-26	5312.600098	5351.899902	5301.299805	5351.100098	772356100	5351.100098	0.00724692227719
2010-07-27	5351.100098	5411.5	5351.100098	5365.700195	1810362800	5365.700195	0.00272842905807
2010-07-28	5365.700195	5398.100098	5314.600098	5319.700195	1184814900	5319.700195	-0.00857297245993
2010-07-29	5319.700195	5375.200195	5314.0	5314.0	792887400	5314.0	-0.00107152561066
2010-07-30	5314.0	5322.700195	5245.5	5258.0	838262600	5258.0	-0.0105382009785
2010-08-02	5258.0	5401.700195	5258.0	5397.100098	955430600	5397.100098	0.0264549444656
2010-08-03	5397.100098	5397.299805	5353.5	5396.5	849018700	5396.5	-0.000111188969836
2010-08-04	5396.5	5406.799805	5318.799805	5386.200195	1157313500	5386.200195	-0.00190860835727
2010-08-05	5386.200195	5416.799805	5356.799805	5365.799805	1082479100	5365.799805	-0.00378752910427
2010-08-06	5365.799805	5408.100098	5307.600098	5332.399902	1147370800	5332.399902	-0.00622458984938
2010-08-09	5332.399902	5418.600098	5332.399902	5410.5	635528400	5410.5	0.0146463317522
2010-08-10	5410.5	5411.600098	5348.100098	5376.399902	853612000	5376.399902	-0.00630257795028
2010-08-11	5376.399902	5376.399902	5245.0	5245.200195	1046900300	5245.200195	-0.0244028921567
2010-08-12	5245.200195	5272.5	5210.600098	5266.100098	1058661400	5266.100098	0.00398457679841
2010-08-13	5266.100098	5308.799805	5225.899902	5275.399902	862502000	5275.399902	0.00176597554679
2010-08-16	5275.399902	5304.600098	5228.600098	5276.100098	602793800	5276.100098	0.000132728515943
2010-08-17	5276.100098	5351.5	5276.100098	5350.600098	722264800	5350.600098	0.0141202779735
2010-08-18	5350.600098	5350.600098	5296.899902	5302.899902	653515300	5302.899902	-0.00891492451806
2010-08-19	5302.899902	5336.399902	5205.600098	5211.299805	825504500	5211.299805	-0.0172735859045
2010-08-20	5211.299805	5233.0	5160.399902	5195.299805	808561300	5195.299805	-0.00307025129981
2010-08-23	5195.299805	5268.399902	5186.899902	5234.799805	582331200	5234.799805	0.00760302609716
2010-08-24	5234.799805	5234.799805	5109.899902	5156.0	863053600	5156.0	-0.0150530694459
2010-08-25	5156.0	5168.5	5070.899902	5109.399902	852400800	5109.399902	-0.0090380329713
2010-08-26	5109.399902	5167.799805	5109.399902	5155.799805	699881200	5155.799805	0.00908128232081
2010-08-27	5155.799805	5211.600098	5121.0	5201.600098	791004500	5201.600098	0.00888325666865
2010-08-31	5201.600098	5225.200195	5129.700195	5225.200195	1162231100	5225.200195	0.00453708408093
2010-09-01	5225.200195	5366.399902	5225.200195	5366.399902	990584200	5366.399902	0.0270228319931
2010-09-02	5366.399902	5383.700195	5347.0	5371.0	836275200	5371.0	0.00085720372764
2010-09-03	5371.0	5454.0	5371.0	5428.200195	733985200	5428.200195	0.0106498221933
2010-09-06	5428.200195	5459.399902	5428.200195	5439.200195	482717500	5439.200195	0.00202645436882
2010-09-07	5439.200195	5439.200195	5381.100098	5407.799805	698426500	5407.799805	-0.00577297927531
2010-09-08	5407.799805	5445.600098	5361.399902	5429.700195	851371400	5429.700195	0.00404977824433
2010-09-09	5429.700195	5505.700195	5412.5	5494.200195	936215800	5494.200195	0.0118791089164
2010-09-10	5494.200195	5511.5	5475.899902	5501.600098	792428300	5501.600098	0.00134685718346
2010-09-13	5501.600098	5571.399902	5501.600098	5565.5	882318800	5565.5	0.0116147849465
2010-09-14	5565.5	5582.5	5541.5	5567.399902	736346400	5567.399902	0.000341371305363
2010-09-15	5567.399902	5578.700195	5536.0	5555.600098	764665800	5555.600098	-0.00211944609831
2010-09-16	5555.600098	5564.5	5534.0	5540.100098	700521300	5540.100098	-0.00278997763096
2010-09-17	5540.100098	5612.899902	5508.5	5508.5	1391565500	5508.5	-0.00570388574954
2010-09-20	5508.5	5607.299805	5508.5	5602.5	676518800	5602.5	0.0170645366252
2010-09-21	5602.5	5635.700195	5576.200195	5576.200195	730333600	5576.200195	-0.00469429808121
2010-09-22	5576.200195	5597.600098	5516.899902	5551.899902	783222600	5551.899902	-0.0043578587838
2010-09-23	5551.899902	5588.799805	5471.700195	5547.100098	795945500	5547.100098	-0.000864533598358
2010-09-24	5547.100098	5612.5	5516.5	5598.5	818644700	5598.5	0.00926608517819
2010-09-27	5598.5	5615.799805	5569.899902	5573.399902	600635600	5573.399902	-0.00448336125748
2010-09-28	5573.399902	5582.100098	5506.100098	5578.399902	854163200	5578.399902	0.000897118471295
2010-09-29	5578.399902	5624.5	5544.700195	5569.299805	799992400	5569.299805	-0.00163130954393
2010-09-30	5569.299805	5650.299805	5539.100098	5548.600098	1012633600	5548.600098	-0.00371675214565
2010-10-01	5548.600098	5615.100098	5547.600098	5592.899902	823630700	5592.899902	0.00798396049771
2010-10-04	5592.899902	5601.200195	5550.799805	5556.0	604252100	5556.0	-0.00659763318611
2010-10-05	5556.0	5646.100098	5550.600098	5635.799805	830075100	5635.799805	0.0143628158747
2010-10-06	5635.799805	5695.5	5635.799805	5681.399902	756640400	5681.399902	0.00809114918517
2010-10-07	5681.399902	5707.299805	5650.799805	5662.100098	947272600	5662.100098	-0.00339701558294
2010-10-08	5662.100098	5663.700195	5606.600098	5657.600098	1047049700	5657.600098	-0.000794758114854
2010-10-11	5657.600098	5686.0	5655.700195	5672.399902	475637900	5672.399902	0.00261591553727
2010-10-12	5672.399902	5677.0	5597.5	5661.600098	637397400	5661.600098	-0.00190392147708
2010-10-13	5661.600098	5760.5	5661.600098	5747.399902	971374300	5747.399902	0.0151546916975
2010-10-14	5747.399902	5770.899902	5712.899902	5727.200195	1129485800	5727.200195	-0.00351458178384
2010-10-15	5727.200195	5743.899902	5666.0	5703.399902	996353400	5703.399902	-0.00415565934307
2010-10-18	5703.399902	5748.799805	5670.100098	5742.5	610917600	5742.5	0.00685557714203
2010-10-19	5742.5	5761.899902	5690.600098	5703.899902	777665300	5703.899902	-0.00672182812364
2010-10-20	5703.899902	5730.0	5680.399902	5728.899902	671501800	5728.899902	0.00438296611608
2010-10-21	5728.899902	5786.700195	5698.0	5757.899902	1023125900	5757.899902	0.00506205388401
2010-10-22	5757.899902	5758.0	5724.299805	5741.399902	656563500	5741.399902	-0.00286562814235
2010-10-25	5741.399902	5794.299805	5741.399902	5752.0	772475900	5752.0	0.00184625669365
2010-10-26	5752.0	5754.200195	5677.200195	5707.299805	812401800	5707.299805	-0.00777124391516
2010-10-27	5707.299805	5707.299805	5630.899902	5646.0	787759900	5646.0	-0.0107405966209
2010-10-28	5646.0	5711.799805	5646.0	5677.899902	767341000	5677.899902	0.00565000035423
2010-10-29	5677.899902	5699.200195	5647.100098	5675.200195	836504200	5675.200195	-0.000475476328677
2010-11-01	5675.200195	5733.0	5667.399902	5694.600098	641764000	5694.600098	0.00341836452168
2010-11-02	5694.600098	5771.600098	5690.399902	5757.399902	805488200	5757.399902	0.0110279568221
2010-11-03	5757.399902	5773.700195	5730.5	5749.0	825699300	5749.0	-0.00145897490933
2010-11-04	5749.0	5876.0	5749.0	5862.799805	1079039900	5862.799805	0.0197947129936
2010-11-05	5862.799805	5899.399902	5834.0	5875.399902	1106801400	5875.399902	0.00214916037032
2010-11-08	5875.399902	5881.0	5841.299805	5850.0	772245200	5850.0	-0.00432309330831
2010-11-09	5850.0	5902.100098	5847.399902	5875.200195	951025400	5875.200195	0.00430772564103
2010-11-10	5875.200195	5877.0	5796.200195	5816.899902	942150500	5816.899902	-0.00992311599009
2010-11-11	5816.899902	5846.5	5792.600098	5815.200195	1091041700	5815.200195	-0.000292201521194
2010-11-12	5815.200195	5831.799805	5711.700195	5796.899902	983021500	5796.899902	-0.00314697557889
2010-11-15	5796.899902	5832.899902	5755.700195	5820.399902	620872900	5820.399902	0.00405389094124
2010-11-16	5820.399902	5820.399902	5680.899902	5681.899902	871717200	5681.899902	-0.0237956158223
2010-11-17	5681.899902	5704.399902	5659.700195	5692.600098	761486100	5692.600098	0.00188320741029
2010-11-18	5692.600098	5783.0	5692.600098	5768.700195	729396200	5768.700195	0.0133682492516
2010-11-19	5768.700195	5774.100098	5684.5	5732.799805	732494100	5732.799805	-0.00622330660053
2010-11-22	5732.799805	5783.100098	5668.5	5680.799805	772790500	5680.799805	-0.00907061152818
2010-11-23	5680.799805	5681.100098	5581.299805	5581.299805	1029344700	5581.299805	-0.0175151393141
2010-11-24	5581.299805	5671.899902	5573.299805	5657.100098	907509900	5657.100098	0.0135811183144
2010-11-25	5657.100098	5707.899902	5654.700195	5698.899902	556473500	5698.899902	0.00738891009102
2010-11-26	5698.899902	5699.0	5599.299805	5668.700195	862384300	5668.700195	-0.00529921695754
2010-11-29	5668.700195	5722.700195	5551.0	5551.0	1016586000	5551.0	-0.020763171618
2010-11-30	5551.0	5597.0	5519.200195	5528.299805	1312071800	5528.299805	-0.00408938839849
2010-12-01	5528.299805	5656.200195	5528.299805	5642.5	1141747400	5642.5	0.0206573809359
2010-12-02	5642.5	5770.899902	5642.5	5767.600098	1070087500	5767.600098	0.0221710408507
2010-12-03	5767.600098	5784.299805	5720.200195	5745.299805	758341000	5745.299805	-0.00386647697848
2010-12-06	5745.299805	5785.700195	5728.5	5770.299805	760501400	5770.299805	0.00435138301717
2010-12-07	5770.299805	5850.399902	5769.700195	5808.5	915796600	5808.5	0.0066201404244
2010-12-08	5808.5	5826.600098	5774.299805	5794.5	795433900	5794.5	-0.00241026082465
2010-12-09	5794.5	5838.0	5794.5	5808.0	910240700	5808.0	0.00232979549573
2010-12-10	5808.0	5827.600098	5794.5	5813.0	611914600	5813.0	0.0008608815427
2010-12-13	5813.0	5873.700195	5812.899902	5860.799805	562916600	5860.799805	0.00822291501806
2010-12-14	5860.799805	5891.200195	5847.200195	5891.200195	665056300	5891.200195	0.00518707190341
2010-12-15	5891.200195	5898.0	5858.100098	5882.200195	781046600	5882.200195	-0.00152770228512
2010-12-16	5882.200195	5907.100098	5862.899902	5881.100098	635565900	5881.100098	-0.000187021346355
2010-12-17	5881.100098	5902.5	5857.299805	5871.799805	1431434300	5871.799805	-0.001581386619
2010-12-20	5871.799805	5913.799805	5865.5	5891.600098	536148500	5891.600098	0.00337209946823
2010-12-21	5891.600098	5953.899902	5891.100098	5951.799805	541859600	5951.799805	0.0102178875006
2010-12-22	5951.799805	5991.899902	5936.299805	5983.5	527260100	5983.5	0.00532615276699
2010-12-23	5983.5	6000.600098	5982.200195	5996.100098	314131700	5996.100098	0.00210580730342
2010-12-24	5996.100098	6008.899902	5978.200195	6008.899902	66767100	6008.899902	0.00213468817912
2010-12-29	6008.899902	6021.5	5977.0	5996.399902	329122200	5996.399902	-0.00208024766661
2010-12-30	5996.399902	6009.799805	5969.700195	5971.0	252316600	5971.0	-0.00423585858434
2010-12-31	5971.0	5985.700195	5899.899902	5899.899902	197447000	5899.899902	-0.0119075695863
2011-01-04	5899.899902	6049.5	5899.899902	6013.899902	950390700	6013.899902	0.0193223617169
2011-01-05	6013.899902	6043.899902	5964.399902	6043.899902	884510500	6043.899902	0.00498844352066
2011-01-06	6043.899902	6090.5	6004.600098	6019.5	843815800	6019.5	-0.00403711219505
2011-01-07	6019.5	6023.700195	5973.399902	5984.299805	780033100	5984.299805	-0.00584769416064
2011-01-10	5984.299805	5984.299805	5939.899902	5956.299805	662691000	5956.299805	-0.00467890996648
2011-01-11	5956.299805	6035.899902	5956.299805	6014.0	861069300	6014.0	0.00968725498867
2011-01-12	6014.0	6050.700195	6013.899902	6050.700195	1021020800	6050.700195	0.00610246009312
2011-01-13	6050.700195	6055.5	6005.5	6023.899902	921442500	6023.899902	-0.00442928787352
2011-01-14	6023.899902	6031.700195	5948.5	6002.100098	852945600	6002.100098	-0.00361888549854
2011-01-17	6002.100098	6013.399902	5975.600098	5985.700195	599125200	5985.700195	-0.00273236079576
2011-01-18	5985.700195	6065.700195	5985.5	6056.399902	869099100	6056.399902	0.0118114347022
2011-01-19	6056.399902	6077.100098	5974.799805	5976.700195	882393000	5976.700195	-0.0131595846195
2011-01-20	5976.700195	5977.5	5867.299805	5867.899902	999116500	5867.899902	-0.0182040740626
2011-01-21	5867.899902	5939.299805	5867.899902	5896.299805	1161650600	5896.299805	0.00483987516391
2011-01-24	5896.299805	5960.600098	5887.600098	5943.899902	918501600	5943.899902	0.00807287596869
2011-01-25	5943.899902	5964.700195	5904.299805	5917.700195	1034224500	5917.700195	-0.00440783112636
2011-01-26	5917.700195	6003.299805	5917.700195	5969.200195	880021300	5969.200195	0.00870270515622
2011-01-27	5969.200195	5997.299805	5950.700195	5965.100098	819346500	5965.100098	-0.00068687543826
2011-01-28	5965.100098	5965.799805	5877.899902	5881.399902	968312100	5881.399902	-0.0140316498675
2011-01-31	5881.399902	5881.700195	5815.399902	5862.899902	931414900	5862.899902	-0.00314550962496
2011-02-01	5862.899902	5963.700195	5862.899902	5957.799805	963349500	5957.799805	0.0161865125768
2011-02-02	5957.799805	6020.5	5957.799805	6000.100098	878318400	6000.100098	0.00709998562968
2011-02-03	6000.100098	6000.299805	5951.799805	5983.299805	1033274600	5983.299805	-0.0028000021209
2011-02-04	5983.299805	6023.399902	5983.299805	5997.399902	763863300	5997.399902	0.00235657537806
2011-02-07	5997.399902	6054.100098	5996.600098	6051.0	694875000	6051.0	0.00893722260911
2011-02-08	6051.0	6091.299805	6032.899902	6091.299805	858439600	6091.299805	0.00666002396298
2011-02-09	6091.299805	6091.299805	6049.5	6052.299805	923551800	6052.299805	-0.00640257436812
2011-02-10	6052.299805	6052.299805	5986.5	6020.0	821798100	6020.0	-0.00533678205652
2011-02-11	6020.0	6071.399902	5973.399902	6062.899902	822602600	6062.899902	0.00712622956811
2011-02-14	6062.899902	6091.5	6042.100098	6060.100098	635408300	6060.100098	-0.000461792878863
2011-02-15	6060.100098	6072.100098	6023.799805	6037.100098	873268200	6037.100098	-0.00379531684759
