Date	Open_FCHI	High_FCHI	Low_FCHI	Close_FCHI	Volume_FCHI	AdjClose_FCHI	Return_FCHI	paris_EMA6	paris_EMA14	paris_MoM6	paris_MoM14	paris_WIILR6	paris_WIILR14	paris_K%6	paris_K%14	paris_OBV	paris_RSI6	paris_RSI14	paris_RoC6	paris_RoC14	paris_MA6	paris_MA14
2010-01-20	3996.360107	4013.47998	3915.959961	3928.949951	143524600	3928.949951	-0.0201313256628	3997.27686086	4005.20595683	-71.100098	6.54907898652	1.01652998124	0.420860055688	-0.0165299812428	0.579139944312	232829000.0	0.404753389853	0.528780779586	-0.0177748020972	0.00246686232796	3981.18164067	4027.60806989
2010-01-21	3955.780029	3966.199951	3862.159912	3862.159912	112341400	3862.159912	-0.0169994629183	3977.75488661	3995.03848938	-138.700195	6.54907898652	1.41991882508	0.420860055688	-0.419918825082	0.579139944312	120487600.0	0.333192430008	0.528780779586	-0.0346675942899	0.00246686232796	3958.0649415	3993.34854571
2010-01-22	3840.060059	3859.649902	3786.290039	3820.780029	170381000	3820.780029	-0.0107141816866	3944.72775101	3977.32134573	-194.989991	-193.189942	1.22746177024	1.18308060941	-0.227461770236	-0.183080609408	-49893400.0	0.251522490503	0.288146415434	-0.0485560652201	-0.0481293939406	3925.56660967	3979.54926414
2010-01-25	3793.629883	3833.439941	3780.5	3781.850098	131374000	3781.850098	-0.0101890008596	3909.31411615	3956.44917017	-172.529785	-231.059814	1.01722308983	1.01470715351	-0.017223089834	-0.0147071535118	-181267400.0	0.180940624129	0.258313134916	-0.0436300482262	-0.0575791181629	3896.8116455	3963.04499171
2010-01-26	3748.030029	3807.47998	3741.360107	3807.040039	141543200	3807.040039	0.0066607454942	3872.89582525	3933.16929388	-170.419922	-210.629883	0.889130036044	0.913741403843	0.110869963956	0.086258596157	-39724200.0	0.195295347234	0.23595565922	-0.0428464204973	-0.0524258804454	3868.40832517	3948.00000007
2010-01-27	3769.659912	3793.629883	3737.290039	3759.800049	136321600	3759.800049	-0.0124085876471	3854.07988632	3916.35205989	-249.869873	-265.0	0.933793060353	0.946831349678	0.0662069396465	0.0531686503215	-176045800.0	0.201248009053	0.270039512896	-0.0623168185563	-0.0658417801565	3826.76334633	3929.07142864
2010-01-28	3812.189941	3812.189941	3688.790039	3688.790039	168079800	3688.790039	-0.0188866453201	3827.14278994	3895.47845844	-240.159912	-356.349854	1.17560378855	1.13821999712	-0.175603788554	-0.13821999712	-344125600.0	0.0838966246617	0.233978258374	-0.061125724429	-0.0880933325981	3786.73669433	3903.61786764
2010-01-29	3712.02002	3768.389893	3696.0	3739.459961	149875800	3739.459961	0.0137361903129	3787.61343253	3867.92000252	-122.699951	-303.630127	0.817346389555	0.873131686885	0.182653610445	0.126868313115	-194249800.0	0.0867004848224	0.17530750574	-0.0317697748917	-0.0750985311708	3766.2867025	3881.93000143
2010-02-01	3713.169922	3774.360107	3702.01001	3762.01001	119833200	3762.01001	0.00603029561359	3773.85529781	3850.79199698	-58.770019	-238.040039	0.571461841802	0.797000241268	0.428538158198	0.202999758732	-74416600.0	0.276437403576	0.245860863827	-0.0153816808489	-0.0595092651552	3756.49169933	3864.9271415
2010-02-02	3766.830078	3819.070068	3737.719971	3812.129883	134752600	3812.129883	0.0133226314834	3770.47092986	3838.95439872	30.279785	-188.730224	0.147321620723	0.652847447265	0.852678379277	0.347152552735	60336000.0	0.385030605461	0.293683186037	0.00800660634752	-0.0471724126694	3761.53833017	3851.44641121
2010-02-03	3819.77002	3831.379883	3784.320068	3793.469971	124554600	3793.469971	-0.00489487834169	3782.3734879	3835.37779662	-13.570068	-222.300049	0.196500547294	0.705367670046	0.803499452706	0.294632329954	-64218600.0	0.556750523658	0.349302675689	-0.00356446684589	-0.0553567679157	3759.27665217	3835.56783629
2010-02-04	3792.419922	3806.209961	3685.570068	3689.25	175687000	3689.25	-0.0274735194418	3785.54391164	3829.79008654	-70.550049	-265.129883	0.996774237301	0.99870539292	0.00322576269878	0.00129460708016	-239905600.0	0.473928759418	0.323554500487	-0.0187643087613	-0.0670471454045	3747.51831067	3816.6299875
2010-02-05	3665.909912	3673.709961	3563.76001	3563.76001	263299600	3563.76001	-0.0340150409975	3758.03136546	3811.05140833	-125.030029	-413.699951	1.8354036935	1.36436279324	-0.835403693503	-0.364362793237	-503205200.0	0.388802907213	0.302956383439	-0.033894590822	-0.104011091263	3726.6799725	3787.079991
2010-02-08	3595.379883	3616.669922	3545.909912	3607.27002	169862000	3607.27002	0.0122090179692	3702.5252639	3778.07922189	-132.189941	-402.399902	0.837418613527	0.904608387892	0.162581386473	0.0953916121081	-333343200.0	0.331817647909	0.233158590094	-0.0353500083912	-0.100357363531	3704.64831567	3758.33714086
2010-02-09	3598.659912	3633.590088	3583.540039	3612.76001	147671300	3612.76001	0.00152192377326	3675.30947993	3755.30466164	-149.25	-316.189941	0.765824413104	0.857026566551	0.234175586896	0.142973433449	-185671900.0	0.31869426456	0.244176481337	-0.0396729406895	-0.080476958206	3679.77331567	3735.75214507
2010-02-10	3638.389893	3673.629883	3617.719971	3635.610107	187758600	3635.610107	0.00632483113651	3657.43820281	3736.29870809	-176.519776	-226.549805	0.685780628044	0.786575491502	0.314219371956	0.213424508498	2086700.0	0.285245461603	0.277722208515	-0.0463047643752	-0.0586588360301	3650.353353	3719.57001614
2010-02-11	3659.949951	3675.639893	3581.860107	3616.75	261448600	3616.75	-0.00518760440337	3651.201604	3722.87356127	-176.719971	-204.030029	0.751847496422	0.774207655199	0.248152503578	0.225792344801	-259361900.0	0.224377314756	0.330251343961	-0.0465853090577	-0.0534000982656	3620.9000245	3704.99644264
2010-02-12	3647.27002	3661.040039	3579.399902	3599.070068	186454000	3599.070068	-0.00488834782609	3641.35828857	3708.7237531	-90.179932	-182.78003	0.795773545936	0.815114420623	0.204226454064	0.184885579377	-445815900.0	0.224237126274	0.341785624389	-0.0244439742495	-0.0483308500505	3605.87003583	3691.94072621
2010-02-15	3621.409912	3641.97998	3599.629883	3609.219971	109986800	3609.219971	0.00282014598444	3629.27593984	3694.10326176	45.459961	-197.820068	0.511985907097	0.778225153496	0.488014092903	0.221774846504	-335829100.0	0.307209074276	0.353433548461	0.0127561791121	-0.0519616463114	3613.446696	3677.81072136
2010-02-16	3641.419922	3669.040039	3602.310059	3669.040039	147701400	3669.040039	0.016574237226	3623.54566303	3682.78548966	61.770019	-90.76001	0.0508737760472	0.568675729469	0.949126223953	0.431324270531	-188127700.0	0.691749392794	0.337452631616	0.0171237580379	-0.0241395842378	3623.74169917	3671.3278635
2010-02-17	3707.179932	3748.659912	3700.189941	3725.209961	149233400	3725.209961	0.0153091602716	3636.54405616	3680.9527629	112.449951	36.419922	-0.51506725515	0.371912750151	1.51506725515	0.628087249849	-38894300.0	0.729032163766	0.426933700765	0.0311257738374	0.00987313498869	3642.48335767	3673.9292865
2010-02-18	3719.060059	3752.050049	3711.310059	3747.830078	132533000	3747.830078	0.00607217237064	3661.87717183	3686.85372265	112.219971	8.370117	0.00490271742274	0.292674583976	0.995097282577	0.707325416024	93638700.0	0.803050540137	0.530037557122	0.0308668882793	0.00223832240144	3661.18668617	3674.527152
2010-02-19	3711.860107	3772.669922	3707.189941	3769.540039	137178400	3769.540039	0.00579267484069	3686.43514502	3694.98390336	152.790039	7.530029	-0.101303070423	0.216624690097	1.10130307042	0.783375309903	230817100.0	0.802806101794	0.507238207038	0.0422451203428	0.00200159727911	3686.65169267	3675.06501121
2010-02-22	3780.679932	3781.97998	3752.879883	3756.699951	147653400	3756.699951	-0.0034062744704	3710.17940044	3704.92472145	157.629883	-55.429932	0.0826303582935	0.261603459511	0.917369641706	0.738396540489	83163700.0	0.90603273391	0.506521201106	0.0437973921101	-0.0145404101385	3712.92333983	3671.10573036
2010-02-23	3780.340088	3791.560059	3696.48999	3707.060059	149071400	3707.060059	-0.0132136962354	3723.47098632	3711.82808539	97.840088	-86.409912	0.410857587863	0.435491773669	0.589142412137	0.564508226331	-65907700.0	0.929954263994	0.4486826476	0.0271083748805	-0.0227785939155	3729.23002117	3664.93359379
2010-02-24	3713.439941	3727.810059	3683.810059	3715.679932	128846800	3715.679932	0.00232525852368	3718.78214994	3711.19234854	46.639893	26.429932	0.400951793923	0.347791056313	0.599048206077	0.652208943687	62939100.0	0.71956927047	0.424341209407	0.0127117427186	0.00716403930338	3737.00333667	3666.82144607
2010-02-25	3694.560059	3724.689941	3633.810059	3640.77002	171807600	3640.77002	-0.0201604856637	3717.89580196	3711.790693	-84.439941	77.01001	1.3994435174	0.613840621882	-0.399443517401	0.386159378118	-108868500.0	0.635897240541	0.527794652203	-0.0226671628939	0.0216092020181	3722.93001317	3672.32216107
2010-02-26	3680.610107	3710.310059	3648.340088	3708.800049	151634000	3708.800049	0.0186856155776	3695.85986426	3702.32126993	-39.030029	101.530029	0.524627638669	0.336901935581	0.475372361331	0.663098064419	42765500.0	0.278186375303	0.590627760492	-0.0104140337709	0.0281459465017	3716.42500833	3679.574306
2010-03-01	3739.560059	3771.810059	3724.840088	3769.540039	145259800	3769.540039	0.0163772619709	3699.5570599	3703.18510714	0.0	156.780029	0.139588082409	0.103789610224	0.860411917591	0.896210389776	188025300.0	0.417221485554	0.61296430008	0.0	0.0433961925414	3716.42500833	3690.7728795
2010-03-02	3770.639893	3811.919922	3763.159912	3811.919922	120318200	3811.919922	0.0112427199503	3719.55219678	3712.03243139	55.219971	176.309815	-0.129064107765	-0.095964592447	1.12906410777	1.09596459245	308343500.0	0.5	0.655338521385	0.0146990634653	0.0484952483382	3725.62833683	3703.36643771
2010-03-03	3799.330078	3849.72998	3787.959961	3842.52002	123313800	3842.52002	0.00802747660658	3745.94297542	3725.35076347	135.459961	225.77002	-0.171804623756	-0.131601992809	1.17180462376	1.13160199281	431657300.0	0.590726944322	0.668180097721	0.0365410753654	0.0624234519942	3748.204997	3719.49286771
2010-03-04	3813.399902	3850.72998	3809.719971	3828.409912	148795800	3828.409912	-0.00367209745858	3773.53641673	3740.97333101	112.72998	229.339844	0.0987406252339	0.0788667992764	0.901259374766	0.921133200724	282861500.0	0.737415982699	0.710641861382	0.0303389909957	0.0637219725282	3766.993327	3735.87428514
2010-03-05	3845.98999	3910.419922	3838.340088	3910.419922	153790200	3910.419922	0.0214214287093	3789.21455823	3752.63154181	269.649902	301.199951	-0.27517040263	-0.237713735332	1.27517040263	1.23771373533	436651700.0	0.693847323049	0.71540736297	0.0740639756202	0.0834529215232	3811.93497733	3757.38856736
2010-03-08	3924.219971	3924.219971	3901.969971	3903.540039	112178600	3903.540039	-0.00175937191842	3823.84466217	3773.6699925	194.73999	234.5	0.0262510964503	0.0223293176434	0.97374890355	0.977670682357	324473100.0	0.952629998287	0.74925519317	0.0525075462217	0.0639131755193	3844.39164233	3774.13856736
2010-03-09	3907.72998	3919.52002	3876.090088	3910.01001	125235600	3910.01001	0.00165746244059	3846.61476983	3790.9859987	140.469971	184.800049	0.0712707861304	0.0489307024755	0.92872921387	0.951069297525	449708700.0	0.911329868694	0.712694644579	0.0372644857321	0.0496079552387	3867.80330417	3787.33857086
2010-03-10	3908.389893	3950.639893	3902.110107	3943.550049	123160400	3943.550049	0.00857799312897	3864.7276956	3806.85586687	131.630127	195.719971	-0.120017825152	-0.0665613575889	1.12001782515	1.06656135759	572869100.0	0.884954801824	0.684225334121	0.0345311889267	0.0522222104329	3889.74165867	3801.31856879
2010-03-11	3921.26001	3946.149902	3909.949951	3928.949951	112501200	3928.949951	-0.00370227277924	3887.248368	3825.08175782	86.429931	159.409912	0.133328934512	0.0684592789958	0.866671065488	0.931540721004	460367900.0	0.879096953968	0.690953863021	0.022493033361	0.0422889557746	3904.14664717	3812.70499107
2010-03-12	3933.969971	3956.419922	3919.070068	3927.399902	114568600	3927.399902	-0.00039451991482	3899.163106	3838.93085025	98.98999	170.699951	0.164916291963	0.0733516497061	0.835083708037	0.926648350294	345799300.0	0.774189046465	0.657716081034	0.0258566852232	0.0454388035314	3920.64497883	3824.89784471
2010-03-15	3921.0	3925.860107	3889.129883	3890.909912	94752800	3890.909912	-0.00929113176924	3907.230762	3850.72672381	-19.51001	183.849853	0.554794225066	0.203062638541	0.445205774934	0.796937361459	251046500.0	0.841227010952	0.672745312506	-0.00498923654982	0.0495945169687	3917.3933105	3838.02997707
2010-03-16	3914.389893	3951.469971	3910.810059	3938.949951	108838800	3938.949951	0.0123467363898	3902.567662	3856.08448224	35.409912	223.270019	0.21747799205	0.0541520052659	0.78252200795	0.945847994734	359885300.0	0.401989329251	0.691139956556	0.0090712306384	0.0600886037242	3923.2949625	3853.97783557
2010-03-17	3954.300049	3967.51001	3943.169922	3957.889893	124548900	3957.889893	0.00480837335727	3912.96260171	3867.13321141	47.879883	317.119873	-0.0182991913067	-0.00455649739388	1.01829919131	1.00455649739	484434200.0	0.625843575187	0.714538268974	0.0122454630238	0.0871024182406	3931.274943	3876.62925507
2010-03-18	3936.939941	3964.780029	3923.26001	3938.179932	125638800	3938.179932	-0.00497991645368	3925.79897065	3879.23410229	-5.370117	229.379883	0.374202991531	0.0918948684645	0.625797008469	0.908105131536	358795400.0	0.65630658762	0.841444275063	-0.00136174688625	0.0618474654793	3930.3799235	3893.01353243
2010-03-19	3953.439941	3963.530029	3906.110107	3925.439941	184326800	3925.439941	-0.00323499464727	3929.33638818	3887.09354625	-3.51001	155.899902	0.536744077998	0.173363343315	0.463255922002	0.826636656685	174468600.0	0.480728795108	0.775657176092	-0.000893371013572	0.0413578050338	3929.79492183	3904.14923971
2010-03-22	3908.550049	3928.0	3868.02002	3928.0	119579800	3928.0	0.000652171231372	3928.22311756	3892.20639888	0.600098	116.080078	0.504081984965	0.193344707865	0.495918015035	0.806655292135	294048400.0	0.487233539263	0.711785953022	0.000152797783514	0.0304518668742	3929.89493817	3912.44067386
2010-03-23	3927.620117	3962.199951	3926.870117	3952.550049	111188200	3952.550049	0.00625001247454	3928.15936968	3896.97887903	61.640137	110.030029	0.150366494157	0.0833191696873	0.849633505843	0.916680830313	405236600.0	0.50216673194	0.676821828285	0.0158420879419	0.0286348616083	3940.16829433	3920.29996164
2010-03-24	3960.27002	3966.959961	3907.850098	3949.810059	132041600	3949.810059	-0.000693220823527	3935.1281352	3904.38836836	10.860108	121.400147	0.17790685274	0.11217407076	0.82209314726	0.88782592924	273195000.0	0.743559811238	0.670753227064	0.00275710738524	0.0317103313884	3941.97831233	3928.97140071
2010-03-25	3951.709961	4008.699951	3950.949951	4000.47998	137603800	4000.47998	0.0128284449741	3939.32297057	3910.44459378	42.590087	90.060058	-0.331389821227	-0.255244947814	1.33138982123	1.25524494781	410798800.0	0.566839666848	0.695290070248	0.0107608064275	0.0230307894795	3949.07666017	3935.404262
2010-03-26	3990.98999	4002.919922	3979.870117	3988.929932	105178200	3988.929932	-0.00288716555457	3956.79640184	3922.44931194	50.75	85.389893	0.140531907142	0.140531907142	0.859468092858	0.859468092858	305620600.0	0.688501805493	0.661120766782	0.0128866636051	0.0218749883815	3957.5349935	3941.50354007
2010-03-29	4002.129883	4017.639893	3971.120117	4000.659912	99561400	4000.659912	0.00294063325252	3965.97741046	3931.31339462	75.219971	90.649902	0.0571512862058	0.0571512862058	0.942848713794	0.942848713794	405182000.0	0.74210462702	0.650254880917	0.0191621759932	0.023184058805	3970.07165533	3947.97853307
2010-03-30	4018.199951	4028.639893	3978.870117	3987.409912	117886800	3987.409912	-0.00331195360052	3975.88669661	3940.55959693	59.409912	43.859863	0.202045225637	0.202045225637	0.797954774363	0.797954774363	287295200.0	0.862331102798	0.656611473579	0.0151247230143	0.0111219237629	3979.97330733	3951.11138043
2010-03-31	3982.149902	3998.570068	3943.030029	3974.01001	139164200	3974.01001	-0.00336055291423	3979.17904387	3946.80630561	21.459961	45.060059	0.452272338073	0.340119077295	0.547727661927	0.659880922705	148131000.0	0.759454617115	0.581487522168	0.00542939639826	0.0114687281747	3983.5499675	3954.32995607
2010-04-01	3996.530029	4041.580078	3989.830078	4034.22998	111669600	4034.22998	0.0151534520166	3977.70217705	3950.43346619	84.419921	106.830078	-0.0462794642544	-0.0348032089404	1.04627946425	1.03480320894	259800600.0	0.603831981897	0.584092401251	0.0213731596555	0.0272012223521	3997.61995433	3961.96067593
2010-04-06	4048.899902	4065.070068	4026.73999	4053.939941	113667400	4053.939941	0.00488568105877	3993.85297789	3961.6063347	53.459961	163.030029	-0.125417116738	-0.0712137524176	1.12541711674	1.07121375242	373468000.0	0.762467401329	0.663553889713	0.0133633867104	0.041900232256	4006.52994783	3973.605678
2010-04-07	4049.25	4052.030029	4020.169922	4026.969971	115462800	4026.969971	-0.00665277986169	4011.02068164	3973.91748221	38.040039	88.02002	0.312193418752	0.193352386293	0.687806581248	0.806647613707	258005200.0	0.705837125453	0.76311308125	0.00953640190439	0.0223460620457	4012.86995433	3979.89282229
2010-04-08	4007.370117	4012.100098	3952.139893	3978.459961	124318400	3978.459961	-0.0120462805408	4015.57762145	3980.99114738	-22.199951	20.570068	0.709685999035	0.439533549365	0.290314000965	0.560466450635	133686800.0	0.630919933299	0.652421032832	-0.00554907227515	0.00519723098825	4009.1699625	3981.36211286
2010-04-09	4008.429932	4050.540039	4008.199951	4050.540039	104637800	4050.540039	0.0181175828603	4004.97257561	3980.65365586	63.130127	112.360107	0.119059524391	0.0737377592519	0.880940475609	0.926262240748	238324600.0	0.4390311606	0.532311394787	0.0158323644655	0.0285309734294	4019.69165033	3989.38783479
2010-04-12	4078.379883	4082.110107	4032.040039	4050.5	106880000	4050.5	-9.88485476372e-06	4017.99185086	3989.97184028	76.48999	125.060059	0.119387605243	0.0739409512856	0.880612394757	0.926059048714	131444600.0	0.631035235098	0.651559469787	0.019247558463	0.0318588644533	4032.439982	3998.32069614
2010-04-13	4038.72998	4058.100098	4020.709961	4031.98999	126779600	4031.98999	-0.0045698086656	4027.27989347	3998.04226158	-2.23999	103.98999	0.385627717748	0.234107602563	0.614372282252	0.765892397437	4665000.0	0.668087682036	0.674674656454	-0.000555245985257	0.0264740300407	4032.06665033	4005.74855257
2010-04-14	4051.649902	4074.290039	4046.610107	4057.699951	136845000	4057.699951	0.00637649425315	4028.62563534	4002.56862537	3.76001	105.149902	0.187813463168	0.140078932281	0.812186536832	0.859921067719	141510000.0	0.493972690829	0.639050102991	0.000927495240364	0.026603053901	4032.69331867	4013.25925986
2010-04-15	4069.300049	4084.689941	4036.899902	4065.649902	136845000	4065.649902	0.00195922593982	4036.93258267	4009.91946878	38.679931	115.839843	0.126645979055	0.0944577306891	0.873354020945	0.905542269311	278355000.0	0.50980087756	0.640166289228	0.00960521962631	0.0293279528052	4039.13997383	4021.53353436
2010-04-16	4044.889893	4086.0	3976.419922	3986.629883	191295400	3986.629883	-0.0194360116844	4045.13753105	4017.35019321	8.169922	-13.850097	0.739796472952	0.692221649834	0.260203527048	0.307778350166	87059600.0	0.611921064907	0.652300688424	0.0020535388266	-0.00346210881425	4040.5016275	4020.54424171
2010-04-19	3964.530029	3987.050049	3949.080078	3970.469971	0	3970.469971	-0.00405352703267	4028.42106018	4013.25415185	-80.070068	-18.459961	1.05429774379	0.808071990166	-0.0542977437924	0.191928009834	87059600.0	0.52009227207	0.483053835283	-0.01976775127	-0.00462779775897	4027.15661617	4019.22567307
2010-04-20	3987.75	4030.040039	3970.629883	4026.649902	119539400	4026.649902	0.0141494411015	4011.86360613	4007.5495944	-23.850098	25.98999	0.433465759643	0.41512282324	0.566534240357	0.58487717676	206599000.0	0.228373272707	0.477665426624	-0.00588818614986	0.00649642573268	4023.18159983	4021.08210093
2010-04-21	4037.389893	4037.389893	3976.949951	3977.669922	138462800	3977.669922	-0.0121639529614	4016.08826209	4010.09630208	-54.320068	-9.73999	0.791192957297	0.757712107251	0.208807042703	0.242287892749	68136200.0	0.441408825944	0.528391346311	-0.0134722725341	-0.00244268590763	4014.12825517	4020.38638736
2010-04-22	3969.5	4007.300049	3907.429932	3924.649902	189281900	3924.649902	-0.0133294167288	4005.11159349	4005.77278474	-133.050049	-49.360108	1.17842674494	1.12855935321	-0.178426744941	-0.128559353209	-121145700.0	0.383931356612	0.490130516334	-0.0327895237713	-0.0124207306665	3991.953247	4016.86066536
2010-04-23	3921.870117	3968.5	3907.189941	3951.300049	161657800	3951.300049	0.00679045205699	3982.12253878	3994.95640037	-114.349853	-82.929931	0.754325472957	0.754325472957	0.245674527043	0.245674527043	40512100.0	0.24541704448	0.453701154271	-0.0281258484514	-0.020556570005	3972.89493817	4010.93709886
2010-04-26	3995.26001	4017.530029	3978.310059	3997.389893	129533400	3997.389893	0.0116644758506	3973.31611313	3989.13555352	10.76001	-56.550048	0.495554374824	0.495554374824	0.504445625176	0.504445625176	170045500.0	0.295811132951	0.416985392274	0.00269902406689	-0.0139494044863	3974.68827317	4006.89780971
2010-04-27	3988.870117	3995.959961	3844.600098	3844.600098	164571600	3844.600098	-0.0382223898818	3980.19433595	3990.23613212	-125.869873	-182.369873	1.48072093759	1.35003535791	-0.480720937593	-0.35003535791	5473900.0	0.521774358971	0.446231899743	-0.0317015048393	-0.0452871201706	3953.709961	3993.87139021
2010-04-28	3815.389893	3848.149902	3749.530029	3787.0	284113000	3787.0	-0.0149820778577	3941.45312511	3970.81799424	-239.649902	-191.459961	1.29877150915	1.23860862214	-0.298771509145	-0.238608622136	-278639100.0	0.335982948276	0.360079211134	-0.0595159519284	-0.0481241392089	3913.76831067	3980.19567871
2010-04-29	3796.439941	3857.639893	3775.340088	3840.620117	180090900	3840.620117	0.014158995775	3897.32366079	3946.30892834	-137.049805	-209.919922	0.683560998278	0.729277213865	0.316439001722	0.270722786135	-98548200.0	0.188871323732	0.355125742837	-0.0344547958195	-0.0518251689846	3890.9266765	3965.20139857
2010-04-30	3829.639893	3857.080078	3783.949951	3816.98999	179653200	3816.98999	-0.00615268531647	3881.12264828	3932.21708683	-107.659912	-233.51001	0.748283727612	0.799506741123	0.251716272388	0.200493258877	-278201400.0	0.324191449296	0.336592368664	-0.0274317237686	-0.0576496753487	3872.98335783	3948.52211214
2010-05-03	3796.790039	3847.209961	3771.959961	3828.459961	100879200	3828.459961	0.0030049780141	3862.79903163	3916.85347392	-122.840088	-203.530029	0.705485328358	0.765417603938	0.294514671642	0.234582396062	-177322200.0	0.350630065818	0.324668468067	-0.0310885244038	-0.050478803148	3852.51000983	3933.98425293
2010-05-04	3827.050049	3836.169922	3678.889893	3689.290039	245235200	3689.290039	-0.0363514111203	3852.98786859	3905.0676722	-308.099854	-368.409912	1.22477608209	1.17903526374	-0.22477608209	-0.179035263744	-422557400.0	0.322074007704	0.34554611059	-0.0770752571671	-0.0907927930721	3801.16003417	3907.66925921
2010-05-05	3688.149902	3705.080078	3613.570068	3636.030029	274467800	3636.030029	-0.014436384626	3806.21706014	3876.2973211	-208.570069	-429.619873	1.13517473999	1.10527830988	-0.135174739988	-0.10527830988	-697025200.0	0.148512557143	0.261494444613	-0.0542501336117	-0.105670651275	3766.398356	3876.98212543
2010-05-06	3583.75	3667.889893	3541.820068	3556.110107	331062400	3556.110107	-0.0219799950393	3757.5921941	3844.26168216	-230.889893	-430.519776	1.23542427254	1.1216264193	-0.235424272542	-0.121626419301	-1028087600.0	0.192147722284	0.237280509013	-0.0609690765778	-0.107990906765	3727.91670717	3846.23071286
2010-05-07	3454.600098	3538.860107	3349.959961	3392.590088	438501300	3392.590088	-0.0459828335119	3700.0258835	3805.84147213	-448.030029	-577.879883	1.47251618862	1.30112806001	-0.472516188621	-0.301128060006	-1466588900.0	0.180269963058	0.23701964272	-0.116655648138	-0.145544453735	3653.24503567	3804.95357836
