Date	Open_HSI	High_HSI	Low_HSI	Close_HSI	Volume_HSI	AdjClose_HSI	Return_HSI	hkong_EMA6	hkong_EMA14	hkong_MoM6	hkong_MoM14	hkong_WIILR6	hkong_WIILR14	hkong_K%6	hkong_K%14	hkong_OBV	hkong_RSI6	hkong_RSI14	hkong_RoC6	hkong_RoC14	hkong_MA6	hkong_MA14
2010-01-04	21860.039062	22024.830078	21689.220703	21823.279297	1006199600	21823.279297	7.41750366001e-05	21823.279297	21823.279297	-1.68020489908	1.19570965092	0.468658529425	0.460994248119	0.531341470575	0.539005751881	1006199600.0	0.519068675247	0.516003595645	0.000340516227825	0.0010397017794	22134.369304	22135.1415385
2010-01-05	22092.150391	22297.039062	21987.269531	22279.580078	1965584800	22279.580078	0.0209089007564	21823.279297	21823.279297	-1.68020489908	1.19570965092	0.468658529425	0.460994248119	0.531341470575	0.539005751881	2971784400.0	0.519068675247	0.516003595645	0.000340516227825	0.0010397017794	22134.369304	22135.1415385
2010-01-06	22357.460938	22514.789062	22277.130859	22416.669922	2100234000	22416.669922	0.00615316103446	21953.6509487	21884.1194011	-1.68020489908	1.19570965092	0.468658529425	0.460994248119	0.531341470575	0.539005751881	5072018400.0	0.519068675247	0.516003595645	0.000340516227825	0.0010397017794	22134.369304	22135.1415385
2010-01-07	22548.029297	22548.029297	22169.609375	22269.449219	1495365300	22269.449219	-0.00656746535111	22085.9420839	21955.1261372	-1.68020489908	1.19570965092	0.468658529425	0.460994248119	0.531341470575	0.539005751881	3576653100.0	0.519068675247	0.516003595645	0.000340516227825	0.0010397017794	22134.369304	22135.1415385
2010-01-08	22282.75	22443.220703	22206.160156	22296.75	1626022600	22296.75	0.00122592978082	22138.372694	21997.0358815	-1.68020489908	1.19570965092	0.468658529425	0.460994248119	0.531341470575	0.539005751881	5202675700.0	0.519068675247	0.516003595645	0.000340516227825	0.0010397017794	22134.369304	22135.1415385
2010-01-11	22524.179688	22671.919922	22373.960938	22411.519531	1744637600	22411.519531	0.00514736591656	22183.6233528	22036.997764	-1.68020489908	1.19570965092	0.468658529425	0.460994248119	0.531341470575	0.539005751881	6947313300.0	0.519068675247	0.516003595645	0.000340516227825	0.0010397017794	22249.5413412	22135.1415385
2010-01-12	22378.230469	22476.119141	22192.980469	22326.640625	2204776800	22326.640625	-0.00378728920556	22248.7365466	22086.9339996	503.361328	1.19570965092	0.351358065952	0.460994248119	0.648641934048	0.539005751881	4742536500.0	0.833212002688	0.516003595645	0.0230653386757	0.0010397017794	22333.4348958	22135.1415385
2010-01-13	21990.679688	22012.039062	21688.169922	21748.599609	3414190400	21748.599609	-0.0258901921569	22270.9948547	22118.894883	-530.980469	1.19570965092	1.3486011622	0.460994248119	-0.348601162195	0.539005751881	1328346100.0	0.760118775037	0.516003595645	-0.0238326066802	0.0010397017794	22244.938151	22135.1415385
2010-01-14	21871.009766	21988.929688	21707.099609	21716.949219	2338667600	21716.949219	-0.00145528404445	22121.7390702	22069.5221798	-699.720703	1.19570965092	0.970745314358	0.460994248119	0.0292546856417	0.539005751881	-1010321500.0	0.256274631277	0.516003595645	-0.0312143019206	0.0010397017794	22128.3180338	22135.1415385
2010-01-15	21715.089844	21788.849609	21581.070312	21654.160156	2659842200	21654.160156	-0.00289124694112	22006.084827	22022.5124517	-615.289063	1.19570965092	1.03457155375	0.460994248119	-0.0345715537484	0.539005751881	-3670163700.0	0.14440074846	0.516003595645	-0.0276292896582	0.0010397017794	22025.7698567	22135.1415385
