Date	Open_DJI	High_DJI	Low_DJI	Close_DJI	Volume_DJI	AdjClose_DJI	Return_DJI	djia_EMA6	djia_EMA14	djia_MoM6	djia_MoM14	djia_WIILR6	djia_WIILR14	djia_K%6	djia_K%14	djia_OBV	djia_RSI6	djia_RSI14	djia_RoC6	djia_RoC14	djia_MA6	djia_MA14
2010-01-19	10608.370117	10729.889648	10591.969727	10725.429688	192150000	10725.429688	0.0109126401656	10643.8852307	10624.0024238	107.239258	74.4112585132	-0.00979793649358	0.367461103768	1.00979793649	0.632538896232	726730000.0	0.505017156944	0.55693434709	0.0100995794629	0.00552240245659	10669.6082358	14696.9157049
2010-01-20	10719.69043	10719.919922	10517.299805	10603.150391	203270000	10603.150391	-0.0114008762872	10667.1836471	10637.526059	-60.839843	74.4112585132	0.750691218658	0.367461103768	0.249308781342	0.632538896232	523460000.0	0.640182395028	0.55693434709	-0.00570516679639	0.00552240245659	10659.468262	14696.9157049
2010-01-21	10603.910156	10614.94043	10374.69043	10389.879883	304290000	10389.879883	-0.020113881265	10648.888431	10632.9426366	-237.379883	74.4112585132	1.59936975446	0.367461103768	-0.599369754462	0.632538896232	219170000.0	0.433722558887	0.55693434709	-0.0223368853521	0.00552240245659	10619.9049482	14696.9157049
2010-01-22	10389.580078	10389.580078	10157.639648	10172.980469	323620000	10172.980469	-0.0208760270997	10574.8859887	10600.5342695	-507.789062	74.4112585132	1.56787839268	0.367461103768	-0.567878392683	0.632538896232	-104450000.0	0.31323921927	0.55693434709	-0.0475423667299	0.00552240245659	10535.2734378	10581.3121514
2010-01-25	10175.099609	10256.870117	10171.769531	10196.860352	215330000	10196.860352	0.00234738315607	10460.0558402	10543.5270961	-513.689453	-387.099609	0.931462290957	0.931462290957	0.0685377090432	0.0685377090432	110880000.0	0.18219811772	0.293074099271	-0.0479610722467	-0.0365741754907	10449.658529	10553.6621794
2010-01-26	10195.349609	10285.129883	10155.599609	10194.290039	217300000	10194.290039	-0.000252069059619	10384.8571293	10497.3048635	-415.360352	-377.729492	0.935953882045	0.935953882045	0.0640461179554	0.0640461179554	-106420000.0	0.176113245936	0.30967421027	-0.0391492967904	-0.035729170845	10380.4318037	10526.6815014
2010-01-27	10194.290039	10255.05957	10104.360352	10236.160156	262170000	10236.160156	0.00410721264942	10330.4093892	10456.9028869	-489.269532	-337.519532	0.859721496928	0.859721496928	0.140278503072	0.140278503072	155750000.0	0.201041398833	0.312554095036	-0.0456177091485	-0.0319207259875	10298.8868817	10502.5729634
2010-01-28	10236.919922	10258.830078	10055.080078	10120.459961	240050000	10120.459961	-0.0113030856529	10303.4810369	10427.4705228	-482.69043	-486.400391	0.973845571112	0.974262422075	0.0261544288882	0.0257375779247	-84300000.0	0.105916925059	0.338935769542	-0.0455233031882	-0.0458571504534	10218.4384767	10467.8300783
2010-01-29	10122.040039	10239.339844	10043.75	10067.330078	316900000	10067.330078	-0.00524974983397	10251.1893009	10386.5357812	-322.549805	-550.860352	0.978119543639	0.981846730478	0.0218804563607	0.0181532695217	-401200000.0	0.107051488901	0.284835488023	-0.0310446134731	-0.0518789294307	10164.6801758	10428.4829103
2010-02-01	10068.990234	10190.889648	10068.910156	10185.530273	198430000	10185.530273	0.0117409674744	10198.6580944	10343.9750208	12.549804	-478.459961	0.590029086481	0.793365281524	0.409970913519	0.206634718476	-202770000.0	0.144807902737	0.265011093367	0.00123364082318	-0.044866879142	10166.7718098	10394.3071988
2010-02-02	10186.129883	10314.839844	10173.589844	10296.849609	237140000	10296.849609	0.0109291645124	10194.9072883	10322.8490544	99.989257	-330.410157	-0.0485530353828	0.631125223943	1.04855303538	0.368874776057	34370000.0	0.517658341501	0.307770053589	0.00980588666985	-0.0310908140269	10183.436686	10370.7064733
2010-02-03	10291.730469	10307.200195	10231.929688	10270.549805	198940000	10270.549805	-0.00255416025276	10224.0336656	10319.3824617	76.259766	-410.219726	0.163377713995	0.669455327846	0.836622286005	0.330544672154	-164570000.0	0.61290820501	0.374758096388	0.00748063530744	-0.0384073193237	10196.146647	10341.4050643
2010-02-04	10273.120117	10273.120117	9998.030273	10002.179688	304240000	10002.179688	-0.0261300633457	10237.3239912	10312.8714408	-233.980468	-708.370117	1.15334514708	1.06058578909	-0.15334514708	-0.06058578909	-468810000.0	0.581732661867	0.341231235369	-0.0228582265649	-0.0661376054355	10157.1499023	10290.8071988
2010-02-05	10003.69043	10031.959961	9835.089844	10012.230469	308320000	10012.230469	0.00100485907207	10170.1399045	10271.4458738	-108.229492	-597.419922	0.955177503144	0.980597097632	0.0448224968557	0.0194029023677	-160490000.0	0.331187680959	0.268577251512	-0.0106941277785	-0.0563091053883	10139.1116537	10248.1343472
2010-02-08	10005.429688	10028.55957	9904.089844	9908.389648	216270000	9908.389648	-0.0103713973946	10125.022923	10236.8838198	-158.94043	-817.04004	0.847212498176	0.918082454117	0.152787501824	0.0819175458827	-376760000.0	0.407869425894	0.292507648238	-0.0157877439965	-0.0761778375102	10112.621582	10189.7743444
2010-02-09	9910.280273	10139.429688	9910.05957	10058.639648	236210000	10058.639648	0.015163917179	10063.1277015	10193.0845969	-126.890625	-544.510743	0.534028548202	0.747352842587	0.465971451798	0.252647157413	-140550000.0	0.375454357245	0.21385756612	-0.0124579301812	-0.0513536753626	10091.4731445	10150.8807199
2010-02-10	10055.459961	10085.540039	9962.959961	10038.379883	178600000	10038.379883	-0.00201416550438	10061.8454005	10175.1586037	-258.469726	-351.5	0.57625838666	0.739321810294	0.42374161334	0.260678189706	-319150000.0	0.405323995086	0.312966636331	-0.0251018258802	-0.0338309974666	10048.3948568	10125.773577
2010-02-11	10037.849609	10161.570312	9976.709961	10144.19043	194470000	10144.19043	0.0105406000005	10055.1409669	10156.9214409	-126.359375	-28.790039	0.345278947294	0.44254999088	0.654721052706	0.55745000912	-124680000.0	0.276823914986	0.360807583204	-0.0123030779656	-0.00283004956981	10027.334961	10123.7171456
2010-02-12	10137.230469	10137.389648	9983.820312	10099.139648	296510000	10099.139648	-0.00444104261556	10080.5836707	10155.2239728	96.95996	-97.720704	0.397188230413	0.44960957999	0.602811769587	0.55039042001	-421190000.0	0.40406709487	0.487499459393	0.00969388303595	-0.00958341103307	10043.4949543	10116.7370954
2010-02-16	10100.80957	10279.540039	10100.80957	10268.80957	234900000	10268.80957	0.0168004332957	10085.8853785	10147.7460628	256.579101	74.519531	-0.328470669798	0.0959463762376	1.3284706698	0.904053623762	-186290000.0	0.611380967047	0.458335969933	0.0256265676059	0.00730992847122	10086.2581378	10122.059919
2010-02-17	10261.480469	10320.129883	10261.480469	10309.240234	193270000	10309.240234	0.00393722989256	10138.1494332	10163.8878638	400.850586	73.080078	-0.0791055522025	0.0116719332986	1.0791055522	0.988328066701	6980000.0	0.715655517652	0.527809483745	0.0404556744577	0.00713940353475	10153.0665688	10127.2799246
2010-02-18	10309.389648	10406.580078	10294.509766	10392.900391	185310000	10392.900391	0.00811506523285	10187.0325191	10183.2681798	334.260743	272.44043	-0.177458610616	-0.150029898872	1.17745861062	1.15002989887	192290000.0	0.877113777728	0.527301634982	0.033231207668	0.0269197675847	10208.7766927	10146.7399553
2010-02-19	10387.769531	10438.549805	10339.169922	10402.349609	241750000	10402.349609	0.000909199323048	10245.8519111	10211.2191413	363.969726	335.019531	0.00953624246937	0.00740252194756	0.990463757531	0.992597478052	434040000.0	0.859511510664	0.60427601217	0.0362578155282	0.0332778927883	10269.4383137	10170.6699218
2010-02-22	10402.429688	10433.639648	10368.950195	10383.379883	158440000	10383.379883	-0.00182360012046	10290.5655391	10236.7032037	239.189453	197.84961	0.11945682625	0.091422671868	0.88054317375	0.908577328132	275600000.0	0.900784782055	0.632663967902	0.0235789592724	0.0194245763055	10309.3032225	10184.8020368
2010-02-23	10383.160156	10411.120117	10267.830078	10282.410156	190740000	10282.410156	-0.00972416767351	10317.0839231	10256.2600943	183.270508	-14.439453	0.343368203302	0.258740693817	0.656631796698	0.741259306183	84860000.0	0.825666676912	0.585028463726	0.018147140686	-0.00140231755812	10339.8483072	10183.7706473
2010-02-24	10284.0	10393.509766	10283.929688	10374.160156	181450000	10374.160156	0.008923005269	10307.1771325	10259.7467692	105.350586	103.610351	0.190648440213	0.106700780766	0.809351559787	0.893299219234	266310000.0	0.716555313486	0.493738757256	0.0102592793529	0.0100881017051	10357.4067382	10191.1713866
2010-02-25	10366.599609	10366.679688	10185.830078	10321.030273	242550000	10321.030273	-0.00512136714694	10326.3151392	10275.0018874	11.790039	318.850585	0.663692170845	0.194742882039	0.336307829155	0.805257117961	23760000.0	0.652580513023	0.542514407376	0.00114363801137	0.0318781100666	10359.3717447	10213.9464284
2010-02-26	10321.410156	10353.450195	10272.290039	10325.259766	282120000	10325.259766	0.000409793682232	10324.8051774	10281.1390055	-67.640625	313.029297	0.448283322971	0.187734143641	0.551716677029	0.812265856359	305880000.0	0.516469814572	0.658902187611	-0.00650834920525	0.031264691516	10348.0983072	10236.3056639
2010-03-01	10326.099609	10413.990234	10326.099609	10403.790039	173750000	10403.790039	0.00760564622874	10324.9350599	10287.0217735	1.44043	495.400391	0.137542749087	0.0650371749737	0.862457250913	0.934962825026	479630000.0	0.378561760614	0.656911524033	0.000138471600565	0.0499980732086	10348.3383788	10271.6914061
2010-03-02	10404.160156	10456.919922	10389.429688	10405.980469	217180000	10405.980469	0.000210541542245	10347.4650539	10302.5908756	22.600586	347.340821	0.111614652332	0.0616271292127	0.888385347668	0.938372870787	696810000.0	0.502072089478	0.754793609588	0.00217661168662	0.0345315900713	10352.1051432	10296.5014648
2010-03-03	10406.280273	10469.540039	10376.580078	10396.759766	183290000	10396.759766	-0.000886096512238	10364.1837439	10316.3761547	114.34961	358.379883	0.221919623075	0.121791563588	0.778080376925	0.878208436412	513520000.0	0.534160518824	0.710739335998	0.0111208956135	0.035700968401	10371.1634115	10322.1000279
2010-03-04	10396.530273	10452.379883	10390.860352	10444.139648	165740000	10444.139648	0.00455717772329	10373.4911788	10327.0939696	69.979492	299.949218	0.0895294296699	0.0515398554875	0.91047057033	0.948460144513	679260000.0	0.739174306487	0.720389153822	0.00674555732201	0.029568571299	10382.8266602	10343.524972
2010-03-05	10445.129883	10571.94043	10445.049805	10566.200195	184270000	10566.200195	0.0116869891742	10393.6764557	10342.70006	245.169922	467.060547	-0.340700607266	-0.199003974158	1.34070060727	1.19900397416	863530000.0	0.679728922642	0.698739035136	0.0237544039224	0.0462475580375	10423.6883138	10376.8864396
2010-03-08	10563.780273	10587.740234	10542.389648	10552.519531	171780000	10552.519531	-0.0012947572209	10442.9689527	10372.500078	227.259765	283.709961	0.0648118593645	0.0412218783546	0.935188140636	0.958778121645	691750000.0	0.96502159801	0.780806716844	0.0220100772426	0.0276283204072	10461.5649413	10397.1514369
2010-03-09	10552.240234	10612.599609	10533.929688	10564.379883	219860000	10564.379883	0.00112393556488	10474.2691179	10396.5026717	160.589844	255.139649	0.0892841125112	0.058123315998	0.910715887489	0.941876684002	911610000.0	0.916131409169	0.709952924583	0.0154357059685	0.0247486374562	10488.3299153	10415.3756975
2010-03-10	10560.129883	10601.790039	10526.519531	10567.330078	186570000	10567.330078	0.000279258700716	10500.0150508	10418.8862999	161.349609	174.429687	0.191804173189	0.106074889868	0.808195826811	0.893925110132	1098180000.0	0.889039774483	0.697146591628	0.0155054691368	0.0167835426529	10515.2215168	10427.8349609
2010-03-11	10560.980469	10611.839844	10507.169922	10611.839844	150000000	10611.839844	0.00421201624928	10519.2479157	10438.6788037	215.080078	209.490235	0.00321907681446	0.00178027001651	0.996780923186	0.998219729983	1248180000.0	0.889446739205	0.653988868037	0.0206872220616	0.0201387420029	10551.0681965	10442.7985491
2010-03-12	10611.769531	10644.950195	10594.839844	10624.69043	166140000	10624.69043	0.00121096682469	10545.7027524	10461.7669424	180.550782	241.310547	-0.0545272008375	-0.0283310314391	1.05452720084	1.02833103144	1414320000.0	0.943571256141	0.674159639034	0.0172872814885	0.0232400769036	10581.1599935	10460.0350167
2010-03-15	10623.410156	10644.19043	10570.509766	10642.150391	160570000	10642.150391	0.00164333832736	10568.2706603	10483.4900741	75.950196	359.740235	0.0140059956862	0.00609819499589	0.985994004314	0.993901805004	1574890000.0	0.934199773164	0.702675524699	0.00718803302969	0.0349859837861	10593.8183595	10485.7307478
2010-03-16	10642.530273	10693.990234	10621.900391	10685.980469	227410000	10685.980469	0.00411853585879	10589.3791548	10504.644783	133.460938	311.820313	-0.297794982595	-0.0893671884127	1.2977949826	1.08936718841	1802300000.0	0.8675785288	0.8514442288	0.0126473054713	0.030057403039	10616.0618492	10508.0036273
2010-03-17	10686.360352	10767.980469	10686.360352	10733.669922	194190000	10733.669922	0.00446280555522	10616.9795303	10528.8228745	169.290039	412.639649	-0.212394934872	-0.0780850043662	1.21239493487	1.07808500437	1996490000.0	1.0	0.83609815266	0.0160246073007	0.0399804707559	10644.2768557	10537.4778879
2010-03-18	10733.44043	10784.0	10728.150391	10779.169922	153280000	10779.169922	0.00423899750324	10650.3196422	10556.1358141	211.839844	453.910156	-0.0429026093028	-0.0225734698973	1.0429026093	1.0225734699	2149770000.0	1.0	0.950045266648	0.0200466761648	0.0439611366965	10679.5834963	10569.9000419
2010-03-19	10780.0	10819.900391	10694.219727	10741.980469	434190000	10741.980469	-0.00345012215867	10687.1340078	10585.8736952	130.140625	338.19043	0.151788170215	0.091765658702	0.848211829785	0.908234341298	1715580000.0	1.0	0.954170950043	0.0122637192903	0.0325064643493	10701.2736005	10594.0565012
2010-03-22	10741.0	10809.849609	10695.129883	10785.889648	157200000	10785.889648	0.00408762417012	10702.8044253	10606.6879317	161.199218	379.909179	0.136375387006	0.0767182148047	0.863624612994	0.923281785195	1872780000.0	0.818161850762	0.868903836135	0.0151721331612	0.0365087345812	10728.1401368	10621.1928711
2010-03-23	10787.179688	10893.889648	10784.759766	10888.830078	189140000	10888.830078	0.00954399065441	10726.5430604	10630.5814939	246.679687	492.070312	-0.276392454608	-0.15548506346	1.27639245461	1.15548506346	2061920000.0	0.842135371619	0.879840185588	0.0231794964304	0.0473291990077	10769.253418	10656.3407506
2010-03-24	10887.620117	10887.839844	10825.419922	10836.150391	195570000	10836.150391	-0.00483795656858	10772.9107797	10665.0146384	150.169922	392.010743	0.212285064627	0.114783090089	0.787714935373	0.885216909911	1866350000.0	0.884166149697	0.914332749153	0.0140529848839	0.037534038821	10794.2817383	10684.3415179
2010-03-25	10837.509766	10955.480469	10834.19043	10841.209961	200330000	10841.209961	0.000466915815805	10790.9792401	10687.8327388	107.540039	275.009766	0.253842170794	0.117368562131	0.746157829206	0.882631437869	2066680000.0	0.727593495842	0.827160716173	0.0100189441059	0.026027309811	10812.2050782	10703.9850726
2010-03-26	10841.290039	10909.379883	10816.429688	10850.360352	175490000	10850.360352	0.000844037799555	10805.3308746	10708.2830351	71.19043	297.840821	0.402357109588	0.23448057982	0.597642890412	0.76551942018	2242170000.0	0.687170475263	0.785215120086	0.00660444454584	0.0282246168913	10824.0701498	10725.259417
2010-03-29	10849.230469	10916.639648	10849.230469	10895.860352	136710000	10895.860352	0.0041934091149	10818.1964396	10727.2266773	153.879883	331.480469	0.228201591037	0.132988432681	0.771798408963	0.867011567319	2378880000.0	0.641853895475	0.811823549624	0.0143250942826	0.0313771818764	10849.716797	10748.9365934
2010-03-30	10895.019531	10940.219727	10866.830078	10907.419922	148810000	10907.419922	0.00106091392754	10840.3861288	10749.7111673	121.530274	340.089844	0.184599342519	0.107203694675	0.815400657481	0.892796305325	2527690000.0	0.796791243697	0.824206095383	0.0112675243273	0.0321831381711	10869.9718427	10773.2287251
2010-03-31	10907.339844	10907.419922	10832.830078	10856.629883	197060000	10856.629883	-0.0046564668238	10859.5386412	10770.7390012	-32.200195	244.790039	0.579019323743	0.220495785034	0.420980676257	0.779504214966	2330630000.0	0.767818023148	0.827117587813	-0.00295717673702	0.0230676341331	10864.6051435	10790.7137279
2010-04-01	10857.30957	10956.389648	10857.30957	10927.070312	159520000	10927.070312	0.00648824080393	10858.7075674	10782.1911188	90.919921	302.379882	0.204314976124	0.0737982313423	0.795685023876	0.926201768658	2490150000.0	0.407862161163	0.732642208712	0.00839042627865	0.0284601122256	10879.7584637	10812.3122909
2010-04-05	10927.450195	10988.05957	10923.969727	10973.549805	139480000	10973.549805	0.00425360976665	10878.2397802	10801.5083446	132.339844	331.399414	-0.122607615778	-0.0444702038133	1.12260761578	1.04447020381	2629630000.0	0.736155640188	0.759020724476	0.0122071101359	0.0311402678805	10901.8151043	10835.9836776
2010-04-06	10972.490234	10987.379883	10927.519531	10969.990234	159960000	10969.990234	-0.000324377349468	10905.4712158	10824.447206	119.629882	284.009765	0.105280827496	0.0493483081575	0.894719172504	0.950651691842	2469670000.0	0.78287424788	0.770433982124	0.0110254293976	0.0265777918857	10921.753418	10856.2700894
2010-04-07	10961.950195	10962.660156	10845.450195	10897.519531	187000000	10897.519531	-0.00660626868886	10923.905221	10843.852943	1.659179	163.849609	0.583265704432	0.300100343648	0.416734295568	0.699899656352	2282670000.0	0.761968099888	0.748066313148	0.000152276088937	0.0152650128233	10922.0299478	10867.9736329
2010-04-08	10896.990234	10949.360352	10844.089844	10927.070312	158930000	10927.070312	0.00271169791584	10916.3664524	10851.0084881	19.65039	147.90039	0.392897362571	0.207559524186	0.607102637429	0.792440475814	2441600000.0	0.503249471734	0.63717497146	0.00180156170208	0.0137209442907	10925.3050128	10878.5379464
2010-04-09	10926.919922	11000.980469	10926.919922	10997.349609	150660000	10997.349609	0.0064316687816	10919.424698	10861.1500646	140.719726	255.36914	-0.0598471262149	-0.0316159949759	1.05984712621	1.03161599498	2592260000.0	0.535951401344	0.627219729842	0.0129616398013	0.0237730035664	10948.7583005	10896.7785993
2010-04-12	10996.75	11029.769531	10992.209961	11005.969727	153960000	11005.969727	0.000783835951977	10941.6889583	10879.3100039	78.899415	220.080079	-0.0318008676427	-0.0163127299027	1.03180086764	1.0163127299	2746220000.0	0.740316268711	0.707830377027	0.0072205461068	0.0204044437856	10961.908203	10912.4986049
2010-04-13	11006.719727	11038.919922	10947.769531	11019.419922	183950000	11019.419922	0.00122208177322	10960.0548922	10896.1979669	45.870117	130.589844	0.0557390480737	0.0422416184106	0.944260951926	0.957758381589	2930170000.0	0.670807558971	0.690025600069	0.00418006185921	0.0119930096314	10969.5532225	10921.8264509
2010-04-14	11020.700195	11125.219727	11020.629883	11123.110352	223920000	11123.110352	0.00940979023705	10977.0163293	10912.627561	153.120118	286.959961	-0.432122344066	-0.378400563865	1.43212234407	1.37840056386	3154090000.0	0.615874205243	0.633366577759	0.0139580906394	0.0264817255802	10995.0732422	10942.323591
2010-04-15	11122.959961	11154.549805	11096.200195	11144.570312	203720000	11144.570312	0.00192931287391	11018.7574786	10940.6919331	247.050781	303.360351	-0.0688314767306	-0.0626658329481	1.06883147673	1.06266583295	3357810000.0	0.756859919296	0.765408480772	0.0226703682702	0.0279821488645	11036.2483723	10963.9921875
2010-04-16	11143.660156	11153.790039	10973.919922	11018.660156	373950000	11018.660156	-0.0112978923794	11054.7040025	10967.8757169	91.589844	168.299804	0.437704264867	0.401897557015	0.562295735133	0.598102442985	2983860000.0	1.0	0.772315815884	0.00838192135539	0.0155109875193	11051.5133463	10976.0136021
2010-04-19	11018.360352	11095.299805	10977.849609	11092.049805	214850000	11092.049805	0.00666048756936	11044.4057606	10974.6469755	94.700196	196.189453	0.274568519635	0.194268472695	0.725431480365	0.805731527305	3198710000.0	0.633353429419	0.62489582244	0.00861118354576	0.0180058707309	11067.2967123	10990.0271344
2010-04-20	11093.110352	11146.080078	11081.469727	11117.05957	175170000	11117.05957	0.00225474690789	11058.0183447	10990.3006861	111.089843	209.639648	0.181304697372	0.116530731111	0.818695302628	0.883469268889	3373880000.0	0.636644432023	0.639805703465	0.0100935988155	0.0192199117206	11085.8116862	11005.001395
2010-04-21	11116.910156	11153.719727	11071.339844	11124.919922	188880000	11124.919922	0.000707053151106	11074.8872662	11007.2018706	105.5	268.290039	0.143291632354	0.0920984338645	0.856708367646	0.907901566136	3562760000.0	0.653054194639	0.646580531539	0.00957400668518	0.0247120922322	11103.3950195	11024.1649692
2010-04-22	11119.780273	11149.860352	11016.400391	11134.290039	214700000	11134.290039	0.000842263770499	11089.1823107	11022.8976108	11.179687	207.219727	0.112161762293	0.0652572587291	0.887838237707	0.934742741271	3777460000.0	0.647626648216	0.699569811338	0.00100508640535	0.0189638870331	11105.2583007	11038.9663783
2010-04-23	11132.179688	11205.639648	11105.650391	11204.280273	207380000	11204.280273	0.00628600779707	11102.0702331	11037.7499346	59.709961	230.730468	-0.275316947418	-0.160183193478	1.27531694742	1.16018319348	3984840000.0	0.521254157875	0.669546332804	0.00535776250931	0.02102605557	11115.2099608	11055.447126
2010-04-26	11205.110352	11258.009766	11187.650391	11205.030273	191920000	11205.030273	6.69387039351e-05	11131.2731016	11059.9539797	186.370117	235.040039	0.00262979337374	0.00168545244184	0.997370206626	0.998314547558	4176760000.0	0.595833320507	0.681788803493	0.0169140452978	0.0214257291015	11146.271647	11072.2357002
2010-04-27	11203.669922	11218.860352	10973.169922	10991.990234	263400000	10991.990234	-0.0190128927642	11152.3465792	11079.2974855	-100.059571	94.470703	0.949526638079	0.642683567185	0.0504733619206	0.357316432815	3913360000.0	1.0	0.68600774404	-0.00902083679384	0.00866900974403	11129.5950518	11078.9836076
2010-04-28	10988.870117	11078.519531	10965.379883	11045.269531	236760000	11045.269531	0.00484710192293	11106.5304806	11067.6565186	-71.790039	118.199219	0.746876672914	0.51396471562	0.253123327086	0.48603528438	4150120000.0	0.346544053439	0.561156291229	-0.00645764633606	0.0108171006157	11117.6300453	11087.4264089
2010-04-29	11045.639648	11197.320312	11041.639648	11167.320312	194310000	11167.320312	0.0110500500379	11089.0273521	11064.6715869	42.40039	169.970703	0.309911800771	0.273911917395	0.690088199229	0.726088082605	4344430000.0	0.398684649443	0.574236450856	0.00381129844505	0.0154556060363	11124.696777	11099.5671734
2010-04-30	11168.230469	11197.929688	10999.69043	11008.610352	255130000	11008.610352	-0.0142120003336	11111.3967692	11078.3580836	-125.679687	2.640625	0.852269123861	0.80389126188	0.147730876139	0.19610873812	4089300000.0	0.545253103273	0.600233811722	-0.0112876246765	0.000239926609422	11103.7501625	11099.7557895
2010-05-03	11009.599609	11177.669922	11009.599609	11151.830078	178080000	11151.830078	0.0130097915559	11082.0292214	11069.058386	-52.450195	132.410156	0.362846360431	0.342249895472	0.637153639569	0.657750104528	4267380000.0	0.398287831622	0.501323010204	-0.00468126409926	0.0120160731633	11095.0084633	11109.2136578
2010-05-04	11149.480469	11149.480469	10869.25	10926.769531	242100000	10926.769531	-0.020181489982	11101.9723233	11080.0946116	-278.260742	-196.340821	1.13194261503	1.13194261503	-0.131942615034	-0.131942615034	4025280000.0	0.46205035095	0.558706472864	-0.0248335555746	-0.0176516113557	11048.631673	11095.1893134
2010-05-05	10918.400391	10946.790039	10814.839844	10866.830078	218830000	10866.830078	-0.00548556028659	11051.9143827	11059.6512676	-125.160156	-277.740234	1.00692176872	1.00622472337	-0.00692176872383	-0.0062247233681	3806450000.0	0.348004809254	0.421407121383	-0.0113864871907	-0.0249215740243	11027.771647	11075.3507253
2010-05-06	10868.120117	10879.759766	9869.620117	10520.320312	459890000	10520.320312	-0.0318869222683	10999.0331528	11033.9417756	-524.949219	-498.339844	1.76880015645	1.66457473168	-0.768800156446	-0.664574731676	3346560000.0	0.417901900434	0.392146422899	-0.0475270628323	-0.0452269002714	10940.2801105	11039.7550221
2010-05-07	10519.419922	10579.120117	10241.230469	10380.429688	428730000	10380.429688	-0.0132971829613	10862.2580554	10965.4589138	-786.890624	-711.620117	0.615443882848	0.632084860782	0.384556117152	0.367915139218	2917830000.0	0.251324454463	0.33478764214	-0.070463692454	-0.0641558710527	10809.1316732	10988.9250138
2010-05-10	10386.179688	10835.169922	10386.030273	10785.139648	313350000	10785.139648	0.0389877849149	10724.5928076	10887.455017	-223.470704	-331.919922	0.310763431215	0.34058891057	0.689236568785	0.65941108943	3231180000.0	0.133434932275	0.27404303786	-0.0202996288228	-0.0298568088	10771.8865558	10965.2164479
